"storenum","OPENDATE","date_super","conversion","st","county","STREETADDR","STRCITY","STRSTATE","ZIPCODE","type_store"
756,4/17/1984 ,3/17/2004 ,1,"13","055","13427 HWY 27","Summerville","GA","30753","Supercenter"
757,10/2/1984 ,3/1/1999 ,1,"48","013","2151 WEST OAKLAWN","Pleasanton","TX","78064","Supercenter"
758,11/13/1984 ,3/1/1995 ,1,"13","261","1711 E LAMAR STREET","Americus","GA","31709","Supercenter"
759,10/16/1984 ,7/18/2001 ,1,"12","049","1480 US HWY 17 N","Wauchula","FL","33873","Supercenter"
760,2/5/1985 ,,,"21","027","US 60","Hardinsburg","KY","40143","Wal-Mart"
761,4/30/1985 ,,,"22","057","4876 HWY 1 SOUTH","Mathews","LA","70375","Wal-Mart"
762,11/13/1984 ,1/28/2004 ,1,"01","073","9248 PARKWAY EAST","Birmingham","AL","35206","Supercenter"
763,11/13/1984 ,,,"01","073","7100 AARON ARONOV DRIVE","Fairfield","AL","35064","Wal-Mart"
764,11/13/1984 ,3/1/1995 ,1,"01","073","750 ACADEMY DRIVE","Bessemer","AL","35022","Supercenter"
765,11/29/1984 ,3/1/2002 ,1,"48","029","16503 NACOGDOCHES ROAD","San Antonio","TX","78247","Supercenter"
766,11/13/1984 ,3/1/1996 ,1,"01","077","3100 HOUGH RD","Florence","AL","35630","Supercenter"
767,1/22/1985 ,3/1/1995 ,1,"12","023","2767 W US HWY 90","Lake City","FL","32055","Supercenter"
768,10/23/1984 ,5/23/2001 ,1,"48","201","1313 FRY ROAD","Katy","TX","77449","Supercenter"
769,6/4/1985 ,3/1/1995 ,1,"12","115","4150 S TAMIAMI TRAIL","Venice","FL","34293","Supercenter"
770,4/30/1985 ,4/14/2004 ,1,"20","009","3503 TENTH STREET","Great Bend","KS","67530","Supercenter"
771,5/21/1985 ,3/1/1995 ,1,"12","009","1500 E MERRITT ISLAND CSWY","Merritt Island","FL","32952","Supercenter"
772,10/22/1985 ,10/29/2003 ,1,"48","201","3506 S. HWY 6 SOUTH","Houston","TX","77082","Supercenter"
773,8/30/1985 ,,,"22","097","1960 W. LAUREL STREET","Eunice","LA","70535","Wal-Mart"
774,4/30/1985 ,4/13/2005 ,1,"31","141","818 EAST 23RD ST.","Columbus","NE","68601","Supercenter"
775,10/1/1985 ,,,"17","095","2031 NATIONAL BLVD","Galesburg","IL","61401","Wal-Mart"
776,6/4/1985 ,3/1/1996 ,1,"31","053","3010 E  23RD AVE N","Fremont","NE","68025","Supercenter"
777,7/2/1985 ,3/1/1996 ,1,"48","361","3115 EDGAR BROWN DR","West Orange","TX","77630","Supercenter"
778,5/21/1985 ,,,"12","015","3811 TAMIAMI TRAIL","Punta Gorda","FL","33950","Wal-Mart"
779,4/30/1985 ,,,"12","105","3501 S FLORIDA AVE","Lakeland","FL","33803","Wal-Mart"
780,5/21/1985 ,5/19/2004 ,1,"13","297","2050 WEST SPRING ST","Monroe","GA","30655","Supercenter"
781,7/16/1985 ,3/1/1995 ,1,"48","053","2700 HIGHWAY 281 NORTH","Marble Falls","TX","78654","Supercenter"
782,8/20/1985 ,10/27/2004 ,1,"48","463","3100 EAST MAIN","Uvalde","TX","78801","Supercenter"
783,7/2/1985 ,,,"29","121","705 EAST BRIGGS DRIVE","Macon","MO","63552","Wal-Mart"
784,4/30/1985 ,3/17/2004 ,1,"19","087","1045 NO. GRAND AVENUE","Mt. Pleasant","IA","52641","Supercenter"
785,6/4/1985 ,4/10/2002 ,1,"28","153","1350 AZALEA DRIVE","Waynesboro","MS","39367","Supercenter"
786,12/31/1985 ,3/1/1997 ,1,"17","037","2300 SYCAMORE ROAD","De Kalb","IL","60115","Supercenter"
787,7/30/1985 ,10/20/2004 ,1,"13","063","7050 HIGHWAY 85","Riverdale","GA","30274","Supercenter"
788,9/10/1985 ,4/18/2001 ,1,"05","141","1966 HWY 65 SOUTH","Clinton","AR","72031","Supercenter"
789,10/29/1985 ,3/1/1999 ,1,"48","113","200 U.S. HWY 80 EAST","Mesquite","TX","75149","Supercenter"
790,7/16/1985 ,3/1/1995 ,1,"31","145","1902 WEST B","McCook","NE","69001","Supercenter"
791,7/16/1985 ,5/19/2004 ,1,"48","249","2701 EAST MAIN","Alice","TX","78332","Supercenter"
792,7/2/1985 ,,,"17","131","1500 SE 5TH STREET","Aledo","IL","61231","Wal-Mart"
793,10/1/1985 ,3/23/2005 ,1,"48","381","1701 NORTH 23RD ST","Canyon","TX","79015","Supercenter"
794,7/16/1985 ,10/23/2002 ,1,"20","155","1905 E 17TH STREET","Hutchinson","KS","67501","Supercenter"
795,5/14/1985 ,3/1/1997 ,1,"45","011","11391 DUNBARTON BLVD","Barnwell","SC","29812","Supercenter"
796,4/1/1986 ,,,"17","099","1650 38TH STREET","Peru","IL","61354","Wal-Mart"
797,9/10/1985 ,3/1/1997 ,1,"19","057","324 WEST AGENCY ROAD","Burlington","IA","52655","Supercenter"
798,8/30/1985 ,,,"17","023","1608 IL HWY #1","Marshall","IL","62441","Wal-Mart"
799,7/2/1985 ,3/1/1998 ,1,"20","175","250 EAST TUCKER ROAD","Liberal","KS","67901","Supercenter"
800,9/10/1985 ,3/1/1998 ,1,"12","069","2501 N CITRUS BLVD","Leesburg","FL","34748","Supercenter"
801,10/8/1985 ,3/1/2000 ,1,"29","147","1605 S MAIN ST","Maryville","MO","64468","Supercenter"
802,7/16/1985 ,,,"55","045","424 WEST 8TH STREET","Monroe","WI","53566","Wal-Mart"
803,8/30/1985 ,,,"22","117","218 CUMBERLAND","Bogalusa","LA","70427","Wal-Mart"
804,8/30/1985 ,8/24/2005 ,1,"48","363","601 NO. FM 1821","Mineral Wells","TX","76067","Supercenter"
805,9/2/1983 ,,,"29","189","653 GRAVOIS BLUFFS BLVD","Fenton","MO","63026","Wal-Mart"
806,8/30/1985 ,3/1/1998 ,1,"35","013","571 S. WALTON BLVD.","Las Cruces","NM","88001","Supercenter"
807,10/29/1985 ,3/1/1999 ,1,"48","439","6401 NE LOOP 820","North Richland Hills","TX","76180","Supercenter"
808,11/12/1985 ,3/1/1994 ,1,"48","039","121 HWY 332 WEST","Lake Jackson","TX","77566","Supercenter"
809,8/30/1985 ,3/1/1997 ,1,"01","015","92 PLAZA LANE","Oxford","AL","36203","Supercenter"
810,6/4/1985 ,7/17/2002 ,1,"19","033","4151 FOURTH STREET SW","Mason City","IA","50401","Supercenter"
811,7/16/1985 ,3/19/2003 ,1,"12","027","2725 SOUTHEAST HWY 70","Arcadia","FL","34266","Supercenter"
812,7/16/1985 ,3/17/2004 ,1,"48","341","2003 SOUTH DUMAS AVENUE","Dumas","TX","79029","Supercenter"
813,10/8/1985 ,3/1/1994 ,1,"48","049","401 W COMMERCE","Brownwood","TX","76801","Supercenter"
814,7/16/1985 ,3/1/1999 ,1,"12","093","2101 SOUTH PARROT AVE","Okeechobee","FL","34974","Supercenter"
815,8/30/1985 ,3/1/1996 ,1,"29","029","4252 HWY 54","Osage Beach","MO","65065","Supercenter"
816,10/8/1985 ,3/1/1994 ,1,"28","085","960 BROOKWAY BLVD","Brookhaven","MS","39601","Supercenter"
817,10/8/1985 ,3/1/1996 ,1,"12","097","4444 WEST VINE","Kissimmee","FL","34746","Supercenter"
818,12/31/1985 ,3/1/1996 ,1,"12","005","10270 FRONT BEACH RD","Panama City Beach","FL","32407","Supercenter"
819,7/30/1985 ,3/1/1995 ,1,"12","071","1619 DEL PRADO BLVD","Cape Coral","FL","33990","Supercenter"
820,8/30/1985 ,,,"29","053","1920 MAIN STREET","Boonville","MO","65233","Wal-Mart"
821,10/16/1985 ,3/1/1998 ,1,"35","009","3728 N PRINCE STREET","Clovis","NM","88101","Supercenter"
822,1/21/1986 ,3/1/1994 ,1,"48","375","3700 I-40 EAST","Amarillo","TX","79103","Supercenter"
823,11/12/1985 ,3/1/1994 ,1,"40","071","1101 EAST PROSPECT","Ponca City","OK","74601","Supercenter"
824,7/2/1985 ,,,"35","001","8000 ACADEMY ROAD NE","Albuquerque","NM","87111","Wal-Mart"
825,8/19/1986 ,7/20/2005 ,1,"21","137","1283 US HIGHWAY 27 NORTH","Stanford","KY","40484","Supercenter"
826,7/2/1985 ,3/13/2002 ,1,"35","045","4600 EAST MAIN","Farmington","NM","87402","Supercenter"
827,8/30/1985 ,3/1/1996 ,1,"48","467","603 HWY 243 EAST","Canton","TX","75103","Supercenter"
828,10/22/1985 ,10/26/2005 ,1,"18","063","2373 E MAIN STREET","Indianapolis","IN","46168","Supercenter"
829,7/2/1985 ,,,"35","049","3251 CERILLOS RD","Santa Fe","NM","87505","Wal-Mart"
830,1/21/1986 ,,,"17","195","1901 FIRST AVENUE","Rock Falls","IL","61071","Wal-Mart"
831,7/2/1985 ,4/23/2003 ,1,"35","001","301 SAN MATEO BLVD SE","Albuquerque","NM","87108","Supercenter"
833,10/8/1985 ,10/30/2002 ,1,"17","193","1344 ILLINOIS HWY #1","Carmi","IL","62821","Supercenter"
834,11/12/1985 ,10/27/2004 ,1,"29","081","810 SO. 37TH ST.","Bethany","MO","64424","Supercenter"
835,7/2/1985 ,9/3/2002 ,1,"35","001","400 EUBANK BLVD NE","Albuquerque","NM","87123","Supercenter"
836,7/30/1985 ,3/1/2004 ,1,"13","039","6586 HWY 40 EAST","St. Marys","GA","31558","Supercenter"
837,10/1/1985 ,,,"29","149","333 EAST WALNUT","Thayer","MO","65791","Wal-Mart"
838,1/21/1986 ,8/20/2003 ,1,"40","143","220 SO. STATE HWY 97","Sand Springs","OK","74063","Supercenter"
839,11/12/1985 ,1/28/2004 ,1,"22","033","9350 CORTANA PLACE","Baton Rouge","LA","70815","Supercenter"
841,10/1/1985 ,,,"19","031","1126 HIGHWAY 38 NORTH","Tipton","IA","52772","Wal-Mart"
842,10/1/1985 ,3/1/1998 ,1,"08","101","4200 DILLION DRIVE","Pueblo","CO","81008","Supercenter"
843,9/10/1985 ,,,"13","205","131 N US 19 AND SYLVESTER RD","Camilla","GA","31730","Wal-Mart"
844,9/2/1986 ,3/1/1998 ,1,"17","063","333 EAST ROUTE 6","Morris","IL","60450","Supercenter"
845,10/1/1985 ,,,"29","059","1250 WEST DALLAS","Buffalo","MO","65622","Wal-Mart"
846,10/15/1985 ,,,"48","149","2125 WEST TRAVIS","Lagrange","TX","78945","Wal-Mart"
847,9/17/1985 ,,,"55","049","1209 JOSEPH ST","Dodgeville","WI","53533","Wal-Mart"
848,11/12/1985 ,3/1/1998 ,1,"28","033","6811 SOUTHCREST PKWY","Southaven","MS","38671","Supercenter"
849,2/4/1986 ,3/1/1999 ,1,"48","201","155 L0UETTA CROSSING","Spring","TX","77373","Supercenter"
850,7/2/1985 ,5/19/2004 ,1,"35","001","2701 CARLISLE BLVD NE","Albuquerque","NM","87110","Supercenter"
851,3/4/1986 ,3/1/1998 ,1,"35","027","1800 W HWY 70","Ruidoso","NM","88346","Supercenter"
852,12/31/1985 ,,,"17","099","2901 N COLUMBUS","Ottawa","IL","61350","Wal-Mart"
853,8/20/1985 ,3/1/1997 ,1,"01","097","685 SCHILLINGER RD","Mobile","AL","36695","Supercenter"
854,1/21/1986 ,10/30/2002 ,1,"18","023","2460 EAST WABASH","Frankfort","IN","46041","Supercenter"
855,1/21/1986 ,6/15/2005 ,1,"13","121","4375 JONESBORO ROAD","Union City","GA","30291","Supercenter"
856,10/1/1985 ,8/20/2003 ,1,"13","143","404 HWY 27 NO. BYPASS","Bremen","GA","30110","Supercenter"
857,10/1/1985 ,5/22/2002 ,1,"12","117","3653 ORLANDO DR","Sanford","FL","32773","Supercenter"
858,11/12/1985 ,3/23/2005 ,1,"13","131","361 8TH AVENUE NE","Cairo","GA","39828","Supercenter"
859,11/12/1985 ,3/1/1999 ,1,"12","105","2000 STATE ROAD 60 EAST","Lake Wales","FL","33898","Supercenter"
860,12/31/1985 ,10/29/2003 ,1,"12","127","1699 NO. WOODLAND BLVD","Deland","FL","32720","Supercenter"
861,11/12/1985 ,3/1/1996 ,1,"48","303","4215 SOUTH LOOP 289","Lubbock","TX","79423","Supercenter"
862,12/31/1985 ,3/1/2000 ,1,"13","179","751 W OGLETHORPE HWY","Hinesville","GA","31313","Supercenter"
863,10/15/1985 ,3/17/2004 ,1,"01","111","4180 US HWY 431","Roanoke","AL","36274","Supercenter"
864,10/29/1985 ,3/1/2000 ,1,"13","279","3109 EAST 1ST STREET","Vidalia","GA","30474","Supercenter"
865,1/21/1986 ,3/1/1996 ,1,"48","091","1209 IH-35 SOUTH","New Braunfalls","TX","78130","Supercenter"
866,6/30/1988 ,3/1/1998 ,1,"01","097","5245 SER RD SOUTH","Mobile","AL","36619","Supercenter"
867,3/5/1986 ,10/30/2002 ,1,"31","157","3322 AVENUE ""I""","Scottsbluff","NE","69361","Supercenter"
868,3/5/1986 ,3/1/1999 ,1,"35","015","2401 S. CANAL ST","Carlsbad","NM","88220","Supercenter"
869,1/21/1986 ,4/18/2001 ,1,"08","003","3333 CLARK STREET","Alamosa","CO","81101","Supercenter"
870,10/22/1985 ,3/1/1999 ,1,"18","037","4040 NEWTON STREET","Jasper","IN","47546","Supercenter"
871,10/1/1985 ,,,"29","091","101 W HIGHWAY 60","Mountain View","MO","65548","Wal-Mart"
872,4/1/1986 ,9/14/2005 ,1,"48","039","1919 NORTH MAIN","Pearland","TX","77581","Supercenter"
873,3/4/1986 ,,,"35","055","926 PASEO DEL PUEBLO SUR","Taos","NM","87571","Wal-Mart"
874,11/12/1985 ,3/1/1995 ,1,"28","001","314 SGT. S. PRENTISS DR.","Natchez","MS","39120","Supercenter"
875,4/29/1986 ,10/20/2004 ,1,"28","089","815 S. WHEATLEY ROAD","Ridgeland","MS","39157","Supercenter"
876,4/29/1986 ,,,"22","085","155 SAN ANTONIO AVE","Many","LA","71449","Wal-Mart"
877,3/4/1986 ,3/1/2000 ,1,"37","179","2406 W ROOSEVELT BLV","Monroe","NC","28110","Supercenter"
878,10/29/1985 ,3/1/1997 ,1,"13","117","1500 MARKETPLACE BLVD.","Cummings","GA","30041","Supercenter"
879,12/31/1985 ,3/1/2000 ,1,"47","111","419 HWY 52 BYPASS W","Lafayette","TN","37083","Supercenter"
880,11/11/1986 ,10/29/2003 ,1,"48","113","4100 WEST AIRPORT FREEWAY","Irving","TX","75061","Supercenter"
881,11/12/1985 ,3/1/1997 ,1,"45","063","5556 SUNSET BLVD","Lexington","SC","29072","Supercenter"
882,2/4/1986 ,3/20/2002 ,1,"55","023","38020 U.S. HIGHWAY 18","Prairie du Chien","WI","53821","Supercenter"
883,2/4/1986 ,10/26/2005 ,1,"48","489","14091 FM 490","Raymondville","TX","78580","Supercenter"
884,3/18/1986 ,10/29/2003 ,1,"18","145","2500 PROGRESS PARKWAY","Shelbyville","IN","46176","Supercenter"
885,4/1/1986 ,4/13/2005 ,1,"31","159","1326 280TH ROAD","Seward","NE","68434","Supercenter"
886,3/11/1986 ,3/1/1998 ,1,"19","187","3036 1ST AVE. SOUTH","Ft. Dodge","IA","50501","Supercenter"
887,2/3/1987 ,5/15/2002 ,1,"28","035","805 HIGHWAY 42","Petal","MS","39465","Supercenter"
888,6/17/1986 ,,,"29","013","1005 W FT SCOTT","Butler","MO","64730","Wal-Mart"
889,3/11/1986 ,3/1/1996 ,1,"13","275","15328 US 19 SOUTH","Thomasville","GA","31757","Supercenter"
890,5/20/1986 ,3/1/1999 ,1,"12","095","11250 E. COLONIAL DR","Orlando","FL","32817","Supercenter"
891,2/3/1987 ,3/1/1998 ,1,"17","195","4115 E LINCOLN WAY","Sterling","IL","61081","Supercenter"
892,3/11/1986 ,3/1/1999 ,1,"19","153","1002 SE NATIONAL DR","Ankeny","IA","50021","Supercenter"
893,6/3/1986 ,,,"40","049","401 LINWOOD PLAZA","Lindsay","OK","73052","Wal-Mart"
894,8/5/1986 ,,,"40","143","7777 EAST 42ND PLACE SOUTH","Tulsa","OK","74145","Wal-Mart"
895,7/1/1986 ,,,"29","055","100 OZARK DR","Cuba","MO","65453","Wal-Mart"
896,9/2/1986 ,6/20/2001 ,1,"48","439","2225 W INTERSTATE 20","Grand Prairie","TX","75052","Supercenter"
897,3/5/1986 ,,,"48","371","1700 WEST DICKINSON","Ft. Stockton","TX","79735","Wal-Mart"
898,5/20/1986 ,,,"48","389","1903 SOUTH CEDAR","Pecos","TX","79772","Wal-Mart"
899,6/3/1986 ,8/25/2004 ,1,"13","185","340 NORMAN DRIVE","Valdosta","GA","31601","Supercenter"
900,6/3/1986 ,,,"48","075","2211 AVENUE F NORTHWEST","Childress","TX","79201","Wal-Mart"
901,3/18/1986 ,3/1/1995 ,1,"48","187","550 SOUTH 123 BYPASS","Sequin","TX","78155","Supercenter"
902,3/4/1986 ,5/16/2001 ,1,"18","133","1750 E INDIANAPOLIS","Greencastle","IN","46135","Supercenter"
903,4/29/1986 ,3/1/1998 ,1,"28","049","2711 GREENWAY DRIVE","Jackson","MS","39204","Supercenter"
904,1/21/1986 ,3/1/1994 ,1,"01","003","2200 SOUTH MCKENZIE ST","Foley","AL","36535","Supercenter"
905,6/10/1986 ,,,"08","013","800 SOUTH HOVER ROAD","Longmont","CO","80501","Wal-Mart"
906,7/15/1986 ,3/1/1999 ,1,"35","031","1650 WEST MALONEY AVE.","Gallup","NM","87301","Supercenter"
907,4/29/1986 ,,,"13","207","120 NORTH LEE STREET","Forsyth","GA","31029","Wal-Mart"
908,7/15/1986 ,3/1/1999 ,1,"12","095","8101 SOUTH JOHN YOUNG PARKWAY","Orlando","FL","32819","Supercenter"
909,6/10/1986 ,6/15/2005 ,1,"22","087","8101 W. JUDGE PEREZ DR.","Chalmette","LA","70043","Supercenter"
910,3/4/1986 ,5/19/2004 ,1,"55","127","201 SOUTH EDWARDS BOULEVARD","Lake Geneva","WI","53147","Supercenter"
911,6/10/1986 ,4/16/2003 ,1,"22","051","4810 LAPALCO BLVD","Harvey","LA","70072","Supercenter"
912,6/10/1986 ,,,"22","071","6901 BUNDY RD","New Orleans","LA","70127","Wal-Mart"
913,3/18/1986 ,1/28/2004 ,1,"19","191","1798 OLD STAGE ROAD","Decorah","IA","52101","Supercenter"
914,7/8/1986 ,,,"29","009","1011 OLD EXETER ROAD","Cassville","MO","65625","Wal-Mart"
915,8/5/1986 ,3/1/1999 ,1,"48","157","11210 W AIRPORT BLVD","Stafford","TX","77477","Supercenter"
916,8/12/1986 ,3/1/1994 ,1,"28","073","6072 U.S. HIGHWAY 98","Hattiesburg","MS","39402","Supercenter"
917,7/8/1986 ,,,"48","307","2309 SOUTH BRIDGE","Brady","TX","76825","Wal-Mart"
918,4/1/1986 ,3/1/1994 ,1,"48","203","1701 EAST END BLVD N","Marshall","TX","75670","Supercenter"
919,6/17/1986 ,3/1/1998 ,1,"12","091","748 BEAL PKWY N.W.","Ft. Walton Beach","FL","32547","Supercenter"
921,3/5/1986 ,3/1/1997 ,1,"08","015","7865 WEST HWY 50","Salida","CO","81201","Supercenter"
922,6/17/1986 ,3/1/1994 ,1,"18","061","2363 HWY 135 NW","Corydon","IN","47112","Supercenter"
923,4/29/1986 ,3/1/1998 ,1,"18","057","16865 CLOVER ROAD","Noblesville","IN","46060","Supercenter"
924,3/11/1986 ,3/1/1995 ,1,"08","075","1510 WEST MAIN","Sterling","CO","80751","Supercenter"
925,3/11/1986 ,,,"12","057","11720 DR MARTIN L KING JR BLVD","Seffner","FL","33584","Wal-Mart"
926,9/16/1986 ,,,"48","047","RT 2/BOX 200/US HWY 281 SOUTH","Falfurrias","TX","78355","Wal-Mart"
927,8/5/1986 ,7/21/2004 ,1,"48","189","1501 NORTH I-27","Plainview","TX","79072","Supercenter"
929,8/19/1986 ,10/16/2002 ,1,"12","111","10855 SO. US HWY #1","Port St. Lucie","FL","34952","Supercenter"
930,7/1/1986 ,3/1/1999 ,1,"01","101","3801 EASTERN BLVD","Montgomery","AL","36116","Supercenter"
931,9/2/1986 ,3/1/1997 ,1,"12","061","5555 20TH STREET","Vero Beach","FL","32966","Supercenter"
932,7/15/1986 ,1/22/2003 ,1,"13","255","1569 NORTH EXPRESSWAY","Griffin","GA","30223","Supercenter"
933,9/30/1986 ,,,"17","141","1240 NORTH 7TH STREET","Rochelle","IL","61068","Wal-Mart"
934,7/15/1986 ,3/1/1995 ,1,"01","003","27520 HWY 98","Daphne","AL","36526","Supercenter"
935,9/30/1986 ,3/1/1999 ,1,"22","063","904 SOUTH RANGE AVENUE","Denham Springs","LA","70726","Supercenter"
936,11/18/1986 ,3/1/2002 ,1,"17","049","1204 AVENUE OF MID-AMERICA","Effingham","IL","62401","Supercenter"
937,9/2/1986 ,5/25/2005 ,1,"13","067","2795 CHASTAIN MEADOWS PKWY NW","Kennesaw","GA","30066","Supercenter"
938,7/1/1986 ,3/1/2002 ,1,"01","101","6495 ATLANTA HWY","Montgomery","AL","36117","Supercenter"
939,9/2/1986 ,3/1/1998 ,1,"48","309","4320 FRANKLIN AVE","Waco","TX","76710","Supercenter"
940,7/15/1986 ,,,"48","439","1401 SOUTH CHERRY LANE","White Settlement","TX","76108","Wal-Mart"
941,9/30/1986 ,,,"12","057","949 EAST BLOOMINGDALE AVE.","Brandon","FL","33511","Wal-Mart"
942,7/15/1986 ,8/14/2002 ,1,"12","095","10500 WEST COLONIAL DRIVE","Ocoee","FL","34761","Supercenter"
943,9/30/1986 ,5/11/2005 ,1,"12","117","1241 STATE ROAD 436, UNIT 101","Casselberry","FL","32707","Supercenter"
944,6/17/1986 ,3/1/1994 ,1,"12","091","3351 S FERDON BLVD","Crestview","FL","32539","Supercenter"
945,7/1/1986 ,3/1/1995 ,1,"48","303","702 WEST LOOP 289","Lubbock","TX","79416","Supercenter"
946,2/3/1987 ,,,"29","223","#15 HALS PLAZA DR","Piedmont","MO","63957","Wal-Mart"
947,8/19/1986 ,3/1/1995 ,1,"48","181","401 EAST HWY 82","Sherman","TX","75090","Supercenter"
948,5/12/1987 ,4/6/2005 ,1,"37","035","2525 HWY 70 SE","Hickory","NC","28602","Supercenter"
949,9/2/1986 ,3/17/2004 ,1,"48","113","3155 W. WHEATLAND  ROAD","Duncanville","TX","75237","Supercenter"
950,9/2/1986 ,3/1/1998 ,1,"47","157","8400 HIGHWAY 64","Memphis","TN","38133","Supercenter"
951,9/2/1986 ,,,"48","473","625 HWY 290 EAST","Hempstead","TX","77445","Wal-Mart"
952,9/9/1986 ,3/1/1997 ,1,"13","071","641 EAST BYPASS S.E.","Moultrie","GA","31768","Supercenter"
953,8/12/1986 ,4/17/2002 ,1,"08","069","1325 NORTH DENVER AVE","Loveland","CO","80537","Supercenter"
954,9/30/1986 ,,,"28","029","110 MARKET PLACE","Hazlehurst","MS","39083","Wal-Mart"
955,9/2/1986 ,3/1/1998 ,1,"12","095","1700 S ORG BLSMTRAIL","Apopka","FL","32703","Supercenter"
956,8/19/1986 ,,,"12","009","1001 EAST EAU GALLIE BLVD","Melbourne","FL","32937","Wal-Mart"
957,9/16/1986 ,,,"17","073","125 EAST BESTER DRIVE","Geneseo","IL","61254","Wal-Mart"
958,11/11/1986 ,,,"55","043","1535 BUSINESS 151","Platteville","WI","53818","Wal-Mart"
959,9/9/1986 ,10/16/2002 ,1,"12","119","2163 WEST C-48","Bushnell","FL","33513","Supercenter"
960,9/9/1986 ,10/16/2002 ,1,"12","083","11012 NO. WILLIAMS ST.","Dunnellon","FL","34432","Supercenter"
961,2/3/1987 ,10/20/2004 ,1,"22","095","1616 W AIRLINE HWY","La Place","LA","70068","Supercenter"
962,9/16/1986 ,3/1/1998 ,1,"08","071","2921 TOUPAL DRIVE","Trinidad","CO","81082","Supercenter"
963,1/13/1987 ,3/1/1994 ,1,"48","367","1836 S. MAIN STREET","Weatherford","TX","76086","Supercenter"
964,2/3/1987 ,3/1/2004 ,1,"48","141","9441 ALAMEDA AVE","El Paso","TX","79907","Supercenter"
965,9/16/1986 ,3/1/2002 ,1,"55","081","222 WEST MCCOY BLVD","Tomah","WI","54660","Supercenter"
966,9/9/1986 ,3/1/2000 ,1,"08","083","1835 EAST MAIN ST","Cortez","CO","81321","Supercenter"
967,9/16/1986 ,4/16/2003 ,1,"12","053","1485 COMMERCIAL WAY","Springhill","FL","34606","Supercenter"
968,8/5/1986 ,,,"12","105","355 CYPRESS GARDEN BLVD","Winter Haven","FL","33880","Wal-Mart"
969,11/18/1986 ,3/1/1996 ,1,"28","047","9350-A HIGHWAY 49","Gulfport","MS","39503","Supercenter"
970,11/18/1986 ,3/1/1996 ,1,"28","109","235 FRONTAGE RD","Picayune","MS","39466","Supercenter"
971,10/28/1986 ,3/1/2000 ,1,"55","123","1133 NORTH MAIN ST","Viroqua","WI","54665","Supercenter"
972,2/3/1987 ,3/1/2000 ,1,"48","439","6360 LAKE WORTH BLVD","Lake Worth","TX","76135","Supercenter"
973,8/18/1987 ,3/1/1998 ,1,"12","111","5100 OKEECHOBEE ROAD","Fort Pierce","FL","34947","Supercenter"
974,11/11/1986 ,3/1/1998 ,1,"12","009","845 PALM BAY ROAD","Melbourne","FL","32904","Supercenter"
975,11/11/1986 ,9/18/2002 ,1,"40","013","3712 WEST MAIN","Durant","OK","74701","Supercenter"
976,11/18/1986 ,3/1/1996 ,1,"22","041","3360 FRONT STREET","Winnsboro","LA","71295","Supercenter"
977,11/11/1986 ,,,"12","089","1757 SOUTH 14TH STREET","Fernandina Beach","FL","32034","Wal-Mart"
978,1/13/1987 ,,,"20","035","2715 NORTH SUMMIT","Arkansas City","KS","67005","Wal-Mart"
979,11/18/1986 ,9/17/2003 ,1,"55","081","1600 WEST WISCONSIN ST.","Sparta","WI","54656","Supercenter"
980,11/18/1986 ,3/1/1994 ,1,"08","123","3103 23RD AVENUE","Greeley","CO","80631","Supercenter"
981,11/18/1986 ,3/1/2002 ,1,"28","075","1733 2ND STREET SOUTH","Meridian","MS","39301","Supercenter"
982,11/18/1986 ,3/14/2001 ,1,"27","147","1130 W FRONTAGE RD","Owatonna","MN","55060","Supercenter"
983,2/3/1987 ,,,"27","043","1210 GIANT DRIVE","Blue Earth","MN","56013","Wal-Mart"
984,11/18/1986 ,3/1/2000 ,1,"08","035","4400 FRONT STREET","Castle Rock","CO","80104","Supercenter"
985,11/11/1986 ,,,"19","101","1800 W. BURLINGTON AVE.","Fairfield","IA","52556","Wal-Mart"
986,2/3/1987 ,,,"08","117","840 SUMMIT BLVD.","Frisco","CO","80443","Wal-Mart"
987,3/31/1987 ,3/1/1995 ,1,"12","071","14821 SIX MILE CYPRESS PKWY","Ft. Myers","FL","33912","Supercenter"
988,1/13/1987 ,,,"12","101","21703 VILLAGE LAKES SHP/CTR","Land 'O' Lakes","FL","34639","Wal-Mart"
989,11/11/1986 ,,,"22","051","8843 VETERANS MEMORIAL BLVD","Metairie","LA","70003","Wal-Mart"
990,9/16/1986 ,3/1/2000 ,1,"12","113","4965 HIGHWAY 90","Milton","FL","32571","Supercenter"
991,11/11/1986 ,5/15/2002 ,1,"01","097","101 SOUTH BELTLINE HIGHWAY","Mobile","AL","36606","Supercenter"
992,2/3/1987 ,3/1/1994 ,1,"40","143","2019 EAST 81ST ST SOUTH","Tulsa (SW)","OK","74137","Supercenter"
993,11/18/1986 ,3/17/2004 ,1,"20","113","205 SO. CENTENNIAL DRIVE","McPherson","KS","67460","Supercenter"
994,2/3/1987 ,3/1/2002 ,1,"12","101","8745 STATE ROAD 54","New Port Richey","FL","34655","Supercenter"
995,2/3/1987 ,3/1/1996 ,1,"18","081","2125 NORTH MORTON ST.","Franklin","IN","46131","Supercenter"
996,2/3/1987 ,,,"18","119","823 WEST STATE HIGHWAY 46","Spencer","IN","47460","Wal-Mart"
1000,2/3/1987 ,,,"48","061","2721 BOCA CHICA BLVD","Brownsville","TX","78521","Wal-Mart"
