"Col1","person","dept","eow","cause","cause_short","date","year","canine","dept_name","state","description","latitude","longitude","state_name"
"115","Sheriff Matthew Victor Schofield","Haakon County Sheriff's Department, SD","EOW: Thursday, March 21, 1985","Cause of Death: Automobile accident","Automobile accident","1985-03-21","1985","False","Haakon County Sheriff's Department","SD","Pierre","44.367031","-100.346405","South Dakota"
"116","Chief of Police Bill Earl Jones","Lorenzo Police Department, TX","EOW: Saturday, March 23, 1985","Cause of Death: Gunfire","Gunfire","1985-03-23","1985","False","Lorenzo Police Department","TX","Austin","30.27467","-97.740349","Texas"
"117","Trooper Lindell J. Gibbons","Florida Highway Patrol, FL","EOW: Saturday, March 23, 1985","Cause of Death: Vehicle pursuit","Vehicle pursuit","1985-03-23","1985","False","Florida Highway Patrol","FL","Tallahassee","30.438118","-84.281296","Florida"
"118","Patrolman Thomas Edward Strunk","Billerica Police Department, MA","EOW: Wednesday, March 27, 1985","Cause of Death: Vehicular assault","Vehicular assault","1985-03-27","1985","False","Billerica Police Department","MA","Boston","42.358162","-71.063698","Massachusetts"
"119","Patrolman Ronald Jeffery Turek","Blair Township Police Department, PA","EOW: Wednesday, March 27, 1985","Cause of Death: Gunfire","Gunfire","1985-03-27","1985","False","Blair Township Police Department","PA","Harrisburg","40.264378","-76.883598","Pennsylvania"
"120","Investigator Michael O. Lewis","San Bernardino County District Attorney's Office, CA","EOW: Saturday, March 30, 1985","Cause of Death: Automobile accident","Automobile accident","1985-03-30","1985","False","San Bernardino County District Attorney's Office","CA","Sacramento","38.576668","-121.493629","California"
"121","Agent Thomas E. Riggs","San Diego Police Department, CA","EOW: Sunday, March 31, 1985","Cause of Death: Gunfire","Gunfire","1985-03-31","1985","False","San Diego Police Department","CA","Sacramento","38.576668","-121.493629","California"
"122","Officer Robert E. Fitzpatrick","Miami Beach Police Department, FL","EOW: Wednesday, April 3, 1985","Cause of Death: Duty related illness","Duty related illness","1985-04-03","1985","False","Miami Beach Police Department","FL","Tallahassee","30.438118","-84.281296","Florida"
"123","Deputy Sheriff James Arthur Bevis","Jackson County Sheriff's Department, FL","EOW: Thursday, April 4, 1985","Cause of Death: Gunfire","Gunfire","1985-04-04","1985","False","Jackson County Sheriff's Department","FL","Tallahassee","30.438118","-84.281296","Florida"
"124","Patrol Officer Leland Pye","Hoffman Estates Police Department, IL","EOW: Saturday, April 6, 1985","Cause of Death: Heart attack","Heart attack","1985-04-06","1985","False","Hoffman Estates Police Department","IL","Springfield","39.798363","-89.654961","Illinois"
"125","Deputy Sheriff Clifford E. Sanchez","San Bernardino County Sheriff's Department, CA","EOW: Saturday, April 6, 1985","Cause of Death: Gunfire","Gunfire","1985-04-06","1985","False","San Bernardino County Sheriff's Department","CA","Sacramento","38.576668","-121.493629","California"
"126","Officer David W. Copleman","California Highway Patrol, CA","EOW: Saturday, April 6, 1985","Cause of Death: Vehicle pursuit","Vehicle pursuit","1985-04-06","1985","False","California Highway Patrol","CA","Sacramento","38.576668","-121.493629","California"
"127","Trooper Giles Arthur Harmon","North Carolina Highway Patrol, NC","EOW: Tuesday, April 9, 1985","Cause of Death: Gunfire","Gunfire","1985-04-09","1985","False","North Carolina Highway Patrol","NC","Raleigh","35.78043","-78.639099","North Carolina"
"128","Sheriff George Edward Goare","Webster County Sheriff's Office, GA","EOW: Thursday, April 11, 1985","Cause of Death: Gunfire","Gunfire","1985-04-11","1985","False","Webster County Sheriff's Office","GA","Atlanta<br>","33.749027","-84.388229","Georgia"
"129","Patrol Officer Steven Harold Downing","Gallatin Police Department, TN","EOW: Friday, April 12, 1985","Cause of Death: Heart attack","Heart attack","1985-04-12","1985","False","Gallatin Police Department","TN","Nashville","36.16581","-86.784241","Tennessee"
"130","Trooper Leo Whitt","Virginia State Police, VA","EOW: Friday, April 12, 1985","Cause of Death: Gunfire","Gunfire","1985-04-12","1985","False","Virginia State Police","VA","Richmond","37.538857","-77.43364","Virginia"
"131","Trooper Jimmie Elliott Linegar","Missouri State Highway Patrol, MO","EOW: Monday, April 15, 1985","Cause of Death: Gunfire","Gunfire","1985-04-15","1985","False","Missouri State Highway Patrol","MO","Jefferson City","38.579201","-92.172935","Missouri"
"132","Corporal Julius Norman Schulte","Mobile Police Department, AL","EOW: Thursday, April 18, 1985","Cause of Death: Gunfire","Gunfire","1985-04-18","1985","False","Mobile Police Department","AL","Montgomery","32.377716","-86.300568","Alabama"
"133","Trooper William Paul Kohlleppel, III","Texas Department of Public Safety - Texas Highway Patrol, TX","EOW: Friday, April 19, 1985","Cause of Death: Struck by vehicle","Struck by vehicle","1985-04-19","1985","False","Texas Department of Public Safety - Texas Highway Patrol","TX","Austin","30.27467","-97.740349","Texas"
"134","Patrolman John Raymond Tucker","Fort Gay Police Department, WV","EOW: Saturday, April 20, 1985","Cause of Death: Gunfire","Gunfire","1985-04-20","1985","False","Fort Gay Police Department","WV","Charleston","38.336246","-81.612328","West Virginia"
"135","Police Officer Dale E. Eggers","Seattle Police Department, WA","EOW: Tuesday, April 23, 1985","Cause of Death: Gunfire","Gunfire","1985-04-23","1985","False","Seattle Police Department","WA","Olympia","47.035805","-122.905014","Washington"
"136","Officer Philip Bruce Mathis","Atlanta Police Department, GA","EOW: Friday, April 26, 1985","Cause of Death: Gunfire","Gunfire","1985-04-26","1985","False","Atlanta Police Department","GA","Atlanta<br>","33.749027","-84.388229","Georgia"
"137","Chief Deputy Sheriff Wayne Lewis Wahl","Crockett County Sheriff's Office, TX","EOW: Sunday, April 28, 1985","Cause of Death: Drowned","Drowned","1985-04-28","1985","False","Crockett County Sheriff's Office","TX","Austin","30.27467","-97.740349","Texas"
"138","Captain James Alexander Bradley","Oilton Police Department, OK","EOW: Monday, April 29, 1985","Cause of Death: Struck by vehicle","Struck by vehicle","1985-04-29","1985","False","Oilton Police Department","OK","Oklahoma City","35.492207","-97.503342","Oklahoma"
"139","Trooper Oren Stuart Hindman","South Dakota Highway Patrol, SD","EOW: Thursday, May 2, 1985","Cause of Death: Stabbed","Stabbed","1985-05-02","1985","False","South Dakota Highway Patrol","SD","Pierre","44.367031","-100.346405","South Dakota"
"140","Agent William Ross Stewart","Oklahoma Bureau of Narcotics and Dangerous Drugs Control, OK","EOW: Wednesday, May 8, 1985","Cause of Death: Gunfire","Gunfire","1985-05-08","1985","False","Oklahoma Bureau of Narcotics and Dangerous Drugs Control","OK","Oklahoma City","35.492207","-97.503342","Oklahoma"
"141","Police Officer Dean A. Whitehead","Lansing Police Department, MI","EOW: Thursday, May 9, 1985","Cause of Death: Aircraft accident","Aircraft accident","1985-05-09","1985","False","Lansing Police Department","MI","Lansing","42.733635","-84.555328","Michigan"
"142","Patrolman Ignatius John Charlie","Alakanuk Police Department, AK","EOW: Friday, May 10, 1985","Cause of Death: Gunfire","Gunfire","1985-05-10","1985","False","Alakanuk Police Department","AK","Juneau","58.301598","-134.420212","Alaska"
"143","Corporal Darrell Dean McCloud","Maricopa County Sheriff's Office, AZ","EOW: Monday, May 13, 1985","Cause of Death: Automobile accident","Automobile accident","1985-05-13","1985","False","Maricopa County Sheriff's Office","AZ","Phoenix","33.448143","-112.096962","Arizona"
"144","Trooper Raymond Earl Worley","North Carolina Highway Patrol, NC","EOW: Tuesday, May 14, 1985","Cause of Death: Gunfire","Gunfire","1985-05-14","1985","False","North Carolina Highway Patrol","NC","Raleigh","35.78043","-78.639099","North Carolina"
"145","Captain Frank Clements","Amarillo College Police Department, TX","EOW: Thursday, May 16, 1985","Cause of Death: Heart attack","Heart attack","1985-05-16","1985","False","Amarillo College Police Department","TX","Austin","30.27467","-97.740349","Texas"
"146","Deputy Sheriff Walter Nathan Coleman","Camden County Sheriff's Office, GA","EOW: Sunday, May 19, 1985","Cause of Death: Struck by vehicle","Struck by vehicle","1985-05-19","1985","False","Camden County Sheriff's Office","GA","Atlanta<br>","33.749027","-84.388229","Georgia"
"147","Chief Deputy Constable David Elwood Nelson","Travis County Constable's Office - Precinct 3, TX","EOW: Monday, May 20, 1985","Cause of Death: Automobile accident","Automobile accident","1985-05-20","1985","False","Travis County Constable's Office - Precinct 3","TX","Austin","30.27467","-97.740349","Texas"
"148","Chief of Police John William Mann","Trafford Police Department, AL","EOW: Monday, May 20, 1985","Cause of Death: Gunfire","Gunfire","1985-05-20","1985","False","Trafford Police Department","AL","Montgomery","32.377716","-86.300568","Alabama"
"149","Police Officer James A. Rementer","Philadelphia Police Department, PA","EOW: Tuesday, May 21, 1985","Cause of Death: Heart attack","Heart attack","1985-05-21","1985","False","Philadelphia Police Department","PA","Harrisburg","40.264378","-76.883598","Pennsylvania"
"150","Deputy Sheriff Edmund V. Thomas, Jr.","Mecklenburg County Sheriff's Office, NC","EOW: Tuesday, May 21, 1985","Cause of Death: Heart attack","Heart attack","1985-05-21","1985","False","Mecklenburg County Sheriff's Office","NC","Raleigh","35.78043","-78.639099","North Carolina"
"151","Patrolman Donald William Parker, Jr.","Erie Police Department, PA","EOW: Thursday, May 23, 1985","Cause of Death: Motorcycle accident","Motorcycle accident","1985-05-23","1985","False","Erie Police Department","PA","Harrisburg","40.264378","-76.883598","Pennsylvania"
"152","Deputy Sheriff Charles William Biles","Morgan County Sheriff's Department, AL","EOW: Thursday, May 23, 1985","Cause of Death: Gunfire","Gunfire","1985-05-23","1985","False","Morgan County Sheriff's Department","AL","Montgomery","32.377716","-86.300568","Alabama"
"153","Trooper Glenda Darlene Thomas","Washington State Patrol, WA","EOW: Friday, May 24, 1985","Cause of Death: Struck by vehicle","Struck by vehicle","1985-05-24","1985","False","Washington State Patrol","WA","Olympia","47.035805","-122.905014","Washington"
"154","Trooper Larry D. Cawyer","Alabama Department of Public Safety, AL","EOW: Saturday, May 25, 1985","Cause of Death: Automobile accident","Automobile accident","1985-05-25","1985","False","Alabama Department of Public Safety","AL","Montgomery","32.377716","-86.300568","Alabama"
"155","Lieutenant Lowry Douglas Durington","Healdton Police Department, OK","EOW: Monday, May 27, 1985","Cause of Death: Vehicle pursuit","Vehicle pursuit","1985-05-27","1985","False","Healdton Police Department","OK","Oklahoma City","35.492207","-97.503342","Oklahoma"
"156","Police Officer Thomas Joseph Trench","Philadelphia Police Department, PA","EOW: Tuesday, May 28, 1985","Cause of Death: Gunfire","Gunfire","1985-05-28","1985","False","Philadelphia Police Department","PA","Harrisburg","40.264378","-76.883598","Pennsylvania"
"157","Parole Officer Michael Erdahl","Washington State Department of Corrections, WA","EOW: Wednesday, May 29, 1985","Cause of Death: Gunfire","Gunfire","1985-05-29","1985","False","Washington State Department of Corrections","WA","Olympia","47.035805","-122.905014","Washington"
"158","Corrections Officer Minnie R. Houston","Texas Department of Criminal Justice, TX","EOW: Monday, June 3, 1985","Cause of Death: Stabbed","Stabbed","1985-06-03","1985","False","Texas Department of Criminal Justice","TX","Austin","30.27467","-97.740349","Texas"
"159","Lake Ranger Darrell E. James","Duncan Police Department, OK","EOW: Monday, June 3, 1985","Cause of Death: Gunfire","Gunfire","1985-06-03","1985","False","Duncan Police Department","OK","Oklahoma City","35.492207","-97.503342","Oklahoma"
"160","Officer Johnnie C. Corbin","St. Louis Metropolitan Police Department, MO","EOW: Wednesday, June 5, 1985","Cause of Death: Vehicular assault","Vehicular assault","1985-06-05","1985","False","St. Louis Metropolitan Police Department","MO","Jefferson City","38.579201","-92.172935","Missouri"
"161","Chief of Police William Earl Leftwich","Colona Police Department, IL","EOW: Thursday, June 6, 1985","Cause of Death: Heart attack","Heart attack","1985-06-06","1985","False","Colona Police Department","IL","Springfield","39.798363","-89.654961","Illinois"
"162","Sergeant Howell Burchfield","California Department of Corrections and Rehabilitation, CA","EOW: Saturday, June 8, 1985","Cause of Death: Stabbed","Stabbed","1985-06-08","1985","False","California Department of Corrections and Rehabilitation","CA","Sacramento","38.576668","-121.493629","California"
"163","Deputy Sheriff James E. Simono","Elmore County Sheriff's Office, ID","EOW: Sunday, June 9, 1985","Cause of Death: Drowned","Drowned","1985-06-09","1985","False","Elmore County Sheriff's Office","ID","Boise","43.617775","-116.199722","Idaho"
"164","Trooper Charles Gerald Whitney","Iowa State Patrol, IA","EOW: Sunday, June 16, 1985","Cause of Death: Struck by vehicle","Struck by vehicle","1985-06-16","1985","False","Iowa State Patrol","IA","Des Moines","41.591087","-93.603729","Iowa"
"165","Police Officer Harold Louis Vitale","Saugus Police Department, MA","EOW: Tuesday, June 18, 1985","Cause of Death: Vehicular assault","Vehicular assault","1985-06-18","1985","False","Saugus Police Department","MA","Boston","42.358162","-71.063698","Massachusetts"
"166","Assistant Warden Virdeen Willis, Jr.","Illinois Department of Corrections, IL","EOW: Sunday, June 30, 1985","Cause of Death: Gunfire","Gunfire","1985-06-30","1985","False","Illinois Department of Corrections","IL","Springfield","39.798363","-89.654961","Illinois"
"167","Detention Guard Adrian Salazar Aguilar","Bexar County Sheriff's Office, TX","EOW: Sunday, June 30, 1985","Cause of Death: Gunfire","Gunfire","1985-06-30","1985","False","Bexar County Sheriff's Office","TX","Austin","30.27467","-97.740349","Texas"
