"","name","province","region","English","French","both","either","neither","total","engperc","frenperc"
"320","Anchor Point","pr10","Atlantic",325,0,0,325,0,325,100,0
"321","Flower's Cove","pr10","Atlantic",275,0,0,275,0,275,100,0
"322","Bird Cove","pr10","Atlantic",180,0,0,180,0,180,100,0
"323","Main Brook","pr10","Atlantic",265,0,0,265,0,265,100,0
"324","St. Anthony","pr10","Atlantic",2320,40,40,2320,0,2320,100,1.72413793103448
"325","Glenburnie-Birchy Head-Shoal Brook","pr10","Atlantic",260,5,5,260,0,260,100,1.92307692307692
"326","Division No.  9, Subd. D","pr10","Atlantic",815,5,5,815,0,815,100,0.613496932515337
"327","St. Lunaire-Griquet","pr10","Atlantic",660,5,5,660,0,660,100,0.757575757575758
"328","Cook's Harbour","pr10","Atlantic",75,0,0,75,0,75,100,0
"329","Raleigh","pr10","Atlantic",195,0,0,195,0,195,100,0
"330","Goose Cove East","pr10","Atlantic",210,5,5,210,0,210,100,2.38095238095238
"331","Division No.  9, Subd. H","pr10","Atlantic",85,0,0,85,0,85,100,0
"332","Bellburns","pr10","Atlantic",65,0,0,65,0,65,100,0
"333","Division No.  9, Subd. G","pr10","Atlantic",45,0,0,45,0,45,100,0
"334","River of Ponds","pr10","Atlantic",225,0,0,225,0,225,100,0
"335","Division No. 10, Subd. A SNO","pr10","Atlantic",50,0,0,50,0,50,100,0
"336","L'Anse au Loup","pr10","Atlantic",550,15,15,550,0,550,100,2.72727272727273
"337","Red Bay","pr10","Atlantic",190,5,5,190,0,190,100,2.63157894736842
"338","L'Anse-au-Clair","pr10","Atlantic",190,20,20,190,0,190,100,10.5263157894737
"339","Forteau","pr10","Atlantic",405,15,15,405,0,405,100,3.7037037037037
"340","West St. Modeste","pr10","Atlantic",120,0,0,120,0,120,100,0
"341","Pinware","pr10","Atlantic",105,0,0,105,0,105,100,0
"342","Division No. 10, Subd. B","pr10","Atlantic",350,5,5,350,0,350,100,1.42857142857143
"343","Port Hope Simpson","pr10","Atlantic",445,5,5,445,0,445,100,1.12359550561798
"344","St. Lewis","pr10","Atlantic",205,5,5,205,0,205,100,2.4390243902439
"345","Mary's Harbour","pr10","Atlantic",365,0,0,365,0,365,100,0
"346","Cartwright, Labrador","pr10","Atlantic",515,0,0,515,0,515,100,0
"347","Charlottetown (Labrador)","pr10","Atlantic",305,0,0,305,0,305,100,0
"348","Division No. 10, Subd. C","pr10","Atlantic",55,0,0,55,0,55,100,0
"349","North West River","pr10","Atlantic",555,10,10,555,0,555,100,1.8018018018018
"350","Happy Valley-Goose Bay","pr10","Atlantic",7455,430,425,7460,5,7465,99.8660415271266,5.7602143335566
"351","Division No. 10, Subd. D","pr10","Atlantic",630,60,60,630,0,630,100,9.52380952380952
"352","Labrador City","pr10","Atlantic",7315,845,805,7355,0,7355,99.4561522773623,11.4887831407206
"353","Wabush","pr10","Atlantic",1855,170,170,1855,0,1855,100,9.1644204851752
"354","Natuashish  2","pr10","Atlantic",865,10,10,865,70,935,92.5133689839572,1.06951871657754
"355","Sheshatshiu 3","pr10","Atlantic",1225,40,35,1230,75,1305,93.8697318007663,3.06513409961686
"356","Rigolet","pr10","Atlantic",305,5,5,305,0,305,100,1.63934426229508
"357","Postville","pr10","Atlantic",205,0,0,205,0,205,100,0
"358","Makkovik","pr10","Atlantic",360,5,5,360,0,360,100,1.38888888888889
"359","Hopedale","pr10","Atlantic",550,0,0,550,0,550,100,0
"360","Nain","pr10","Atlantic",1175,5,5,1175,15,1190,98.7394957983193,0.420168067226891
"361","Lot 64","pr11","Atlantic",905,40,40,905,0,905,100,4.41988950276243
"362","Murray Harbour","pr11","Atlantic",320,20,20,320,0,320,100,6.25
"363","Murray River","pr11","Atlantic",335,15,15,335,0,335,100,4.47761194029851
"364","Lot 63","pr11","Atlantic",915,55,55,915,0,915,100,6.01092896174863
"365","Lot 61","pr11","Atlantic",795,50,50,795,0,795,100,6.28930817610063
"366","Lot 59","pr11","Atlantic",1205,80,80,1205,0,1205,100,6.63900414937759
"367","Lot 66","pr11","Atlantic",190,10,10,190,0,190,100,5.26315789473684
"368","Lot 51","pr11","Atlantic",770,65,65,770,0,770,100,8.44155844155844
"369","Lot 52","pr11","Atlantic",800,55,55,800,0,800,100,6.875
"370","Montague","pr11","Atlantic",1825,120,120,1825,0,1825,100,6.57534246575342
"371","Lot 53","pr11","Atlantic",460,35,35,460,5,465,98.9247311827957,7.52688172043011
"372","Cardigan","pr11","Atlantic",330,15,15,330,0,330,100,4.54545454545455
"373","Kings, Royalty","pr11","Atlantic",290,10,10,290,0,290,100,3.44827586206897
"374","Georgetown","pr11","Atlantic",590,15,15,590,80,670,88.0597014925373,2.23880597014925
"375","Lot 54","pr11","Atlantic",420,30,30,420,0,420,100,7.14285714285714
"376","Lot 55","pr11","Atlantic",380,20,20,380,0,380,100,5.26315789473684
"377","Lot 56","pr11","Atlantic",415,30,30,415,0,415,100,7.2289156626506
"378","Lot 43","pr11","Atlantic",745,25,25,745,0,745,100,3.35570469798658
"379","Lot 44","pr11","Atlantic",805,65,65,805,0,805,100,8.07453416149068
"380","Lot 45","pr11","Atlantic",455,25,25,455,0,455,100,5.49450549450549
"381","Souris","pr11","Atlantic",1115,50,50,1115,10,1125,99.1111111111111,4.44444444444444
"382","Lot 46","pr11","Atlantic",355,20,20,355,0,355,100,5.63380281690141
"383","Lot 47","pr11","Atlantic",495,20,20,495,0,495,100,4.04040404040404
"384","Lot 42","pr11","Atlantic",275,10,10,275,0,275,100,3.63636363636364
"385","Lot 41","pr11","Atlantic",445,30,30,445,0,445,100,6.74157303370786
"386","St. Peters Bay","pr11","Atlantic",260,20,20,260,0,260,100,7.69230769230769
"387","Lot 40","pr11","Atlantic",435,20,20,435,0,435,100,4.59770114942529
"388","Morell","pr11","Atlantic",310,20,20,310,0,310,100,6.45161290322581
"389","Lot 39","pr11","Atlantic",595,30,30,595,0,595,100,5.04201680672269
"390","Lot 38","pr11","Atlantic",520,15,15,520,0,520,100,2.88461538461538
"391","Lot 62","pr11","Atlantic",470,20,20,470,0,470,100,4.25531914893617
"392","Lot 60","pr11","Atlantic",310,45,45,310,0,310,100,14.5161290322581
"393","Lot 58","pr11","Atlantic",495,35,35,495,0,495,100,7.07070707070707
"394","Lot 57","pr11","Atlantic",910,75,75,910,0,910,100,8.24175824175824
"395","Lot 50","pr11","Atlantic",845,60,60,845,0,845,100,7.10059171597633
"396","Lot 49","pr11","Atlantic",1075,70,70,1075,0,1075,100,6.51162790697674
"397","Lot 48","pr11","Atlantic",1910,220,220,1910,0,1910,100,11.5183246073298
"398","Lot 31","pr11","Atlantic",1630,215,210,1635,0,1635,99.6941896024465,13.1498470948012
"399","Lot 65","pr11","Atlantic",2195,255,255,2195,5,2200,99.7727272727273,11.5909090909091
"400","Lot 30","pr11","Atlantic",830,95,95,830,0,830,100,11.4457831325301
"401","Rocky Point 3","pr11","Atlantic",45,5,5,45,0,45,100,11.1111111111111
"402","Lot 29","pr11","Atlantic",890,45,45,890,0,890,100,5.0561797752809
"403","Victoria","pr11","Atlantic",105,15,15,105,0,105,100,14.2857142857143
"404","Meadowbank","pr11","Atlantic",340,50,50,340,0,340,100,14.7058823529412
"405","Crapaud","pr11","Atlantic",290,20,20,290,0,290,100,6.89655172413793
"406","Lot 67","pr11","Atlantic",830,70,70,830,0,830,100,8.43373493975904
"407","Clyde River","pr11","Atlantic",575,45,45,575,0,575,100,7.82608695652174
"408","Lot 20","pr11","Atlantic",785,75,70,790,0,790,99.3670886075949,9.49367088607595
"409","Lot 21","pr11","Atlantic",850,75,75,850,5,855,99.4152046783626,8.7719298245614
"410","Miltonvale Park","pr11","Atlantic",1130,130,125,1135,0,1135,99.5594713656388,11.4537444933921
"411","Lot 22","pr11","Atlantic",560,75,75,560,0,560,100,13.3928571428571
"412","Lot 23","pr11","Atlantic",1000,135,135,1000,0,1000,100,13.5
"413","Hunter River","pr11","Atlantic",295,30,30,295,0,295,100,10.1694915254237
"414","Lot 24","pr11","Atlantic",1655,255,255,1655,0,1655,100,15.4078549848943
"415","Resort Mun. Stan.B.-Hope R.-Bayv.-Cavend.-N.Rust.","pr11","Atlantic",265,40,40,265,0,265,100,15.0943396226415
"416","North Rustico","pr11","Atlantic",580,55,55,580,0,580,100,9.48275862068965
"417","Brackley","pr11","Atlantic",340,35,35,340,0,340,100,10.2941176470588
"418","Lot 33","pr11","Atlantic",1200,120,120,1200,5,1205,99.5850622406639,9.95850622406639
"419","Union Road","pr11","Atlantic",230,20,20,230,0,230,100,8.69565217391304
"420","Breadalbane","pr11","Atlantic",175,15,15,175,0,175,100,8.57142857142857
"421","Lot 34","pr11","Atlantic",2575,310,310,2575,0,2575,100,12.0388349514563
"422","Lot 35","pr11","Atlantic",1645,155,155,1645,0,1645,100,9.42249240121581
"423","Lot 36","pr11","Atlantic",740,60,60,740,0,740,100,8.10810810810811
"424","Scotchfort 4","pr11","Atlantic",150,5,5,150,0,150,100,3.33333333333333
"425","Lot 37","pr11","Atlantic",580,25,25,580,0,580,100,4.31034482758621
"426","Mount Stewart","pr11","Atlantic",230,15,15,230,0,230,100,6.52173913043478
"427","Winsloe South","pr11","Atlantic",220,20,20,220,0,220,100,9.09090909090909
"428","Warren Grove","pr11","Atlantic",365,30,30,365,0,365,100,8.21917808219178
"429","Charlottetown","pr11","Atlantic",33030,4330,4295,33065,540,33605,98.2889450974557,12.8849873530725
"430","Stratford","pr11","Atlantic",8525,1390,1385,8530,40,8570,99.4749124854142,16.2193698949825
"431","Cornwall","pr11","Atlantic",5150,800,795,5155,10,5165,99.7095837366893,15.4888673765731
"432","Lot 28","pr11","Atlantic",875,45,45,875,0,875,100,5.14285714285714
"433","Borden-Carleton","pr11","Atlantic",745,35,35,745,0,745,100,4.69798657718121
"434","Lot 27","pr11","Atlantic",805,45,45,805,0,805,100,5.59006211180124
"435","Kinkora","pr11","Atlantic",335,20,20,335,5,340,98.5294117647059,5.88235294117647
"436","Lot 26","pr11","Atlantic",1035,65,65,1035,0,1035,100,6.28019323671498
"437","Central Bedeque","pr11","Atlantic",165,15,15,165,0,165,100,9.09090909090909
"438","Lot 25","pr11","Atlantic",1180,100,100,1180,0,1180,100,8.47457627118644
"439","Lot 19","pr11","Atlantic",1905,150,150,1905,0,1905,100,7.8740157480315
"440","Bedeque","pr11","Atlantic",145,10,10,145,0,145,100,6.89655172413793
"441","Kensington","pr11","Atlantic",1485,100,100,1485,0,1485,100,6.73400673400673
"442","Lot 18","pr11","Atlantic",1055,80,80,1055,0,1055,100,7.58293838862559
"443","Sherbrooke","pr11","Atlantic",170,25,25,170,0,170,100,14.7058823529412
"444","Lot 17","pr11","Atlantic",545,90,90,545,0,545,100,16.5137614678899
"445","Linkletter","pr11","Atlantic",320,30,30,320,0,320,100,9.375
"446","Miscouche","pr11","Atlantic",860,165,165,860,0,860,100,19.1860465116279
"447","Summerside","pr11","Atlantic",14450,1970,1950,14470,15,14485,99.7583707283397,13.600276147739
"448","Lot 15","pr11","Atlantic",1105,835,820,1120,0,1120,98.6607142857143,74.5535714285714
"449","Abrams Village","pr11","Atlantic",255,235,220,270,0,270,94.4444444444444,87.037037037037
"450","Lot 16","pr11","Atlantic",735,215,210,740,0,740,99.3243243243243,29.0540540540541
"451","Wellington","pr11","Atlantic",375,250,245,380,0,380,98.6842105263158,65.7894736842105
"452","Lot 14","pr11","Atlantic",760,210,205,765,0,765,99.3464052287582,27.4509803921569
"453","Lot 13","pr11","Atlantic",715,70,65,720,0,720,99.3055555555556,9.72222222222222
"454","Tyne Valley","pr11","Atlantic",210,15,15,210,0,210,100,7.14285714285714
"455","Lot 12","pr11","Atlantic",870,40,40,870,0,870,100,4.59770114942529
"456","Lennox Island 1","pr11","Atlantic",295,5,5,295,0,295,100,1.69491525423729
"457","Lot 11","pr11","Atlantic",500,40,40,500,0,500,100,8
"458","Lot 10","pr11","Atlantic",320,25,25,320,0,320,100,7.8125
"459","Lot  6","pr11","Atlantic",825,80,80,825,0,825,100,9.6969696969697
"460","O'Leary","pr11","Atlantic",745,45,45,745,0,745,100,6.04026845637584
"461","Lot  9","pr11","Atlantic",305,15,15,305,0,305,100,4.91803278688525
"462","Lot  8","pr11","Atlantic",595,40,35,600,0,600,99.1666666666667,6.66666666666667
"463","Lot  7","pr11","Atlantic",475,35,35,475,0,475,100,7.36842105263158
"464","Lot  5","pr11","Atlantic",1340,150,150,1340,0,1340,100,11.1940298507463
"465","Lot  4","pr11","Atlantic",1100,105,105,1100,0,1100,100,9.54545454545455
"466","Alberton","pr11","Atlantic",1055,80,80,1055,0,1055,100,7.58293838862559
"467","Lot  3","pr11","Atlantic",865,110,110,865,0,865,100,12.7167630057803
"468","Lot  2","pr11","Atlantic",1480,440,430,1490,0,1490,99.3288590604027,29.5302013422819
"469","St. Louis","pr11","Atlantic",50,15,15,50,0,50,100,30
"470","Lot  1","pr11","Atlantic",1785,385,385,1785,0,1785,100,21.5686274509804
"471","Tignish","pr11","Atlantic",775,165,165,775,0,775,100,21.2903225806452
"472","Miminegash","pr11","Atlantic",170,25,25,170,0,170,100,14.7058823529412
"473","Barrington","pr12","Atlantic",6960,375,375,6960,5,6965,99.9282124910266,5.3840631730079
"474","Clark's Harbour","pr12","Atlantic",825,30,30,825,0,825,100,3.63636363636364
"475","Shelburne","pr12","Atlantic",4345,170,170,4345,0,4345,100,3.91254315304948
"476","Shelburne","pr12","Atlantic",1680,90,90,1680,0,1680,100,5.35714285714286
"477","Lockeport","pr12","Atlantic",540,20,20,540,0,540,100,3.7037037037037
"478","Argyle","pr12","Atlantic",8185,5165,5135,8215,0,8215,99.6348143639683,62.8727936701156
"479","Yarmouth","pr12","Atlantic",10020,1670,1665,10025,0,10025,99.9501246882793,16.6583541147132
"480","Yarmouth","pr12","Atlantic",6540,1070,1065,6545,5,6550,99.8473282442748,16.3358778625954
"481","Clare","pr12","Atlantic",8020,6160,6035,8145,20,8165,98.2241273729333,75.4439681567667
"482","Digby","pr12","Atlantic",7455,725,720,7460,0,7460,99.9329758713137,9.71849865951743
"483","Digby","pr12","Atlantic",2050,195,195,2050,5,2055,99.7566909975669,9.48905109489051
"484","Bear River 6","pr12","Atlantic",105,0,0,105,0,105,100,0
"485","Queens","pr12","Atlantic",10770,440,435,10775,5,10780,99.9072356215213,4.08163265306122
"486","Annapolis, Subd. D","pr12","Atlantic",2895,230,225,2900,5,2905,99.6557659208262,7.91738382099828
"487","Annapolis, Subd. A","pr12","Atlantic",5935,340,335,5940,0,5940,99.9158249158249,5.72390572390572
"488","Annapolis Royal","pr12","Atlantic",480,65,65,480,0,480,100,13.5416666666667
"489","Annapolis, Subd. B","pr12","Atlantic",3485,235,235,3485,5,3490,99.8567335243553,6.73352435530086
"490","Bridgetown","pr12","Atlantic",945,80,80,945,0,945,100,8.46560846560847
"491","Annapolis, Subd. C","pr12","Atlantic",5005,345,335,5015,5,5020,99.7011952191235,6.87250996015936
"492","Middleton","pr12","Atlantic",1675,110,110,1675,0,1675,100,6.56716417910448
"493","Lunenburg","pr12","Atlantic",24980,1325,1315,24990,10,25000,99.92,5.3
"494","Bridgewater","pr12","Atlantic",8080,555,555,8080,5,8085,99.9381570810142,6.86456400742115
"495","Lunenburg","pr12","Atlantic",2155,200,200,2155,0,2155,100,9.28074245939675
"496","Mahone Bay","pr12","Atlantic",885,100,100,885,0,885,100,11.2994350282486
"497","Chester","pr12","Atlantic",10555,645,640,10560,5,10565,99.9053478466635,6.1050638902035
"498","Gold River 21","pr12","Atlantic",75,0,0,75,0,75,100,0
"499","Kings, Subd. A","pr12","Atlantic",21745,2075,2000,21820,15,21835,99.5878177238379,9.50309136707122
"500","Cambridge 32","pr12","Atlantic",145,5,5,145,0,145,100,3.44827586206897
"501","Berwick","pr12","Atlantic",2260,170,170,2260,0,2260,100,7.52212389380531
"502","Kings, Subd. C","pr12","Atlantic",8250,625,625,8250,15,8265,99.8185117967332,7.56200846944949
"503","Kentville","pr12","Atlantic",5895,645,645,5895,5,5900,99.9152542372881,10.9322033898305
"504","Kings, Subd. B","pr12","Atlantic",11950,605,605,11950,30,11980,99.7495826377295,5.05008347245409
"505","Kings, Subd. D","pr12","Atlantic",5140,330,325,5145,5,5150,99.8058252427185,6.40776699029126
"506","Wolfville","pr12","Atlantic",4140,545,545,4140,10,4150,99.7590361445783,13.1325301204819
"507","Glooscap 35","pr12","Atlantic",60,0,0,60,0,60,100,0
"508","West Hants","pr12","Atlantic",14120,650,645,14125,10,14135,99.8938804386275,4.59851432614079
"509","Windsor","pr12","Atlantic",3490,230,225,3495,0,3495,99.8569384835479,6.58082975679542
"510","Hantsport","pr12","Atlantic",1145,40,40,1145,0,1145,100,3.49344978165939
"511","East Hants","pr12","Atlantic",22020,1505,1500,22025,75,22100,99.6380090497738,6.80995475113122
"512","Indian Brook 14","pr12","Atlantic",1080,10,10,1080,0,1080,100,0.925925925925926
"513","Cole Harbour 30","pr12","Atlantic",200,20,20,200,0,200,100,10
"514","Halifax","pr12","Atlantic",384630,46765,46385,385010,1190,386200,99.5934748834801,12.1090108751942
"515","Colchester, Subd. C","pr12","Atlantic",13265,640,640,13265,5,13270,99.9623210248681,4.82290881688018
"516","Stewiacke","pr12","Atlantic",1435,55,55,1435,0,1435,100,3.83275261324042
"517","Millbrook 27","pr12","Atlantic",780,20,15,785,0,785,99.3630573248408,2.54777070063694
"518","Truro","pr12","Atlantic",11810,845,845,11810,15,11825,99.8731501057082,7.14587737843552
"519","Colchester, Subd. B","pr12","Atlantic",19450,1115,1110,19455,10,19465,99.9229386077575,5.7282301566915
"520","Colchester, Subd. A","pr12","Atlantic",3640,130,130,3640,5,3645,99.8628257887517,3.56652949245542
"521","Cumberland, Subd. A","pr12","Atlantic",2120,45,45,2120,0,2120,100,2.12264150943396
"522","Parrsboro","pr12","Atlantic",1290,55,55,1290,0,1290,100,4.26356589147287
"523","Cumberland, Subd. B","pr12","Atlantic",3575,125,120,3580,0,3580,99.8603351955307,3.49162011173184
"524","Springhill","pr12","Atlantic",3405,120,115,3410,0,3410,99.8533724340176,3.51906158357771
"525","Cumberland, Subd. C","pr12","Atlantic",5305,310,305,5310,5,5315,99.8118532455315,5.83254938852305
"526","Amherst","pr12","Atlantic",9540,610,610,9540,0,9540,100,6.39412997903564
"527","Oxford","pr12","Atlantic",1100,60,60,1100,0,1100,100,5.45454545454545
"528","Cumberland, Subd. D","pr12","Atlantic",4100,140,135,4105,0,4105,99.878197320341,3.41047503045067
"529","Pictou, Subd. A","pr12","Atlantic",6355,365,365,6355,30,6385,99.5301487862177,5.71652310101801
"530","Pictou","pr12","Atlantic",3275,185,185,3275,0,3275,100,5.64885496183206
"531","Pictou, Subd. B","pr12","Atlantic",5830,250,250,5830,5,5835,99.9143101970865,4.28449014567266
"532","Westville","pr12","Atlantic",3785,115,115,3785,0,3785,100,3.03830911492734
"533","Stellarton","pr12","Atlantic",4465,240,240,4465,0,4465,100,5.37513997760358
"534","Pictou, Subd. C","pr12","Atlantic",8855,375,375,8855,5,8860,99.9435665914221,4.23250564334086
"535","New Glasgow","pr12","Atlantic",9265,550,545,9270,10,9280,99.8383620689655,5.92672413793103
"536","Trenton","pr12","Atlantic",2610,75,75,2610,0,2610,100,2.8735632183908
"537","Fisher's Grant 24","pr12","Atlantic",470,15,15,470,0,470,100,3.19148936170213
"538","St. Mary's","pr12","Atlantic",2315,60,60,2315,0,2315,100,2.59179265658747
"539","Guysborough","pr12","Atlantic",4135,185,185,4135,0,4135,100,4.47400241837969
"540","Canso","pr12","Atlantic",780,15,15,780,0,780,100,1.92307692307692
"541","Mulgrave","pr12","Atlantic",795,20,20,795,0,795,100,2.51572327044025
"542","Antigonish, Subd. A","pr12","Atlantic",8235,700,695,8240,5,8245,99.8787143723469,8.48999393571862
"543","Antigonish","pr12","Atlantic",4390,455,455,4390,10,4400,99.7727272727273,10.3409090909091
"544","Antigonish, Subd. B","pr12","Atlantic",6430,835,830,6435,0,6435,99.9222999222999,12.975912975913
"545","Pomquet And Afton 23","pr12","Atlantic",380,5,5,380,0,380,100,1.31578947368421
"546","Inverness, Subd. C","pr12","Atlantic",3315,235,230,3320,0,3320,99.8493975903614,7.07831325301205
"547","Port Hawkesbury","pr12","Atlantic",3305,415,415,3305,5,3310,99.8489425981873,12.5377643504532
"548","Inverness, Subd. B","pr12","Atlantic",5040,150,145,5045,0,5045,99.9008919722498,2.97324083250743
"549","Whycocomagh 2","pr12","Atlantic",800,5,5,800,0,800,100,0.625
"550","Inverness, Subd. A","pr12","Atlantic",5095,2665,2565,5195,0,5195,98.0750721847931,51.2993262752647
"551","Richmond, Subd. C","pr12","Atlantic",3235,2010,1995,3250,5,3255,99.3855606758833,61.7511520737327
"552","Richmond, Subd. A","pr12","Atlantic",3855,860,850,3865,5,3870,99.6124031007752,22.2222222222222
"553","Richmond, Subd. B","pr12","Atlantic",1570,335,335,1570,0,1570,100,21.3375796178344
"554","Chapel Island 5","pr12","Atlantic",480,5,5,480,0,480,100,1.04166666666667
"555","Membertou 28B","pr12","Atlantic",915,15,15,915,0,915,100,1.63934426229508
