Indicator,Unit,Subgroup,Time Period,Data Value
AIDS-related deaths,Number,Females Adults (15+) estimate,2001,702941
AIDS-related deaths,Number,Females Adults (15+) estimate,2002,768557
AIDS-related deaths,Number,Females Adults (15+) estimate,2003,824961
AIDS-related deaths,Number,Females Adults (15+) estimate,2004,862285
AIDS-related deaths,Number,Females Adults (15+) estimate,2005,866013
AIDS-related deaths,Number,Females Adults (15+) estimate,2006,846412
AIDS-related deaths,Number,Females Adults (15+) estimate,2007,803727
AIDS-related deaths,Number,Females Adults (15+) estimate,2008,736067
AIDS-related deaths,Number,Females Adults (15+) estimate,2009,673602
AIDS-related deaths,Number,Females Adults (15+) estimate,2010,626541
AIDS-related deaths,Number,Females Adults (15+) estimate,2011,594406
AIDS-related deaths,Number,Females Adults (15+) estimate,2012,553088
AIDS-related deaths,Number,Females Adults (15+) estimate,2013,492777
AIDS-related deaths,Number,Females Adults (15+) estimate,2014,443396
AIDS-related deaths,Number,Females Adults (15+) estimate,2015,417105
AIDS-related deaths,Number,Females Adults (15+) lower estimate,1990,71289.7
AIDS-related deaths,Number,Females Adults (15+) lower estimate,1991,94507.3
AIDS-related deaths,Number,Females Adults (15+) lower estimate,1992,123335
AIDS-related deaths,Number,Females Adults (15+) lower estimate,1993,157464
AIDS-related deaths,Number,Females Adults (15+) lower estimate,1994,197355
AIDS-related deaths,Number,Females Adults (15+) lower estimate,1995,243359
AIDS-related deaths,Number,Females Adults (15+) lower estimate,1996,287151
AIDS-related deaths,Number,Females Adults (15+) lower estimate,1997,338901
AIDS-related deaths,Number,Females Adults (15+) lower estimate,1998,398670
AIDS-related deaths,Number,Females Adults (15+) lower estimate,1999,460750
AIDS-related deaths,Number,Females Adults (15+) lower estimate,2000,525760
AIDS-related deaths,Number,Females Adults (15+) lower estimate,2001,589733
AIDS-related deaths,Number,Females Adults (15+) lower estimate,2002,651489
AIDS-related deaths,Number,Females Adults (15+) lower estimate,2003,703345
AIDS-related deaths,Number,Females Adults (15+) lower estimate,2004,741261
AIDS-related deaths,Number,Females Adults (15+) lower estimate,2005,747708
AIDS-related deaths,Number,Females Adults (15+) lower estimate,2006,733243
AIDS-related deaths,Number,Females Adults (15+) lower estimate,2007,699658
AIDS-related deaths,Number,Females Adults (15+) lower estimate,2008,640785
AIDS-related deaths,Number,Females Adults (15+) lower estimate,2009,585469
AIDS-related deaths,Number,Females Adults (15+) lower estimate,2010,542075
AIDS-related deaths,Number,Females Adults (15+) lower estimate,2011,511458
AIDS-related deaths,Number,Females Adults (15+) lower estimate,2012,475528
AIDS-related deaths,Number,Females Adults (15+) lower estimate,2013,421354
AIDS-related deaths,Number,Females Adults (15+) lower estimate,2014,376670
AIDS-related deaths,Number,Females Adults (15+) lower estimate,2015,351736
AIDS-related deaths,Number,Females Adults (15+) upper estimate,1990,124079
AIDS-related deaths,Number,Females Adults (15+) upper estimate,1991,159293
AIDS-related deaths,Number,Females Adults (15+) upper estimate,1992,201664
AIDS-related deaths,Number,Females Adults (15+) upper estimate,1993,250400
AIDS-related deaths,Number,Females Adults (15+) upper estimate,1994,307057
AIDS-related deaths,Number,Females Adults (15+) upper estimate,1995,370111
AIDS-related deaths,Number,Females Adults (15+) upper estimate,1996,433533
AIDS-related deaths,Number,Females Adults (15+) upper estimate,1997,506325
AIDS-related deaths,Number,Females Adults (15+) upper estimate,1998,585628
AIDS-related deaths,Number,Females Adults (15+) upper estimate,1999,666200
AIDS-related deaths,Number,Females Adults (15+) upper estimate,2000,747312
AIDS-related deaths,Number,Females Adults (15+) upper estimate,2001,825789
AIDS-related deaths,Number,Females Adults (15+) upper estimate,2002,894403
AIDS-related deaths,Number,Females Adults (15+) upper estimate,2003,952252
AIDS-related deaths,Number,Females Adults (15+) upper estimate,2004,990591
AIDS-related deaths,Number,Females Adults (15+) upper estimate,2005,990550
AIDS-related deaths,Number,Females Adults (15+) upper estimate,2006,967399
AIDS-related deaths,Number,Females Adults (15+) upper estimate,2007,915083
AIDS-related deaths,Number,Females Adults (15+) upper estimate,2008,840433
AIDS-related deaths,Number,Females Adults (15+) upper estimate,2009,770902
AIDS-related deaths,Number,Females Adults (15+) upper estimate,2010,719105
AIDS-related deaths,Number,Females Adults (15+) upper estimate,2011,683805
AIDS-related deaths,Number,Females Adults (15+) upper estimate,2012,638037
AIDS-related deaths,Number,Females Adults (15+) upper estimate,2013,572178
AIDS-related deaths,Number,Females Adults (15+) upper estimate,2014,519201
AIDS-related deaths,Number,Females Adults (15+) upper estimate,2015,491881
AIDS-related deaths,Number,Males Adults (15+) estimate,1990,150131
AIDS-related deaths,Number,Males Adults (15+) estimate,1991,186255
AIDS-related deaths,Number,Males Adults (15+) estimate,1992,227714
AIDS-related deaths,Number,Males Adults (15+) estimate,1993,274951
AIDS-related deaths,Number,Males Adults (15+) estimate,1994,328026
AIDS-related deaths,Number,Males Adults (15+) estimate,1995,387003
AIDS-related deaths,Number,Males Adults (15+) estimate,1996,419372
AIDS-related deaths,Number,Males Adults (15+) estimate,1997,472918
AIDS-related deaths,Number,Males Adults (15+) estimate,1998,541016
AIDS-related deaths,Number,Males Adults (15+) estimate,1999,603847
AIDS-related deaths,Number,Males Adults (15+) estimate,2000,670099
AIDS-related deaths,Number,Males Adults (15+) estimate,2001,737238
AIDS-related deaths,Number,Males Adults (15+) estimate,2002,795238
AIDS-related deaths,Number,Males Adults (15+) estimate,2003,840903
AIDS-related deaths,Number,Males Adults (15+) estimate,2004,870663
AIDS-related deaths,Number,Males Adults (15+) estimate,2005,872816
AIDS-related deaths,Number,Males Adults (15+) estimate,2006,853287
AIDS-related deaths,Number,Males Adults (15+) estimate,2007,814395
AIDS-related deaths,Number,Males Adults (15+) estimate,2008,764141
AIDS-related deaths,Number,Males Adults (15+) estimate,2009,715443
AIDS-related deaths,Number,Males Adults (15+) estimate,2010,684628
AIDS-related deaths,Number,Males Adults (15+) estimate,2011,677727
AIDS-related deaths,Number,Males Adults (15+) estimate,2012,663605
AIDS-related deaths,Number,Males Adults (15+) estimate,2013,639152
AIDS-related deaths,Number,Males Adults (15+) estimate,2014,607701
AIDS-related deaths,Number,Males Adults (15+) estimate,2015,584911
AIDS-related deaths,Number,Males Adults (15+) lower estimate,1990,113559
AIDS-related deaths,Number,Males Adults (15+) lower estimate,1991,142673
AIDS-related deaths,Number,Males Adults (15+) lower estimate,1992,177487
AIDS-related deaths,Number,Males Adults (15+) lower estimate,1993,217279
AIDS-related deaths,Number,Males Adults (15+) lower estimate,1994,262378
AIDS-related deaths,Number,Males Adults (15+) lower estimate,1995,312761
AIDS-related deaths,Number,Males Adults (15+) lower estimate,1996,339559
AIDS-related deaths,Number,Males Adults (15+) lower estimate,1997,384184
AIDS-related deaths,Number,Males Adults (15+) lower estimate,1998,443126
AIDS-related deaths,Number,Males Adults (15+) lower estimate,1999,498838
AIDS-related deaths,Number,Males Adults (15+) lower estimate,2000,558586
AIDS-related deaths,Number,Males Adults (15+) lower estimate,2001,618511
AIDS-related deaths,Number,Males Adults (15+) lower estimate,2002,674107
AIDS-related deaths,Number,Males Adults (15+) lower estimate,2003,716938
AIDS-related deaths,Number,Males Adults (15+) lower estimate,2004,748464
AIDS-related deaths,Number,Males Adults (15+) lower estimate,2005,753585
AIDS-related deaths,Number,Males Adults (15+) lower estimate,2006,739202
AIDS-related deaths,Number,Males Adults (15+) lower estimate,2007,708944
AIDS-related deaths,Number,Males Adults (15+) lower estimate,2008,665223
AIDS-related deaths,Number,Males Adults (15+) lower estimate,2009,621836
AIDS-related deaths,Number,Males Adults (15+) lower estimate,2010,592333
AIDS-related deaths,Number,Males Adults (15+) lower estimate,2011,583153
AIDS-related deaths,Number,Males Adults (15+) lower estimate,2012,570546
AIDS-related deaths,Number,Males Adults (15+) lower estimate,2013,546514
AIDS-related deaths,Number,Males Adults (15+) lower estimate,2014,516248
AIDS-related deaths,Number,Males Adults (15+) lower estimate,2015,493245
AIDS-related deaths,Number,Males Adults (15+) upper estimate,1990,197649
AIDS-related deaths,Number,Males Adults (15+) upper estimate,1991,240476
AIDS-related deaths,Number,Males Adults (15+) upper estimate,1992,290206
AIDS-related deaths,Number,Males Adults (15+) upper estimate,1993,345518
AIDS-related deaths,Number,Males Adults (15+) upper estimate,1994,408224
AIDS-related deaths,Number,Males Adults (15+) upper estimate,1995,475659
AIDS-related deaths,Number,Males Adults (15+) upper estimate,1996,512657
AIDS-related deaths,Number,Males Adults (15+) upper estimate,1997,573978
AIDS-related deaths,Number,Males Adults (15+) upper estimate,1998,650929
AIDS-related deaths,Number,Males Adults (15+) upper estimate,1999,721275
AIDS-related deaths,Number,Males Adults (15+) upper estimate,2000,793970
AIDS-related deaths,Number,Males Adults (15+) upper estimate,2001,866081
AIDS-related deaths,Number,Males Adults (15+) upper estimate,2002,925456
AIDS-related deaths,Number,Males Adults (15+) upper estimate,2003,970653
AIDS-related deaths,Number,Males Adults (15+) upper estimate,2004,1000218
AIDS-related deaths,Number,Males Adults (15+) upper estimate,2005,998337
AIDS-related deaths,Number,Males Adults (15+) upper estimate,2006,975258
AIDS-related deaths,Number,Males Adults (15+) upper estimate,2007,927225
AIDS-related deaths,Number,Males Adults (15+) upper estimate,2008,872487
AIDS-related deaths,Number,Males Adults (15+) upper estimate,2009,818784
AIDS-related deaths,Number,Males Adults (15+) upper estimate,2010,785774
AIDS-related deaths,Number,Males Adults (15+) upper estimate,2011,779653
AIDS-related deaths,Number,Males Adults (15+) upper estimate,2012,765526
AIDS-related deaths,Number,Males Adults (15+) upper estimate,2013,742139
AIDS-related deaths,Number,Males Adults (15+) upper estimate,2014,711597
AIDS-related deaths,Number,Males Adults (15+) upper estimate,2015,689769
Pregnant women who received ARV for preventing MTCT,Number,program data,2011,840206
Pregnant women who received ARV for preventing MTCT,Number,program data,2012,936389
Pregnant women who received ARV for preventing MTCT,Number,program data,2013,1009820
Pregnant women who received ARV for preventing MTCT,Number,program data,2014,1073160
Pregnant women who received ARV for preventing MTCT,Number,program data,2015,1110070
Pregnant women needing ARV for preventing MTCT,Number,estimate,2011,1438200
Pregnant women needing ARV for preventing MTCT,Number,estimate,2012,1429310
Pregnant women needing ARV for preventing MTCT,Number,estimate,2013,1438350
Pregnant women needing ARV for preventing MTCT,Number,estimate,2014,1438910
Pregnant women needing ARV for preventing MTCT,Number,estimate,2015,1444130
Pregnant women needing ARV for preventing MTCT,Number,lower estimate,2010,1284030
Pregnant women needing ARV for preventing MTCT,Number,lower estimate,2011,1276040
Pregnant women needing ARV for preventing MTCT,Number,lower estimate,2012,1282720
Pregnant women needing ARV for preventing MTCT,Number,lower estimate,2013,1283110
Pregnant women needing ARV for preventing MTCT,Number,lower estimate,2014,1283500
New HIV Infections,Number,Adults (15+) estimate,1990,1824510
Pregnant women needing ARV for preventing MTCT,Number,lower estimate,2015,1292890
Pregnant women needing ARV for preventing MTCT,Number,upper estimate,2010,1623020
Pregnant women needing ARV for preventing MTCT,Number,upper estimate,2011,1632530
Pregnant women needing ARV for preventing MTCT,Number,upper estimate,2012,1614530
Pregnant women needing ARV for preventing MTCT,Number,upper estimate,2013,1618400
Pregnant women needing ARV for preventing MTCT,Number,upper estimate,2014,1612970
Pregnant women needing ARV for preventing MTCT,Number,upper estimate,2015,1613800
Pregnant women who received ARV for preventing MTCT,Number,program data,2010,715217
New HIV Infections,Number,Adults (15+) estimate,1991,2109630
New HIV Infections,Number,Adults (15+) estimate,1992,2353440
New HIV Infections,Number,Adults (15+) estimate,1993,2541400
New HIV Infections,Number,Adults (15+) estimate,1994,2793910
New HIV Infections,Number,Adults (15+) estimate,1995,2926900
New HIV Infections,Number,Adults (15+) estimate,1996,3017820
New HIV Infections,Number,Adults (15+) estimate,1997,3033830
New HIV Infections,Number,Adults (15+) estimate,1998,2964910
New HIV Infections,Number,Adults (15+) estimate,1999,2853330
New HIV Infections,Number,Adults (15+) estimate,2000,2698990
New HIV Infections,Number,Adults (15+) estimate,2001,2546500
New HIV Infections,Number,Adults (15+) estimate,2002,2398780
New HIV Infections,Number,Adults (15+) estimate,2003,2264150
New HIV Infections,Number,Adults (15+) estimate,2004,2146740
New HIV Infections,Number,Adults (15+) estimate,2005,2056660
New HIV Infections,Number,Adults (15+) estimate,2006,1988120
New HIV Infections,Number,Adults (15+) estimate,2007,1956980
New HIV Infections,Number,Adults (15+) estimate,2008,1922120
New HIV Infections,Number,Adults (15+) estimate,2009,1912640
New HIV Infections,Number,Adults (15+) estimate,2010,1910450
New HIV Infections,Number,Adults (15+) estimate,2011,1920930
New HIV Infections,Number,Adults (15+) estimate,2012,1928410
New HIV Infections,Number,Adults (15+) estimate,2013,1934070
New HIV Infections,Number,Adults (15+) estimate,2014,1936450
New HIV Infections,Number,Adults (15+) estimate,2015,1923230
New HIV Infections,Number,Adults (15+) lower estimate,1990,1608120
New HIV Infections,Number,Adults (15+) lower estimate,1991,1878360
New HIV Infections,Number,Adults (15+) lower estimate,1992,2100090
New HIV Infections,Number,Adults (15+) lower estimate,1993,2267420
New HIV Infections,Number,Adults (15+) lower estimate,1994,2495360
New HIV Infections,Number,Adults (15+) lower estimate,1995,2624060
New HIV Infections,Number,Adults (15+) lower estimate,1996,2732410
New HIV Infections,Number,Adults (15+) lower estimate,1997,2759430
New HIV Infections,Number,Adults (15+) lower estimate,1998,2694950
New HIV Infections,Number,Adults (15+) lower estimate,1999,2588210
New HIV Infections,Number,Adults (15+) lower estimate,2000,2451980
New HIV Infections,Number,Adults (15+) lower estimate,2001,2312760
New HIV Infections,Number,Adults (15+) lower estimate,2002,2177220
New HIV Infections,Number,Adults (15+) lower estimate,2003,2055590
New HIV Infections,Number,Adults (15+) lower estimate,2004,1948340
New HIV Infections,Number,Adults (15+) lower estimate,2005,1866610
New HIV Infections,Number,Adults (15+) lower estimate,2006,1809230
New HIV Infections,Number,Adults (15+) lower estimate,2007,1773570
New HIV Infections,Number,Adults (15+) lower estimate,2008,1737040
New HIV Infections,Number,Adults (15+) lower estimate,2009,1723880
New HIV Infections,Number,Adults (15+) lower estimate,2010,1709640
New HIV Infections,Number,Adults (15+) lower estimate,2011,1716480
New HIV Infections,Number,Adults (15+) lower estimate,2012,1718560
New HIV Infections,Number,Adults (15+) lower estimate,2013,1720090
New HIV Infections,Number,Adults (15+) lower estimate,2014,1715130
New HIV Infections,Number,Adults (15+) lower estimate,2015,1693250
New HIV Infections,Number,Adults (15+) upper estimate,1990,2084110
New HIV Infections,Number,Adults (15+) upper estimate,1991,2377400
New HIV Infections,Number,Adults (15+) upper estimate,1992,2641270
New HIV Infections,Number,Adults (15+) upper estimate,1993,2865910
New HIV Infections,Number,Adults (15+) upper estimate,1994,3162130
New HIV Infections,Number,Adults (15+) upper estimate,1995,3293750
New HIV Infections,Number,Adults (15+) upper estimate,1996,3360770
New HIV Infections,Number,Adults (15+) upper estimate,1997,3361520
New HIV Infections,Number,Adults (15+) upper estimate,1998,3268170
New HIV Infections,Number,Adults (15+) upper estimate,1999,3130090
New HIV Infections,Number,Adults (15+) upper estimate,2000,2968570
New HIV Infections,Number,Adults (15+) upper estimate,2001,2801920
New HIV Infections,Number,Adults (15+) upper estimate,2002,2651720
New HIV Infections,Number,Adults (15+) upper estimate,2003,2510410
New HIV Infections,Number,Adults (15+) upper estimate,2004,2381920
New HIV Infections,Number,Adults (15+) upper estimate,2005,2284110
New HIV Infections,Number,Adults (15+) upper estimate,2006,2207150
New HIV Infections,Number,Adults (15+) upper estimate,2007,2173080
New HIV Infections,Number,Adults (15+) upper estimate,2008,2134970
New HIV Infections,Number,Adults (15+) upper estimate,2009,2125560
New HIV Infections,Number,Adults (15+) upper estimate,2010,2141080
New HIV Infections,Number,Adults (15+) upper estimate,2011,2165020
New HIV Infections,Number,Adults (15+) upper estimate,2012,2181750
New HIV Infections,Number,Adults (15+) upper estimate,2013,2198350
New HIV Infections,Number,Adults (15+) upper estimate,2014,2205790
New HIV Infections,Number,Adults (15+) upper estimate,2015,2212350
New HIV Infections,Number,All ages estimate,1990,2013520
New HIV Infections,Number,All ages estimate,1991,2333870
New HIV Infections,Number,All ages estimate,1992,2614640
New HIV Infections,Number,All ages estimate,1993,2840140
New HIV Infections,Number,All ages estimate,1994,3131290
New HIV Infections,Number,All ages estimate,1995,3302380
New HIV Infections,Number,All ages estimate,1996,3428730
New HIV Infections,Number,All ages estimate,1997,3473980
New HIV Infections,Number,All ages estimate,1998,3428020
New HIV Infections,Number,All ages estimate,1999,3333160
New HIV Infections,Number,All ages estimate,2000,3188840
New HIV Infections,Number,All ages estimate,2001,3041700
New HIV Infections,Number,All ages estimate,2002,2892850
New HIV Infections,Number,All ages estimate,2003,2749030
New HIV Infections,Number,All ages estimate,2004,2616010
New HIV Infections,Number,All ages estimate,2005,2504630
New HIV Infections,Number,All ages estimate,2006,2415770
New HIV Infections,Number,All ages estimate,2007,2356500
New HIV Infections,Number,All ages estimate,2008,2296660
New HIV Infections,Number,All ages estimate,2009,2245660
New HIV Infections,Number,All ages estimate,2010,2205040
New HIV Infections,Number,All ages estimate,2011,2186940
New HIV Infections,Number,All ages estimate,2012,2158040
New HIV Infections,Number,All ages estimate,2013,2135150
New HIV Infections,Number,All ages estimate,2014,2101330
New HIV Infections,Number,All ages estimate,2015,2069170
New HIV Infections,Number,All ages lower estimate,1990,1774740
New HIV Infections,Number,All ages lower estimate,1991,2078510
New HIV Infections,Number,All ages lower estimate,1992,2335490
New HIV Infections,Number,All ages lower estimate,1993,2529840
New HIV Infections,Number,All ages lower estimate,1994,2804820
New HIV Infections,Number,All ages lower estimate,1995,2963010
New HIV Infections,Number,All ages lower estimate,1996,3103450
New HIV Infections,Number,All ages lower estimate,1997,3151550
New HIV Infections,Number,All ages lower estimate,1998,3110100
New HIV Infections,Number,All ages lower estimate,1999,3023750
New HIV Infections,Number,All ages lower estimate,2000,2898060
New HIV Infections,Number,All ages lower estimate,2001,2764530
New HIV Infections,Number,All ages lower estimate,2002,2628490
New HIV Infections,Number,All ages lower estimate,2003,2496110
New HIV Infections,Number,All ages lower estimate,2004,2362490
New HIV Infections,Number,All ages lower estimate,2005,2265040
New HIV Infections,Number,All ages lower estimate,2006,2201670
New HIV Infections,Number,All ages lower estimate,2007,2135040
New HIV Infections,Number,All ages lower estimate,2008,2080060
New HIV Infections,Number,All ages lower estimate,2009,2021450
New HIV Infections,Number,All ages lower estimate,2010,1970990
New HIV Infections,Number,All ages lower estimate,2011,1943420
New HIV Infections,Number,All ages lower estimate,2012,1917730
New HIV Infections,Number,All ages lower estimate,2013,1888440
New HIV Infections,Number,All ages lower estimate,2014,1852440
New HIV Infections,Number,All ages lower estimate,2015,1809030
New HIV Infections,Number,All ages upper estimate,1990,2307210
New HIV Infections,Number,All ages upper estimate,1991,2638460
New HIV Infections,Number,All ages upper estimate,1992,2940640
New HIV Infections,Number,All ages upper estimate,1993,3207480
New HIV Infections,Number,All ages upper estimate,1994,3540380
New HIV Infections,Number,All ages upper estimate,1995,3704360
New HIV Infections,Number,All ages upper estimate,1996,3821110
New HIV Infections,Number,All ages upper estimate,1997,3836070
New HIV Infections,Number,All ages upper estimate,1998,3778500
New HIV Infections,Number,All ages upper estimate,1999,3651750
New HIV Infections,Number,All ages upper estimate,2000,3509280
New HIV Infections,Number,All ages upper estimate,2001,3343140
New HIV Infections,Number,All ages upper estimate,2002,3182830
New HIV Infections,Number,All ages upper estimate,2003,3032670
New HIV Infections,Number,All ages upper estimate,2004,2884970
New HIV Infections,Number,All ages upper estimate,2005,2777980
New HIV Infections,Number,All ages upper estimate,2006,2674440
New HIV Infections,Number,All ages upper estimate,2007,2609900
New HIV Infections,Number,All ages upper estimate,2008,2544930
New HIV Infections,Number,All ages upper estimate,2009,2500040
New HIV Infections,Number,All ages upper estimate,2010,2466060
New HIV Infections,Number,All ages upper estimate,2011,2461950
New HIV Infections,Number,All ages upper estimate,2012,2444270
New HIV Infections,Number,All ages upper estimate,2013,2434100
New HIV Infections,Number,All ages upper estimate,2014,2402370
New HIV Infections,Number,All ages upper estimate,2015,2383230
New HIV Infections,Number,Children (0-14) estimate,1990,189006
New HIV Infections,Number,Children (0-14) estimate,1991,224236
New HIV Infections,Number,Children (0-14) estimate,1992,261202
New HIV Infections,Number,Children (0-14) estimate,1993,298744
New HIV Infections,Number,Children (0-14) estimate,1994,337397
New HIV Infections,Number,Children (0-14) estimate,1995,375463
New HIV Infections,Number,Children (0-14) estimate,1996,410888
New HIV Infections,Number,Children (0-14) estimate,1997,440155
New HIV Infections,Number,Children (0-14) estimate,1998,463105
New HIV Infections,Number,Children (0-14) estimate,1999,479847
New HIV Infections,Number,Children (0-14) estimate,2000,489850
New HIV Infections,Number,Children (0-14) estimate,2001,495190
New HIV Infections,Number,Children (0-14) estimate,2002,494064
New HIV Infections,Number,Children (0-14) estimate,2003,484878
New HIV Infections,Number,Children (0-14) estimate,2004,469270
New HIV Infections,Number,Children (0-14) estimate,2005,447982
New HIV Infections,Number,Children (0-14) estimate,2006,427649
New HIV Infections,Number,Children (0-14) estimate,2007,399516
New HIV Infections,Number,Children (0-14) estimate,2008,374541
New HIV Infections,Number,Children (0-14) estimate,2009,333036
New HIV Infections,Number,Children (0-14) estimate,2010,294575
New HIV Infections,Number,Children (0-14) estimate,2011,266028
New HIV Infections,Number,Children (0-14) estimate,2012,229631
New HIV Infections,Number,Children (0-14) estimate,2013,201095
New HIV Infections,Number,Children (0-14) estimate,2014,164883
New HIV Infections,Number,Children (0-14) estimate,2015,145932
New HIV Infections,Number,Children (0-14) lower estimate,1990,160432
New HIV Infections,Number,Children (0-14) lower estimate,1991,190318
New HIV Infections,Number,Children (0-14) lower estimate,1992,223476
New HIV Infections,Number,Children (0-14) lower estimate,1993,255039
New HIV Infections,Number,Children (0-14) lower estimate,1994,287890
New HIV Infections,Number,Children (0-14) lower estimate,1995,327278
New HIV Infections,Number,Children (0-14) lower estimate,1996,354803
New HIV Infections,Number,Children (0-14) lower estimate,1997,382139
New HIV Infections,Number,Children (0-14) lower estimate,1998,403339
New HIV Infections,Number,Children (0-14) lower estimate,1999,414549
New HIV Infections,Number,Children (0-14) lower estimate,2000,427328
New HIV Infections,Number,Children (0-14) lower estimate,2001,436312
New HIV Infections,Number,Children (0-14) lower estimate,2002,429480
New HIV Infections,Number,Children (0-14) lower estimate,2003,421907
New HIV Infections,Number,Children (0-14) lower estimate,2004,407651
New HIV Infections,Number,Children (0-14) lower estimate,2005,389975
New HIV Infections,Number,Children (0-14) lower estimate,2006,366807
New HIV Infections,Number,Children (0-14) lower estimate,2007,343502
New HIV Infections,Number,Children (0-14) lower estimate,2008,320654
New HIV Infections,Number,Children (0-14) lower estimate,2009,280933
New HIV Infections,Number,Children (0-14) lower estimate,2010,247089
New HIV Infections,Number,Children (0-14) lower estimate,2011,220219
New HIV Infections,Number,Children (0-14) lower estimate,2012,186968
New HIV Infections,Number,Children (0-14) lower estimate,2013,158008
New HIV Infections,Number,Children (0-14) lower estimate,2014,125700
New HIV Infections,Number,Children (0-14) lower estimate,2015,108574
New HIV Infections,Number,Children (0-14) upper estimate,1990,228011
New HIV Infections,Number,Children (0-14) upper estimate,1991,267982
New HIV Infections,Number,Children (0-14) upper estimate,1992,309629
New HIV Infections,Number,Children (0-14) upper estimate,1993,351817
New HIV Infections,Number,Children (0-14) upper estimate,1994,394770
New HIV Infections,Number,Children (0-14) upper estimate,1995,431668
New HIV Infections,Number,Children (0-14) upper estimate,1996,470474
New HIV Infections,Number,Children (0-14) upper estimate,1997,504347
New HIV Infections,Number,Children (0-14) upper estimate,1998,532835
New HIV Infections,Number,Children (0-14) upper estimate,1999,547449
New HIV Infections,Number,Children (0-14) upper estimate,2000,559718
New HIV Infections,Number,Children (0-14) upper estimate,2001,567051
New HIV Infections,Number,Children (0-14) upper estimate,2002,560047
New HIV Infections,Number,Children (0-14) upper estimate,2003,553721
New HIV Infections,Number,Children (0-14) upper estimate,2004,533819
New HIV Infections,Number,Children (0-14) upper estimate,2005,510972
New HIV Infections,Number,Children (0-14) upper estimate,2006,492343
New HIV Infections,Number,Children (0-14) upper estimate,2007,462121
New HIV Infections,Number,Children (0-14) upper estimate,2008,436775
New HIV Infections,Number,Children (0-14) upper estimate,2009,391138
New HIV Infections,Number,Children (0-14) upper estimate,2010,351046
New HIV Infections,Number,Children (0-14) upper estimate,2011,327549
New HIV Infections,Number,Children (0-14) upper estimate,2012,288152
New HIV Infections,Number,Children (0-14) upper estimate,2013,252117
New HIV Infections,Number,Children (0-14) upper estimate,2014,215201
New HIV Infections,Number,Children (0-14) upper estimate,2015,192646
New HIV Infections,Number,Females Adults (15+) estimate,1990,868360
New HIV Infections,Number,Females Adults (15+) estimate,1991,1004620
New HIV Infections,Number,Females Adults (15+) estimate,1992,1139760
New HIV Infections,Number,Females Adults (15+) estimate,1993,1265210
New HIV Infections,Number,Females Adults (15+) estimate,1994,1398300
New HIV Infections,Number,Females Adults (15+) estimate,1995,1483440
New HIV Infections,Number,Females Adults (15+) estimate,1996,1537990
New HIV Infections,Number,Females Adults (15+) estimate,1997,1544140
New HIV Infections,Number,Females Adults (15+) estimate,1998,1504510
New HIV Infections,Number,Females Adults (15+) estimate,1999,1442280
New HIV Infections,Number,Females Adults (15+) estimate,2000,1355100
New HIV Infections,Number,Females Adults (15+) estimate,2001,1270130
New HIV Infections,Number,Females Adults (15+) estimate,2002,1185600
New HIV Infections,Number,Females Adults (15+) estimate,2003,1110710
New HIV Infections,Number,Females Adults (15+) estimate,2004,1048410
New HIV Infections,Number,Females Adults (15+) estimate,2005,1000740
New HIV Infections,Number,Females Adults (15+) estimate,2006,964660
New HIV Infections,Number,Females Adults (15+) estimate,2007,949276
New HIV Infections,Number,Females Adults (15+) estimate,2008,932252
New HIV Infections,Number,Females Adults (15+) estimate,2009,925614
New HIV Infections,Number,Females Adults (15+) estimate,2010,920070
New HIV Infections,Number,Females Adults (15+) estimate,2011,922693
New HIV Infections,Number,Females Adults (15+) estimate,2012,922677
New HIV Infections,Number,Females Adults (15+) estimate,2013,920966
New HIV Infections,Number,Females Adults (15+) estimate,2014,916357
New HIV Infections,Number,Females Adults (15+) estimate,2015,903645
New HIV Infections,Number,Females Adults (15+) lower estimate,1990,765369
New HIV Infections,Number,Females Adults (15+) lower estimate,1991,894482
New HIV Infections,Number,Females Adults (15+) lower estimate,1992,1017060
New HIV Infections,Number,Females Adults (15+) lower estimate,1993,1128810
New HIV Infections,Number,Females Adults (15+) lower estimate,1994,1248880
New HIV Infections,Number,Females Adults (15+) lower estimate,1995,1329960
New HIV Infections,Number,Females Adults (15+) lower estimate,1996,1392540
New HIV Infections,Number,Females Adults (15+) lower estimate,1997,1404470
New HIV Infections,Number,Females Adults (15+) lower estimate,1998,1367530
New HIV Infections,Number,Females Adults (15+) lower estimate,1999,1308270
New HIV Infections,Number,Females Adults (15+) lower estimate,2000,1231080
New HIV Infections,Number,Females Adults (15+) lower estimate,2001,1153540
New HIV Infections,Number,Females Adults (15+) lower estimate,2002,1076090
New HIV Infections,Number,Females Adults (15+) lower estimate,2003,1008400
New HIV Infections,Number,Females Adults (15+) lower estimate,2004,951522
New HIV Infections,Number,Females Adults (15+) lower estimate,2005,908265
New HIV Infections,Number,Females Adults (15+) lower estimate,2006,877861
New HIV Infections,Number,Females Adults (15+) lower estimate,2007,860310
New HIV Infections,Number,Females Adults (15+) lower estimate,2008,842487
New HIV Infections,Number,Females Adults (15+) lower estimate,2009,834265
New HIV Infections,Number,Females Adults (15+) lower estimate,2010,823357
New HIV Infections,Number,Females Adults (15+) lower estimate,2011,824490
New HIV Infections,Number,Females Adults (15+) lower estimate,2012,822270
New HIV Infections,Number,Females Adults (15+) lower estimate,2013,819074
New HIV Infections,Number,Females Adults (15+) lower estimate,2014,811630
