Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,Latitude,Longitude,Location
64342891,3/13/2025 9:08,3/13/2025 15:27,NYPD,New York City Police Department,Animal-Abuse,Neglected,Residential Building/House,11213,943 ST MARKS AVENUE,ST MARKS AVENUE,KINGSTON AVENUE,ALBANY AVENUE,KINGSTON AVENUE,ALBANY AVENUE,ADDRESS,BROOKLYN,ST MARKS AVENUE,,Closed,,3/13/2025 15:27,08 BROOKLYN,BROOKLYN,1000827,185086,Unspecified,BROOKLYN,40.67467955,-73.94023854,POINT (-73.94023853778342 40.67467954738913)
64340742,3/13/2025 8:50,3/13/2025 14:12,DSNY,Department of Sanitation,Dead Animal,Cat,Street,10466,BARNES AVENUE,BARNES AVENUE,BARNES AVENUE,EAST  222 STREET,BARNES AVENUE,EAST  222 STREET,INTERSECTION,,,,Closed,,3/13/2025 13:47,12 BRONX,BRONX,1023304,261658,Unspecified,BRONX,40.88477843,-73.8587621,POINT (-73.85876209721303 40.88477842849173)
64344855,3/13/2025 8:39,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Dog,1-2 Family Dwelling,11417,91-08 SUTTER AVENUE,SUTTER AVENUE,91 STREET,92 STREET,91 STREET,92 STREET,ADDRESS,OZONE PARK,SUTTER AVENUE,,In Progress,,,10 QUEENS,QUEENS,1026998,185786,Unspecified,QUEENS,40.67651319,-73.8458856,POINT (-73.8458856037661 40.676513194813175)
64343871,3/13/2025 7:37,3/13/2025 8:11,DPR,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,10009,532 EAST   12 STREET,EAST   12 STREET,AVENUE A,AVENUE B,AVENUE A,AVENUE B,ADDRESS,NEW YORK,EAST   12 STREET,,Closed,,3/13/2025 8:11,03 MANHATTAN,MANHATTAN,989669,204765,Unspecified,MANHATTAN,40.72870765,-73.98044822,POINT (-73.98044821721834 40.7287076510075)
64347391,3/13/2025 6:01,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10040,46 ARDEN STREET,ARDEN STREET,NAGLE AVENUE,SHERMAN AVENUE,NAGLE AVENUE,SHERMAN AVENUE,ADDRESS,NEW YORK,ARDEN STREET,,In Progress,,,12 MANHATTAN,MANHATTAN,1004356,253407,Unspecified,MANHATTAN,40.86219549,-73.92731182,POINT (-73.9273118228354 40.862195488344945)
64348136,3/13/2025 1:23,3/13/2025 1:49,NYPD,New York City Police Department,Animal-Abuse,Neglected,Residential Building/House,11374,64-85 WETHEROLE STREET,WETHEROLE STREET,64 ROAD,65 ROAD,64 ROAD,65 ROAD,ADDRESS,REGO PARK,WETHEROLE STREET,,Closed,,3/13/2025 1:49,06 QUEENS,QUEENS,1022732,204213,Unspecified,QUEENS,40.7271105,-73.86116,POINT (-73.86115999604998 40.727110499687754)
64331414,3/13/2025 0:01,3/13/2025 3:17,NYPD,New York City Police Department,Animal-Abuse,Neglected,Residential Building/House,10467,660 ARNOW AVENUE,ARNOW AVENUE,BARKER AVENUE,OLINVILLE AVENUE,BARKER AVENUE,OLINVILLE AVENUE,ADDRESS,BRONX,ARNOW AVENUE,,Closed,,3/13/2025 3:17,11 BRONX,BRONX,1020478,255510,Unspecified,BRONX,40.86791614,-73.86901549,POINT (-73.86901549282996 40.86791613930185)
64335949,3/12/2025 23:44,3/13/2025 0:00,DPR,Department of Parks and Recreation,Animal in a Park,Injured Wildlife,Park,10034,500 WEST  204 STREET,WEST  204 STREET,10 AVENUE,NAGLE AVENUE,10 AVENUE,NAGLE AVENUE,ADDRESS,NEW YORK,WEST  204 STREET,,Closed,,3/13/2025 0:00,12 MANHATTAN,MANHATTAN,1006285,253584,Unspecified,MANHATTAN,40.8626767,-73.92033743,POINT (-73.92033743110012 40.86267669556373)
64331424,3/12/2025 22:28,3/12/2025 22:57,NYPD,New York City Police Department,Animal-Abuse,Other (complaint details),Residential Building/House,11233,2377 PACIFIC STREET,PACIFIC STREET,EASTERN PARKWAY,SACKMAN STREET,EASTERN PARKWAY,SACKMAN STREET,ADDRESS,BROOKLYN,PACIFIC STREET,,Closed,,3/12/2025 22:57,16 BROOKLYN,BROOKLYN,1010140,185325,Unspecified,BROOKLYN,40.67531321,-73.9066635,POINT (-73.90666350183433 40.67531321029208)
64337750,3/12/2025 22:25,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Dog,3+ Family Apartment Building,10451,871 ELTON AVENUE,ELTON AVENUE,EAST  160 STREET,EAST  161 STREET,EAST  160 STREET,EAST  161 STREET,ADDRESS,BRONX,ELTON AVENUE,,In Progress,,,03 BRONX,BRONX,1008483,239233,Unspecified,BRONX,40.82328166,-73.91244292,POINT (-73.91244292227657 40.8232816592951)
64336597,3/12/2025 22:03,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Dog,1-2 Family Dwelling,11375,70-17 LOUBET STREET,LOUBET STREET,70 AVENUE,71 AVENUE,70 AVENUE,71 AVENUE,ADDRESS,FOREST HILLS,LOUBET STREET,,In Progress,,,06 QUEENS,QUEENS,1025522,199167,Unspecified,QUEENS,40.71324789,-73.85112486,POINT (-73.85112485715152 40.713247887960556)
64332074,3/12/2025 21:31,3/13/2025 13:45,DSNY,Department of Sanitation,Dead Animal,Rat or Mouse,Street,11418,117-06 89 AVENUE,89 AVENUE,117 STREET,118 STREET,117 STREET,118 STREET,ADDRESS,RICHMOND HILL,89 AVENUE,,Closed,,3/13/2025 5:32,09 QUEENS,QUEENS,1031074,193215,Unspecified,QUEENS,40.69688344,-73.83113928,POINT (-73.83113928027556 40.69688343868013)
64331591,3/12/2025 21:02,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Sold,Turtle Under 4 inches Long,Street Vendor,10027,WEST  125 STREET,WEST  125 STREET,ELOMBE BRATH WAY,8 AVENUE,ELOMBE BRATH WAY,8 AVENUE,BLOCKFACE,,,,In Progress,,,Unspecified MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,,,
64336080,3/12/2025 19:48,3/12/2025 19:56,DPR,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,10030,SAINT NICHOLAS AVENUE,SAINT NICHOLAS AVENUE,SAINT NICHOLAS AVENUE,WEST  135 STREET,SAINT NICHOLAS AVENUE,WEST  135 STREET,INTERSECTION,,,,Closed,,3/12/2025 19:56,10 MANHATTAN,MANHATTAN,998641,236979,Unspecified,MANHATTAN,40.81711658,-73.94800821,POINT (-73.94800821023537 40.817116584072195)
64339305,3/12/2025 19:23,3/12/2025 20:26,NYPD,New York City Police Department,Animal-Abuse,No Shelter,House and Store,10303,81 SOUTH AVENUE,SOUTH AVENUE,RICHMOND TERRACE,ARLINGTON PLACE,RICHMOND TERRACE,ARLINGTON PLACE,ADDRESS,STATEN ISLAND,SOUTH AVENUE,,Closed,,3/12/2025 20:26,01 STATEN ISLAND,STATEN ISLAND,938153,171808,Unspecified,STATEN ISLAND,40.63812992,-74.16609258,POINT (-74.1660925785717 40.63812991540784)
64337855,3/12/2025 19:17,3/13/2025 0:12,NYPD,New York City Police Department,Animal-Abuse,Neglected,Residential Building/House,11208,430 SHEPHERD AVENUE,SHEPHERD AVENUE,PITKIN AVENUE,BELMONT AVENUE,PITKIN AVENUE,BELMONT AVENUE,ADDRESS,BROOKLYN,SHEPHERD AVENUE,,Closed,,3/13/2025 0:12,05 BROOKLYN,BROOKLYN,1017330,184802,Unspecified,BROOKLYN,40.67385375,-73.8807453,POINT (-73.88074530074819 40.67385374648881)
64333543,3/12/2025 19:16,3/12/2025 19:44,DPR,Department of Parks and Recreation,Animal in a Park,Domestic Strays,Park,10034,269 DYCKMAN STREET,DYCKMAN STREET,PAYSON AVENUE,HENSHAW STREET,PAYSON AVENUE,HENSHAW STREET,ADDRESS,NEW YORK,DYCKMAN STREET,,Closed,,3/12/2025 19:44,12 MANHATTAN,MANHATTAN,1003940,255093,Unspecified,MANHATTAN,40.86682398,-73.92881081,POINT (-73.92881081177171 40.86682398380518)
64334356,3/12/2025 19:13,,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11433,159-01 110 AVENUE,110 AVENUE,LIRR ATLANTIC LINE,159 STREET,LIRR ATLANTIC LINE,159 STREET,ADDRESS,JAMAICA,110 AVENUE,,In Progress,,3/13/2025 7:10,12 QUEENS,QUEENS,1041992,191527,Unspecified,QUEENS,40.69218578,-73.79178046,POINT (-73.79178045755434 40.69218578018528)
64330259,3/12/2025 18:57,3/12/2025 19:32,NYPD,New York City Police Department,Animal-Abuse,Other (complaint details),Residential Building/House,10465,2822 SCHLEY AVENUE,SCHLEY AVENUE,BALCOM AVENUE,CROSS BRONX EXPRESSWAY,BALCOM AVENUE,CROSS BRONX EXPRESSWAY,ADDRESS,BRONX,SCHLEY AVENUE,,Closed,,3/12/2025 19:32,10 BRONX,BRONX,1033178,239366,Unspecified,BRONX,40.82354444,-73.82321579,POINT (-73.8232157879361 40.823544435565346)
64333497,3/12/2025 18:54,3/12/2025 19:44,DPR,Department of Parks and Recreation,Animal in a Park,Domestic Strays,Park,10034,269 DYCKMAN STREET,DYCKMAN STREET,PAYSON AVENUE,HENSHAW STREET,PAYSON AVENUE,HENSHAW STREET,ADDRESS,NEW YORK,DYCKMAN STREET,,Closed,,3/12/2025 19:44,12 MANHATTAN,MANHATTAN,1003940,255093,Unspecified,MANHATTAN,40.86682398,-73.92881081,POINT (-73.92881081177171 40.86682398380518)
64333827,3/12/2025 18:54,3/12/2025 19:38,NYPD,New York City Police Department,Animal-Abuse,In Car,Street/Sidewalk,11231,459 CLINTON STREET,CLINTON STREET,1 PLACE,2 PLACE,1 PLACE,2 PLACE,ADDRESS,BROOKLYN,CLINTON STREET,,Closed,,3/12/2025 19:38,06 BROOKLYN,BROOKLYN,984497,187152,Unspecified,BROOKLYN,40.68036577,-73.99910947,POINT (-73.9991094686222 40.68036576786743)
64336361,3/12/2025 18:33,3/12/2025 19:08,NYPD,New York City Police Department,Animal-Abuse,Tortured,Residential Building/House,11427,88-18 219 STREET,219 STREET,HILLSIDE AVENUE,89 AVENUE,HILLSIDE AVENUE,89 AVENUE,ADDRESS,QUEENS VILLAGE,219 STREET,,Closed,,3/12/2025 19:08,13 QUEENS,QUEENS,1054896,205004,Unspecified,QUEENS,40.72908319,-73.74510704,POINT (-73.745107036688 40.72908319069146)
64334507,3/12/2025 18:08,,DSNY,Department of Sanitation,Dead Animal,Opossum,Street,10302,266 DECKER AVENUE,DECKER AVENUE,BARRETT AVENUE,ORANGE AVENUE,BARRETT AVENUE,ORANGE AVENUE,ADDRESS,STATEN ISLAND,DECKER AVENUE,,In Progress,,3/12/2025 19:44,01 STATEN ISLAND,STATEN ISLAND,945718,167721,Unspecified,STATEN ISLAND,40.62694812,-74.13881176,POINT (-74.13881176323395 40.6269481206799)
64330921,3/12/2025 17:33,3/13/2025 15:17,DSNY,Department of Sanitation,Dead Animal,Cat,Sidewalk,11209,4 AVENUE,4 AVENUE,4 AVENUE,79 STREET,4 AVENUE,79 STREET,INTERSECTION,,,,Closed,,3/13/2025 7:11,10 BROOKLYN,BROOKLYN,976960,168046,Unspecified,BROOKLYN,40.62792098,-74.02626264,POINT (-74.02626264134598 40.627920976360166)
64334091,3/12/2025 17:32,3/12/2025 18:40,NYPD,New York City Police Department,Animal-Abuse,Tortured,Residential Building/House,10451,315 EAST  143 STREET,EAST  143 STREET,MORRIS AVENUE,ALEXANDER AVENUE,MORRIS AVENUE,ALEXANDER AVENUE,ADDRESS,BRONX,EAST  143 STREET,,Closed,,3/12/2025 18:40,01 BRONX,BRONX,1005363,235994,Unspecified,BRONX,40.81439953,-73.92372608,POINT (-73.9237260845802 40.81439952772716)
64333544,3/12/2025 17:30,3/12/2025 17:31,DPR,Department of Parks and Recreation,Animal in a Park,Injured Wildlife,Park,10306,132 ALTAMONT STREET,ALTAMONT STREET,SLOANE AVENUE,DEAD END,SLOANE AVENUE,DEAD END,ADDRESS,STATEN ISLAND,ALTAMONT STREET,,Closed,,3/12/2025 17:31,02 STATEN ISLAND,STATEN ISLAND,949907,152241,Unspecified,STATEN ISLAND,40.58447595,-74.12364217,POINT (-74.12364217271941 40.58447595451995)
64331575,3/12/2025 16:39,3/13/2025 15:00,DPR,Department of Parks and Recreation,Animal in a Park,Dead Animal,Park,11101,52-10 CENTER BOULEVARD,CENTER BOULEVARD,BORDEN AVENUE,54 AVENUE,BORDEN AVENUE,54 AVENUE,ADDRESS,LONG ISLAND CITY,CENTER BOULEVARD,,Closed,,3/13/2025 15:00,02 QUEENS,QUEENS,995269,209572,Unspecified,QUEENS,40.74189648,-73.96023551,POINT (-73.96023551436888 40.741896475708394)
64333495,3/12/2025 16:38,3/12/2025 17:37,DPR,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,11249,289 BERRY STREET,BERRY STREET,SOUTH    1 STREET,SOUTH    2 STREET,SOUTH    1 STREET,SOUTH    2 STREET,ADDRESS,BROOKLYN,BERRY STREET,,Closed,,3/12/2025 17:37,01 BROOKLYN,BROOKLYN,994360,199377,Unspecified,BROOKLYN,40.71391478,-73.96353116,POINT (-73.96353115738812 40.713914775056416)
64336082,3/12/2025 16:37,3/12/2025 16:49,DPR,Department of Parks and Recreation,Animal in a Park,Injured Wildlife,Park,10301,1321 VICTORY BOULEVARD,VICTORY BOULEVARD,LABAU AVENUE,RENWICK AVENUE,LABAU AVENUE,RENWICK AVENUE,ADDRESS,STATEN ISLAND,VICTORY BOULEVARD,,Closed,,3/12/2025 16:49,01 STATEN ISLAND,STATEN ISLAND,954402,163341,Unspecified,STATEN ISLAND,40.61495946,-74.10750827,POINT (-74.10750827109864 40.614959457981996)
64338397,3/12/2025 16:25,3/13/2025 15:04,DSNY,Department of Sanitation,Dead Animal,Rat or Mouse,Sidewalk,11239,LOUISIANA AVENUE,LOUISIANA AVENUE,LOUISIANA AVENUE,TWIN PINES DRIVE,LOUISIANA AVENUE,TWIN PINES DRIVE,INTERSECTION,,,,Closed,,3/13/2025 5:28,05 BROOKLYN,BROOKLYN,1016177,174945,Unspecified,BROOKLYN,40.64680271,-73.88494858,POINT (-73.88494857813396 40.64680271052184)
64337751,3/12/2025 16:25,3/12/2025 22:02,NYPD,New York City Police Department,Animal-Abuse,Neglected,Residential Building/House,10472,1254 BOYNTON AVENUE,BOYNTON AVENUE,WESTCHESTER AVENUE,EAST  172 STREET,WESTCHESTER AVENUE,EAST  172 STREET,ADDRESS,BRONX,BOYNTON AVENUE,,Closed,,3/12/2025 22:02,09 BRONX,BRONX,1017860,241713,Unspecified,BRONX,40.83005784,-73.87855018,POINT (-73.87855017809164 40.83005784340602)
64333269,3/12/2025 16:19,,DSNY,Department of Sanitation,Dead Animal,Cat,Sidewalk,11426,85-19 239 STREET,239 STREET,HILLSIDE AVENUE,86 AVENUE,HILLSIDE AVENUE,86 AVENUE,ADDRESS,BELLEROSE,239 STREET,,In Progress,,3/13/2025 4:05,13 QUEENS,QUEENS,1060108,206410,Unspecified,QUEENS,40.73289913,-73.72628625,POINT (-73.72628624578088 40.73289913490056)
64330915,3/12/2025 15:38,,DSNY,Department of Sanitation,Dead Animal,Rat or Mouse,Sidewalk,10301,10 GREGG PLACE,GREGG PLACE,RANDALL AVENUE,HART BOULEVARD,RANDALL AVENUE,HART BOULEVARD,ADDRESS,STATEN ISLAND,GREGG PLACE,,In Progress,,3/12/2025 19:46,01 STATEN ISLAND,STATEN ISLAND,956645,169582,Unspecified,STATEN ISLAND,40.63209696,-74.09945483,POINT (-74.0994548318971 40.63209695844906)
64331026,3/12/2025 15:34,3/12/2025 20:55,DPR,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,11368,52-01 101 STREET,101 STREET,RADCLIFF AVENUE,102 STREET,RADCLIFF AVENUE,102 STREET,ADDRESS,CORONA,101 STREET,,Closed,,3/12/2025 20:55,04 QUEENS,QUEENS,1022978,209514,Unspecified,QUEENS,40.74165935,-73.86024193,POINT (-73.86024193493641 40.741659347030016)
64337000,3/12/2025 15:24,3/13/2025 15:06,DSNY,Department of Sanitation,Dead Animal,Cat,Street,11237,44 WILSON AVENUE,WILSON AVENUE,GEORGE STREET,MELROSE STREET,GEORGE STREET,MELROSE STREET,ADDRESS,BROOKLYN,WILSON AVENUE,,Closed,,3/12/2025 23:03,04 BROOKLYN,BROOKLYN,1003829,195325,Unspecified,BROOKLYN,40.70277711,-73.92938633,POINT (-73.92938632693719 40.70277711007218)
64339808,3/12/2025 15:20,3/12/2025 17:10,DPR,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,11249,86 KENT AVENUE,KENT AVENUE,NORTH   10 STREET,NORTH    9 STREET,NORTH   10 STREET,NORTH    9 STREET,ADDRESS,BROOKLYN,KENT AVENUE,,Closed,,3/12/2025 17:10,01 BROOKLYN,BROOKLYN,995225,202162,Unspecified,BROOKLYN,40.7215579,-73.96040638,POINT (-73.96040638468266 40.7215579000069)
64339040,3/12/2025 15:19,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Cat,1-2 Family Dwelling,10301,184 FILLMORE STREET,FILLMORE STREET,FRANKLIN AVENUE,LAFAYETTE AVENUE,FRANKLIN AVENUE,LAFAYETTE AVENUE,ADDRESS,STATEN ISLAND,FILLMORE STREET,,In Progress,,,01 STATEN ISLAND,STATEN ISLAND,958001,173763,Unspecified,STATEN ISLAND,40.64357703,-74.09458573,POINT (-74.09458572666475 40.64357702651064)
64337014,3/12/2025 15:09,,DSNY,Department of Sanitation,Dead Animal,Cat,Sidewalk,11434,155-19 LINDEN BOULEVARD,LINDEN BOULEVARD,155 STREET,157 STREET,155 STREET,157 STREET,ADDRESS,JAMAICA,LINDEN BOULEVARD,,In Progress,,3/13/2025 7:08,12 QUEENS,QUEENS,1041982,189699,Unspecified,QUEENS,40.68716842,-73.79183218,POINT (-73.79183218266857 40.68716842018129)
64333270,3/12/2025 15:08,3/13/2025 15:16,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11209,129 86 STREET,86 STREET,COLONIAL ROAD,RIDGE BOULEVARD,COLONIAL ROAD,RIDGE BOULEVARD,ADDRESS,BROOKLYN,86 STREET,,Closed,,3/13/2025 7:02,10 BROOKLYN,BROOKLYN,974396,166809,Unspecified,BROOKLYN,40.62452319,-74.03549779,POINT (-74.03549779101037 40.62452319034232)
64338973,3/12/2025 14:59,3/13/2025 15:15,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Cat,Commercial Building,11212,214 ROCKAWAY PARKWAY,ROCKAWAY PARKWAY,WINTHROP STREET,CLARKSON AVENUE,WINTHROP STREET,CLARKSON AVENUE,ADDRESS,BROOKLYN,ROCKAWAY PARKWAY,N/A,Closed,,3/12/2025 14:59,17 BROOKLYN,BROOKLYN,1006187,180410,Unspecified,BROOKLYN,40.66183332,-73.92093052,POINT (-73.9209305179595 40.66183331534403)
64331439,3/12/2025 14:57,3/12/2025 18:10,NYPD,New York City Police Department,Animal-Abuse,Tortured,Residential Building/House,11412,120-51 194 STREET,194 STREET,120 AVENUE,122 AVENUE,120 AVENUE,122 AVENUE,ADDRESS,SAINT ALBANS,194 STREET,,Closed,,3/12/2025 18:10,12 QUEENS,QUEENS,1052392,189695,Unspecified,QUEENS,40.68708342,-73.75429643,POINT (-73.75429642875638 40.68708341777817)
64334135,3/12/2025 14:56,3/12/2025 15:57,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Dog,3+ Family Apartment Building,11233,363 MACON STREET,MACON STREET,MARCUS GARVEY BOULEVARD,LEWIS AVENUE,MARCUS GARVEY BOULEVARD,LEWIS AVENUE,ADDRESS,BROOKLYN,MACON STREET,N/A,Closed,,3/12/2025 14:56,03 BROOKLYN,BROOKLYN,1001755,187956,Unspecified,BROOKLYN,40.68255526,-73.93688557,POINT (-73.9368855670223 40.6825552593815)
64333813,3/12/2025 14:51,,DPR,Department of Parks and Recreation,Animal in a Park,Animal Waste,Park,11375,MACDONALD PARK,MACDONALD PARK,YELLOWSTONE BOULEVARD,70 AVENUE,YELLOWSTONE BOULEVARD,70 AVENUE,UNRECOGNIZED,FOREST HILLS,MACDONALD PARK,,In Progress,,3/12/2025 16:28,06 QUEENS,QUEENS,1026717,202439,Unspecified,QUEENS,40.72222307,-73.84679365,POINT (-73.84679365434079 40.72222307360482)
64339052,3/12/2025 14:36,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Other Animal,3+ Family Mixed Use Building,10032,470 WEST  166 STREET,WEST  166 STREET,EDGECOMBE AVENUE,AMSTERDAM AVENUE,EDGECOMBE AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,WEST  166 STREET,,In Progress,,,12 MANHATTAN,MANHATTAN,1001575,244684,Unspecified,MANHATTAN,40.83825934,-73.93738836,POINT (-73.93738836470497 40.83825933733911)
64330254,3/12/2025 14:26,3/12/2025 16:53,NYPD,New York City Police Department,Animal-Abuse,Neglected,Residential Building/House,10037,50 WEST  139 STREET,WEST  139 STREET,5 AVENUE,LENOX AVENUE,5 AVENUE,LENOX AVENUE,ADDRESS,NEW YORK,WEST  139 STREET,,Closed,,3/12/2025 16:53,10 MANHATTAN,MANHATTAN,1001506,236611,Unspecified,MANHATTAN,40.8161014,-73.93765849,POINT (-73.93765849062386 40.816101395612215)
64332014,3/12/2025 14:08,3/13/2025 15:13,DSNY,Department of Sanitation,Dead Animal,Rat or Mouse,Street,11215,448A 5 AVENUE,5 AVENUE,9 STREET,10 STREET,9 STREET,10 STREET,ADDRESS,BROOKLYN,5 AVENUE,,Closed,,3/13/2025 4:31,06 BROOKLYN,BROOKLYN,988012,183022,Unspecified,BROOKLYN,40.66902905,-73.98643883,POINT (-73.98643882740281 40.66902905141322)
64334506,3/12/2025 13:51,,DSNY,Department of Sanitation,Dead Animal,Cat,Sidewalk,11236,9001 FARRAGUT ROAD,FARRAGUT ROAD,REMSEN AVENUE,EAST   92 STREET,REMSEN AVENUE,EAST   92 STREET,ADDRESS,BROOKLYN,FARRAGUT ROAD,,In Progress,,3/13/2025 23:49,18 BROOKLYN,BROOKLYN,1009476,173673,Unspecified,BROOKLYN,40.64333297,-73.90910089,POINT (-73.9091008884862 40.64333296884995)
64339660,3/12/2025 13:38,,DSNY,Department of Sanitation,Dead Animal,Cat,Sidewalk,11436,119-27 146 STREET,146 STREET,119 AVENUE,120 AVENUE,119 AVENUE,120 AVENUE,ADDRESS,JAMAICA,146 STREET,,In Progress,,3/13/2025 7:06,12 QUEENS,QUEENS,1041470,186427,Unspecified,QUEENS,40.67819087,-73.79370611,POINT (-73.79370611033394 40.67819087495156)
64332723,3/12/2025 13:32,,DOHMH,Department of Health and Mental Hygiene,Animal Facility - No Permit,N/A,Kennel/Animal Shelter,10023,176 WEST   72 STREET,WEST   72 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,COLUMBUS AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,WEST   72 STREET,,In Progress,,,07 MANHATTAN,MANHATTAN,989533,222834,Unspecified,MANHATTAN,40.77830255,-73.98092471,POINT (-73.98092470944822 40.77830255135137)
64335948,3/12/2025 13:24,3/12/2025 16:03,DPR,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,11356,123-20 20 AVENUE,20 AVENUE,123 STREET,124 STREET,123 STREET,124 STREET,ADDRESS,COLLEGE POINT,20 AVENUE,,Closed,,3/12/2025 16:03,07 QUEENS,QUEENS,1027244,224101,Unspecified,QUEENS,40.78167714,-73.84475392,POINT (-73.84475392215627 40.78167713964834)
64338179,3/12/2025 13:22,,DSNY,Department of Sanitation,Dead Animal,Other,Sidewalk,10314,1000 SOUTH AVENUE,SOUTH AVENUE,FAHY AVENUE,LOIS LANE,FAHY AVENUE,LOIS LANE,ADDRESS,STATEN ISLAND,SOUTH AVENUE,,In Progress,,3/13/2025 22:17,02 STATEN ISLAND,STATEN ISLAND,935611,162583,Unspecified,STATEN ISLAND,40.61279568,-74.17518519,POINT (-74.17518518755217 40.61279568181983)
64334464,3/12/2025 13:18,,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11433,110 AVENUE,110 AVENUE,110 AVENUE,159 STREET,110 AVENUE,159 STREET,INTERSECTION,,,,In Progress,,3/13/2025 7:04,12 QUEENS,QUEENS,1042008,191532,Unspecified,QUEENS,40.6921994,-73.79172272,POINT (-73.79172271837824 40.692199399587864)
64332698,3/12/2025 13:07,3/12/2025 14:55,NYPD,New York City Police Department,Animal-Abuse,Other (complaint details),Residential Building/House,10301,285 YORK AVENUE,YORK AVENUE,PROSPECT AVENUE,ARNOLD STREET,PROSPECT AVENUE,ARNOLD STREET,ADDRESS,STATEN ISLAND,YORK AVENUE,,Closed,,3/12/2025 14:55,01 STATEN ISLAND,STATEN ISLAND,959804,172302,Unspecified,STATEN ISLAND,40.63957206,-74.0880835,POINT (-74.08808350171165 40.639572057095315)
64338330,3/12/2025 13:06,3/12/2025 15:12,DSNY,Department of Sanitation,Dead Animal,Other,Street,10306,100 CLARK AVENUE,CLARK AVENUE,MONTREAL AVENUE,WOLVERINE STREET,MONTREAL AVENUE,WOLVERINE STREET,ADDRESS,STATEN ISLAND,CLARKE AVENUE,,Closed,,3/12/2025 13:09,03 STATEN ISLAND,STATEN ISLAND,946685,145325,Unspecified,STATEN ISLAND,40.56547985,-74.13520362,POINT (-74.13520361584044 40.56547984546695)
64337651,3/12/2025 12:38,3/12/2025 12:48,NYPD,New York City Police Department,Animal-Abuse,Neglected,Residential Building/House,11218,1249 36 STREET,36 STREET,TEHAMA STREET,CLARA STREET,TEHAMA STREET,CLARA STREET,ADDRESS,BROOKLYN,36 STREET,,Closed,,3/12/2025 12:48,12 BROOKLYN,BROOKLYN,988267,173484,Unspecified,BROOKLYN,40.64284922,-73.98552529,POINT (-73.98552529057919 40.64284921845925)
64331865,3/12/2025 12:24,3/13/2025 15:04,DSNY,Department of Sanitation,Dead Animal,Squirrel,Street,11207,384 WARWICK STREET,WARWICK STREET,GLENMORE AVENUE,PITKIN AVENUE,GLENMORE AVENUE,PITKIN AVENUE,ADDRESS,BROOKLYN,WARWICK STREET,,Closed,,3/13/2025 5:30,05 BROOKLYN,BROOKLYN,1015853,184935,Unspecified,BROOKLYN,40.6742242,-73.88606931,POINT (-73.88606931400574 40.674224197218095)
64339565,3/12/2025 12:18,,DSNY,Department of Sanitation,Dead Animal,Cat,Sidewalk,11236,9017 FARRAGUT ROAD,FARRAGUT ROAD,REMSEN AVENUE,EAST   92 STREET,REMSEN AVENUE,EAST   92 STREET,ADDRESS,BROOKLYN,FARRAGUT ROAD,,In Progress,,3/12/2025 17:50,18 BROOKLYN,BROOKLYN,1009496,173689,Unspecified,BROOKLYN,40.64337683,-73.90902876,POINT (-73.90902876086675 40.643376828397784)
64337678,3/12/2025 12:16,3/13/2025 0:10,NYPD,New York City Police Department,Animal-Abuse,Neglected,Residential Building/House,11207,1088 BARBEY STREET,BARBEY STREET,COZINE AVENUE,FLATLANDS AVENUE,COZINE AVENUE,FLATLANDS AVENUE,ADDRESS,BROOKLYN,BARBEY STREET,,Closed,,3/13/2025 0:10,05 BROOKLYN,BROOKLYN,1017740,178423,Unspecified,BROOKLYN,40.65634328,-73.87929892,POINT (-73.87929892364886 40.656343282058344)
