colorVal,blockHeight,blockWidth,cycMaterial,blockMaterial,totalWeight,assemblyPW,HstW,minHW,minWD,rfBlock
-1076,63000,511200,2,3,497,1172,448200,11880,412989,23416
-88,39000,382200,2,0,178,19,343200,779,283989,4984
-347,69400,521000,2,0,394,88,451599,17300,422789,13203
-466,65100,513400,3,0,409,137,448300,13759,392481,11497
-86,32000,515600,2,0,180,18,483599,-19560,417389,6010
-343,69300,514300,2,0,390,86,445000,17870,416089,12975
-2118,113500,529500,2,3,922,4092,416000,60550,431289,44056
-423,60000,519400,3,0,380,118,459400,8060,398481,10758
-955,80100,347900,2,3,465,859,267800,45310,249689,18000
-470,87600,516200,2,0,495,139,428600,35980,417989,16477
-445,62100,522900,3,0,396,127,460800,9810,401981,11233
-935,216000,295600,2,0,835,489,79600,186439,197389,19186
-347,74700,464799,2,0,391,89,390100,28220,366589,12322
-308,64300,514099,2,0,362,74,449799,12890,415889,12033
-426,65500,465600,0,0,511,116,400100,18940,295423,8707
-289,61700,512000,2,0,346,68,450300,10500,413789,11488
-242,54100,522000,2,0,308,53,467900,1900,423789,10317
-582,135300,334300,2,0,565,210,199000,101870,236089,14374
-296,73100,401000,2,0,345,72,327900,33000,302789,9960
-249,55100,522700,2,0,314,55,467600,2829,424489,10525
-289,61500,514200,2,0,346,68,452700,10080,415989,11512
-273,59200,513900,2,0,333,63,454700,7810,415689,11073
-255,60900,459099,2,0,316,58,398200,14990,360889,9890
-300,63600,507700,2,0,355,71,444099,12830,409489,11719
-292,62200,510500,2,0,348,69,448300,11150,412289,11539
-409,105800,316200,2,0,427,123,210400,74180,217989,10378
-305,63500,518900,2,0,360,73,455400,11610,420689,12021
-883,49500,550100,2,3,415,842,500600,-5510,451889,20131
-1238,214600,458700,2,0,1113,723,244100,168730,360489,34812
-933,63400,513200,2,1,813,775,449799,12080,414989,16470
-260,59900,480300,2,0,321,59,420400,11870,382089,10299
-466,95600,445900,2,0,486,139,350300,51010,347689,14957
-292,62000,513400,2,0,349,69,451400,10660,415189,11583
-309,64000,519000,2,0,363,74,455000,12100,420789,12118
-400,58099,510700,3,0,363,109,452600,7029,389781,10190
-304,63300,519000,2,0,359,73,455700,11399,420789,11986
-89,35500,448300,2,0,181,19,412800,-9330,350089,5592
-255,58700,486200,2,0,317,58,427500,10080,387989,10248
-301,63300,514400,2,0,356,72,451100,11860,416189,11855
-141,44200,441700,2,0,223,29,397500,29,343489,6832
-227,55599,471200,2,0,294,50,415600,8480,372989,9332
-263,56000,537400,2,0,326,59,481400,2259,439189,11067
-48,32000,381700,2,0,146,13,349699,-6170,283489,4082
-415,60199,503700,3,0,372,115,443500,9830,382781,10369
-243,57000,484799,2,0,307,54,427800,8520,386589,9916
-437,86100,485800,2,0,465,124,399700,37520,387589,15017
-359,74700,483000,2,0,402,93,408300,26400,384789,12934
-203,49600,505100,2,0,275,43,455500,-911,406889,9081
-263,59100,496599,2,0,324,60,437500,9440,398389,10595
-255,57400,502100,2,0,317,57,444700,7189,403889,10432
-306,65400,497800,2,0,359,74,432400,15620,399589,11759
-252,55900,518000,2,0,316,56,462100,4100,419789,10559
-277,60700,502500,2,0,336,64,441800,10450,404289,11043
-458,53200,517100,1,0,506,126,463900,1490,372511,8917
-849,177300,363100,2,0,782,388,185799,140990,264889,21134
-230,53200,511400,2,0,298,50,458200,2060,413189,9891
-213,52100,489600,2,0,283,46,437500,3139,391389,9176
-480,92700,484900,2,0,500,144,392200,44210,386689,16130
-358,74300,485300,2,0,401,92,411000,25770,387089,12942
-370,73900,508000,2,0,412,97,434099,23100,409789,13627
-649,129600,419300,2,0,631,238,289700,87670,321089,18725
-287,64500,473900,2,0,342,67,409400,17110,375689,10904
-227,52699,511800,2,0,296,49,459099,1519,413589,9808
-247,56000,505800,2,0,311,55,449799,5420,407589,10271
-267,60800,483300,2,0,327,61,422500,12470,385089,10536
-261,58300,503700,2,0,323,59,445400,7930,405489,10638
-383,76400,501200,2,0,422,102,424799,26280,402989,13854
-258,57000,515200,2,0,321,58,458200,5479,416989,10695
-300,65500,486100,2,0,354,72,420600,16890,387889,11433
-1203,177100,589600,2,0,1106,679,412500,118140,491389,39161
-305,66800,479300,2,0,357,73,412500,18870,381089,11455
-840,49900,520400,2,3,399,763,470500,-2140,422189,18960
-273,58900,517299,2,0,333,63,458400,7170,419089,11107
-260,57300,513300,2,0,322,59,456000,5970,415089,10703
-329,66700,522100,2,0,380,81,455400,14490,423889,12723
-234,58200,451700,2,0,298,52,393500,13030,353489,9257
-288,61600,510600,2,0,345,67,449000,10540,412389,11431
-283,62100,495600,2,0,340,66,433500,12540,397389,11105
-287,68200,434900,2,0,340,68,366700,24710,336689,10333
-245,55199,513400,2,0,310,54,458200,3859,415189,10313
-299,64300,498600,2,0,354,71,434300,14440,400389,11585
-240,53500,527900,2,0,307,53,474400,709,429689,10344
-276,60199,507400,2,0,336,64,447200,9459,409189,11084
-1009,60700,500300,2,3,470,1041,439600,10670,402089,21966
-183,47600,489300,2,0,258,38,441700,-1331,391089,8377
-251,57000,500700,2,0,315,56,443700,6929,402489,10323
-329,94400,290900,2,0,361,92,196500,65310,192689,8185
-452,95200,432000,2,0,473,133,336800,52000,333789,14299
-265,59600,493800,2,0,326,60,434200,10220,395589,10609
-472,61200,553300,0,0,553,144,492100,5870,383123,10551
-710,161400,327400,2,0,666,294,166000,128660,229189,16646
-1232,51800,519799,0,1,1079,1454,468000,-181,349623,11337
-255,56900,510100,2,0,318,57,453200,5890,411889,10546
-265,59000,501500,2,0,326,60,442500,8850,403289,10707
-913,165500,451400,2,0,848,422,285900,120360,353189,26303
-343,69500,512400,2,0,390,86,442900,18260,414189,12953
-431,61800,504400,0,0,516,121,442600,11359,334223,9294
-288,62600,498200,2,0,344,67,435600,12780,399989,11267
-1293,205200,522200,2,0,1169,775,317000,152980,423989,39151
-358,52600,517800,0,0,449,93,465200,819,347623,8228
-262,58800,498900,2,0,324,60,440100,8909,400689,10602
-282,61100,507200,2,0,340,66,446100,10380,408989,11245
-245,55599,508300,2,0,310,54,452700,4769,410089,10260
-258,58600,494099,2,0,320,58,435500,9190,395889,10439
-233,53900,507400,2,0,300,51,453500,3159,409189,9924
-266,60400,485200,2,0,326,61,424799,11880,386989,10518
-238,53400,523800,2,0,305,52,470400,1019,425589,10226
-494,115399,351500,2,0,498,159,236100,80250,253289,13153
-217,50100,529700,2,0,288,47,479600,-2871,431489,9727
-263,58700,500700,2,0,324,60,442000,8630,402489,10631
-248,56300,504500,2,0,312,55,448200,5849,406289,10293
-83,37900,386000,2,0,174,18,348100,-701,287789,4908
-287,61800,506400,2,0,344,67,444600,11160,408189,11351
-299,63400,508300,2,0,354,71,444900,12569,410089,11699
-368,75100,491700,2,0,409,96,416599,25930,393489,13297
-188,52400,432100,2,0,260,40,379700,9190,333889,7873
-271,59800,502800,2,0,331,62,443000,9520,404589,10887
-488,113300,357100,2,0,494,156,243800,77590,258889,13199
-1314,210700,512700,2,0,1185,798,302000,159430,414489,39299
-244,55800,503000,2,0,309,54,447200,5500,404789,10164
-879,138900,560900,2,0,835,390,422000,82810,462689,28920
-276,59600,514400,2,0,336,64,454799,8159,416189,11162
-876,185300,352000,2,0,801,412,166700,150100,253789,21162
-408,102700,333500,2,0,428,121,230799,69350,235289,10873
-104,42100,377100,2,0,190,22,335000,4390,278889,5283
-237,54900,500500,2,0,303,52,445600,4850,402289,9938
-416,87200,450100,2,0,446,116,362900,42190,351889,13808
-97,40900,377500,2,0,185,21,336599,3150,279289,5140
-259,58200,499799,2,0,321,59,441599,8220,401589,10517
-545,135400,303100,2,0,532,195,167700,105090,204889,12483
-216,51700,501800,2,0,286,46,450100,1519,403589,9389
-1066,62500,511000,2,3,493,1153,448500,11399,412789,23219
-806,171300,356300,2,0,746,356,185000,135670,258089,19894
-530,109000,425300,2,0,536,171,316300,66470,327089,16043
-277,59800,513500,2,0,336,64,453700,8450,415289,11175
-485,102700,418000,2,0,499,149,315300,60900,319789,14779
-283,62600,490600,2,0,340,66,428000,13540,392389,11053
-330,77800,410700,2,0,373,84,332900,36730,312489,10940
-1282,198400,543000,2,0,1164,762,344600,144100,444789,39710
-277,61200,496700,2,0,336,64,435500,11530,398489,10974
-327,65400,533000,2,0,378,80,467600,12100,434789,12795
-248,55100,520000,2,0,313,55,464900,3100,421789,10458
-943,153700,528400,2,0,883,441,374700,100860,430189,29754
-782,165900,360400,2,0,728,337,194500,129860,262189,19573
-287,62000,504900,2,0,344,67,442900,11510,406689,11346
-260,58600,497400,2,0,322,59,438800,8860,399189,10526
-311,71000,445000,2,0,360,76,374000,26500,346789,11079
-252,56500,508600,2,0,315,56,452100,5639,410389,10434
-297,63099,509300,2,0,353,71,446200,12170,411089,11672
-117,40900,431700,2,0,203,24,390800,-2270,333489,6137
-345,83200,387900,2,0,384,90,304700,44410,289689,10845
-892,60599,444799,2,3,426,815,384200,16120,346589,18903
-323,73800,436200,2,0,369,80,362400,30179,337989,11224
-268,59800,496000,2,0,328,61,436200,10200,397789,10704
-339,70900,490500,2,0,386,85,419600,21850,392289,12516
-259,58500,496900,2,0,321,59,438400,8809,398689,10495
-279,61300,499000,2,0,337,65,437700,11399,400789,11055
-254,56300,516800,2,0,318,57,460500,4620,418589,10604
-234,55100,493000,2,0,301,51,437900,5800,394789,9788
-257,58000,498700,2,0,319,58,440700,8129,400489,10452
-258,57800,503200,2,0,320,58,445400,7480,404989,10533
-84,38000,387400,2,0,175,18,349400,-741,289189,4945
-233,53500,512900,2,0,300,51,459400,2209,414689,9983
-292,61800,516900,2,0,349,69,455100,10109,418689,11643
-229,53800,499400,2,0,296,50,445600,3860,401189,9712
-250,55500,519400,2,0,315,56,463900,3560,421189,10519
-768,54300,505500,2,1,686,551,451200,3750,407289,13844
-259,56000,531300,2,0,323,59,475300,2869,433089,10913
-783,54700,510900,2,1,698,572,456200,3609,412689,14131
-251,55700,517700,2,0,315,56,462000,3930,419489,10514
-384,71500,556400,2,0,427,102,484900,15860,458189,14742
-1574,179800,538300,3,0,1174,1107,358500,125970,417381,33770
-459,53500,512500,1,0,506,126,459000,2250,367911,8857
-345,64100,581200,2,0,396,87,517100,5980,482989,13931
-259,58400,497200,2,0,321,59,438800,8679,398989,10485
-987,63700,464200,2,3,464,983,400500,17280,365989,20982
-244,55500,506200,2,0,309,54,450700,4880,407989,10189
-242,54600,515000,2,0,308,53,460400,3100,416789,10240
-279,60800,505400,2,0,338,65,444600,10260,407189,11140
-317,64300,529900,2,0,370,77,465600,11310,431689,12490
-266,58800,506100,2,0,327,61,447299,8189,407889,10792
-249,56600,502600,2,0,313,56,446000,6340,404389,10299
-1029,186600,440800,2,0,941,523,254200,142520,342589,28767
-262,58200,505600,2,0,323,59,447400,7639,407389,10669
-330,61500,589800,2,0,384,82,528300,2520,491589,13604
-104,35100,503100,2,0,194,21,468000,-15210,404889,6395
-274,60100,504099,2,0,333,63,444000,9689,405889,10977
-1317,212399,508200,2,0,1186,802,295800,161580,409989,39186
-268,58600,511700,2,0,329,61,453100,7429,413489,10903
-3084,171800,497200,2,3,1325,8238,325400,122080,398989,61691
-264,58300,507800,2,0,325,60,449500,7520,409589,10745
-546,96700,530800,2,0,558,175,434099,43620,432589,18824
-248,56900,495000,2,0,311,55,438100,7400,396789,10159
-322,66400,513100,2,0,373,79,446700,15089,414889,12396
-276,60300,505600,2,0,335,64,445300,9739,407389,11054
-261,58500,500700,2,0,323,59,442200,8429,402489,10595
-1147,71300,551700,2,1,977,1136,480400,16130,453489,20240
-459,65100,502600,0,0,542,134,437500,14840,332423,9738
-247,56300,501599,2,0,311,55,445300,6140,403389,10219
-983,59600,497900,2,3,460,994,438300,9810,399689,21439
-1307,196000,566800,2,0,1188,788,370800,139320,468589,41329
-262,57800,511100,2,0,324,59,453300,6690,412889,10739
-272,60000,501800,2,0,332,63,441800,9819,403589,10896
-98,42600,352200,2,0,184,21,309600,7380,253989,4868
-3188,181600,562800,2,1,2534,7677,381200,125320,464589,52815
-260,57300,513500,2,0,322,59,456200,5950,415289,10708
-1776,195500,563100,3,0,1325,1377,367600,139190,442181,38900
-233,54200,503000,2,0,300,51,448800,3900,404789,9872
-239,55400,499099,2,0,305,53,443700,5490,400889,9994
-329,61500,587700,2,0,383,81,526200,2730,489489,13546
-171,44500,512900,2,0,250,35,468400,-6791,414689,8304
-241,55000,508300,2,0,307,53,453300,4170,410089,10149
-252,56300,512700,2,0,316,57,456400,5029,414489,10501
-370,66700,591100,2,0,417,96,524400,7589,492889,14794
-228,52699,514200,2,0,297,50,461500,1279,415989,9865
-1478,143500,523800,1,0,1378,932,380300,91120,379211,24487
-238,54400,511000,2,0,305,53,456599,3300,412789,10105
-269,58400,516700,2,0,330,61,458300,6729,418489,10997
-252,56300,511900,2,0,316,56,455600,5110,413689,10480
-458,53300,514300,1,0,506,126,461000,1869,369711,8867
-788,191900,279100,2,0,717,371,87200,163990,180889,15620
-82,38000,381800,2,0,173,18,343800,-181,283589,4849
-387,76000,511700,2,0,426,103,435700,24830,413489,14141
-643,111000,527600,2,0,637,229,416599,58240,429389,21448
-1383,198900,598300,2,0,1256,875,399400,139070,500089,44760
-860,160900,434600,2,0,803,382,273700,117440,336389,24356
-239,54500,511000,2,0,305,53,456500,3400,412789,10123
-250,55400,519900,2,0,314,56,464500,3409,421689,10512
-954,56100,522200,2,2,718,993,466100,3880,423989,32705
-252,55000,531000,2,0,317,56,476000,1900,432789,10711
-405,81500,483500,2,0,439,111,402000,33150,385289,14130
-261,57100,519700,2,0,324,59,462600,5130,421489,10830
-778,119400,6.00E+05,2,0,755,316,480600,59400,501789,26961
-369,74200,503700,2,0,411,96,429500,23830,405489,13539
-245,55700,505800,2,0,310,54,450100,5120,407589,10216
-339,70200,498400,2,0,386,85,428200,20360,400189,12642
-263,57600,515800,2,0,325,60,458200,6019,417589,10823
-270,58600,516900,2,0,331,62,458300,6909,418689,11040
-565,134700,322900,2,0,550,203,188200,102410,224689,13619
-235,53000,523700,2,0,302,51,470700,629,425489,10147
-243,55100,511500,2,0,309,54,456400,3950,413289,10247
-283,60199,519600,2,0,341,66,459400,8239,421389,11415
-1181,224100,399600,2,0,1055,679,175500,184140,301389,30393
-267,58000,518500,2,0,328,61,460500,6149,420289,10969
-299,62500,519700,2,0,355,71,457200,10530,421489,11854
-196,56500,397500,2,0,265,42,341000,16750,299289,7609
-2322,134200,484600,2,3,1013,4768,350400,85740,386389,46668
-1029,60300,513700,2,3,477,1085,453400,8930,415489,22548
-579,73800,268630,2,1,533,289,194830,46936,170419,7873
-2459,209400,315400,2,2,1710,4911,106000,177860,217189,62534
-259,57000,517200,2,0,322,59,460200,5280,418989,10747
-250,55900,514500,2,0,315,56,458600,4449,416289,10471
-289,62200,505900,2,0,346,68,443700,11610,407689,11411
-810,55900,515300,2,1,719,608,459400,4369,417089,14595
-262,57500,516000,2,0,324,59,458500,5900,417789,10810
-904,159200,473100,2,0,844,412,313900,111890,374889,26857
-284,61200,509099,2,0,342,66,447900,10290,410889,11315
-246,55300,514500,2,0,311,55,459200,3850,416289,10359
-1027,168000,301900,3,0,700,604,133900,137810,180981,13682
-896,55700,490500,2,3,424,842,434799,6650,392289,19665
-882,55300,486900,2,3,419,817,431599,6610,388689,19345
-1115,219200,380200,2,0,998,619,161000,181180,281989,27815
-405,76600,531800,2,0,442,110,455200,23420,433589,14945
-685,128800,455000,2,0,664,258,326200,83300,356789,20679
-1152,211000,425100,2,0,1037,642,214100,168490,326889,31038
-417,87500,448300,2,0,446,117,360800,42670,350089,13784
-856,58600,515200,2,1,754,668,456599,7079,416989,15296
-405,57500,527100,3,0,369,110,469600,4789,406181,10509
-257,56300,522299,2,0,321,58,466000,4069,424089,10744
-957,202600,344700,2,0,864,484,142100,168130,246489,22472
-252,56200,514200,2,0,316,57,458000,4780,415989,10520
-288,61100,518500,2,0,346,68,457400,9250,420289,11555
-259,56800,519099,2,0,322,58,462299,4890,420889,10757
-903,153900,497800,2,0,847,410,343900,104120,399589,27673
-444,88400,475100,2,0,470,127,386700,40890,376889,14992
-472,97400,440200,2,0,490,142,342800,53380,341989,14989
-932,166600,459700,2,0,865,437,293100,120630,361489,27100
-244,54900,515900,2,0,310,54,461000,3310,417689,10319
-1112,220000,376300,2,0,994,617,156300,182369,278089,27530
-277,81800,304500,2,0,322,71,222700,51350,206289,7593
-484,98600,445500,2,0,501,147,346900,54050,347289,15409
-309,66900,485800,2,0,361,75,418900,18320,387589,11668
-354,86500,375000,2,0,390,95,288500,49000,276789,10774
-698,152300,354000,2,0,661,280,201700,116900,255789,17530
-272,59100,513200,2,0,332,62,454099,7780,414989,11036
-304,86400,309700,2,0,344,80,223299,55430,211489,8222
-638,73100,472900,1,0,657,216,399799,25810,328311,10799
-915,55000,507299,2,3,431,879,452299,4270,409089,20249
-260,57100,516300,2,0,322,59,459200,5470,418089,10742
-938,54800,521900,2,3,440,926,467100,2610,423689,20896
-349,65500,569700,2,0,398,88,504200,8530,471489,13897
-2327,138200,546300,2,1,1876,4185,408100,83570,448089,38765
-795,177700,327100,2,0,732,356,149400,144990,228889,18303
-222,51600,517900,2,0,292,48,466300,-191,419689,9745
-2182,108699,578300,2,2,1528,4600,469600,50870,480089,71755
-330,67000,518800,2,0,380,81,451800,15120,420589,12680
-294,61500,524000,2,0,351,69,462500,9100,425789,11783
-127,45500,386000,2,0,209,27,340500,6899,287789,5892
-1030,58500,531300,2,3,476,1094,472800,5369,433089,22802
-378,55400,510600,0,0,467,100,455200,4339,340423,8486
-1591,133800,378600,2,1,1304,1870,244800,95940,280389,23485
-277,59200,521400,2,0,337,64,462200,7060,423189,11273
-1031,213100,354000,2,0,925,548,140900,177700,255789,24528
-328,66600,520200,2,0,378,81,453600,14580,421989,12647
-796,122100,596800,2,0,769,328,474700,62420,498589,27395
-543,97100,524200,2,0,555,174,427100,44680,425989,18613
-535,92100,557800,2,0,551,170,465700,36320,459589,19047
-810,135300,525100,2,0,774,339,389799,82790,426889,25991
-150,49600,383600,2,0,227,31,334000,11240,285389,6369
-1074,73000,433600,2,3,503,1122,360600,29640,335389,22035
-274,58200,528500,2,0,334,63,470300,5350,430289,11269
-127,51900,305900,2,0,205,28,254000,21309,207689,4850
-295,61400,526000,2,0,351,70,464600,8799,427789,11819
-1071,60700,530100,2,3,493,1173,469400,7690,431889,23594
-405,58099,519200,3,0,368,111,461100,6179,398281,10413
-237,53300,523900,2,0,304,52,470600,909,425689,10210
-1242,192600,543400,2,0,1131,719,350800,138260,445189,38584
-256,55800,527400,2,0,320,58,471599,3059,429189,10776
-483,121500,310200,2,0,484,160,188700,90480,211989,11590
-842,139700,525900,2,0,800,362,386200,87110,427689,26886
-541,40100,442000,2,3,281,352,401900,-4101,343789,12407
-550,115700,404400,2,0,549,183,288700,75260,306189,15941
-240,54300,515800,2,0,306,53,461500,2719,417589,10203
-252,56000,516599,2,0,316,56,460600,4339,418389,10543
-927,58400,558500,2,1,809,781,500100,2549,460289,16827
-244,54400,523300,2,0,310,54,468900,2070,425089,10406
-263,57699,514200,2,0,325,60,456500,6279,415989,10801
-516,98800,479700,2,0,529,161,380900,50830,381489,16961
-1047,214800,357800,2,0,939,562,143000,179020,259589,25091
-896,161400,457800,2,0,836,408,296400,115620,359589,26117
-90,39300,380700,2,0,179,19,341400,1230,282489,4995
-258,56900,514900,2,0,321,58,458000,5409,416689,10669
-89,41700,341800,2,0,176,20,300100,7520,243589,4570
-263,57000,524500,2,0,326,60,467500,4549,426289,10934
-101,39600,407400,2,0,189,21,367800,-1141,309189,5509
-318,65600,516300,2,0,370,78,450700,13970,418089,12342
-264,56600,532800,2,0,327,60,476200,3320,434589,11069
-297,65900,476599,2,0,351,71,410700,18240,378389,11221
-922,219100,281100,2,0,822,486,62000,190990,182889,18032
-253,55800,520600,2,0,317,57,464799,3740,422389,10606
-242,54300,519500,2,0,308,53,465200,2349,421289,10294
-258,56300,524300,2,0,321,58,468000,3870,426089,10794
-234,52600,527000,2,0,301,51,474400,-101,428789,10149
-1071,61100,526200,2,3,494,1170,465100,8480,427989,23535
-288,60800,522400,2,0,346,68,461599,8560,424189,11605
-302,65500,488700,2,0,355,72,423200,16630,390489,11509
-239,53700,523100,2,0,306,53,469400,1389,424889,10267
-264,57100,524200,2,0,326,60,467100,4679,425989,10945
-254,54800,536500,2,0,318,57,481700,1150,438289,10808
-234,52500,530300,2,0,302,51,477800,-531,432089,10208
-575,46500,396000,2,3,298,377,349500,6899,297789,12462
-216,50900,514700,2,0,287,46,463800,-571,416489,9539
-259,55199,540900,2,0,323,58,485700,1109,442689,10996
-623,46300,428100,2,3,316,439,381800,3489,329889,13746
-267,57100,531600,2,0,329,61,474500,3940,433389,11135
-256,56300,520600,2,0,320,58,464300,4239,422389,10701
-1026,58900,525500,2,3,475,1085,466599,6350,427289,22650
-239,53500,525100,2,0,306,53,471599,989,426889,10277
-443,59800,537000,0,0,527,129,477200,6099,366823,9871
-1010,217399,330700,2,0,902,538,113300,184330,232489,22744
-1410,59300,552700,3,3,575,1842,493400,4029,431781,23044
-1119,185900,497800,2,0,1023,598,311900,136120,399589,33427
-235,43300,318000,1,0,309,55,274700,11500,173411,3378
-435,59000,537300,0,0,520,126,478300,5270,367123,9747
-202,51700,472299,2,0,273,43,420600,4470,374089,8703
-658,133000,298100,0,0,723,201,165100,103190,127923,7656
-293,75300,377500,2,0,341,72,302200,37550,279289,9463
-411,58000,529200,3,0,373,113,471200,5079,408281,10656
-272,57699,533300,2,0,334,62,475600,4369,435089,11297
-801,97800,531200,0,0,854,339,433400,44680,361023,15888
-534,117400,380000,2,0,534,177,262600,79400,281789,14886
-271,57200,537300,2,0,333,62,480100,3469,439089,11302
-1721,185500,583800,3,0,1296,1294,398300,127120,462881,38639
-246,53800,535800,2,0,312,55,482000,219,437589,10594
-254,56700,511200,2,0,318,57,454500,5580,412989,10537
-524,115600,379700,2,0,525,172,264100,77630,281489,14643
-2910,170200,472600,2,3,1259,7283,302400,122940,374389,57349
-357,65900,579400,2,0,406,91,513500,7959,481189,14269
-535,79000,444400,3,0,441,176,365400,34560,323481,11499
-243,55199,509799,2,0,309,54,454600,4220,411589,10223
-483,1.00E+05,433500,2,0,498,147,333500,56650,335289,15088
-1456,96700,430500,2,3,663,1940,333800,53650,332289,28919
-728,123699,523700,2,0,706,282,4.00E+05,71330,425489,23684
-384,76700,500600,2,0,423,102,423900,26640,402389,13888
-678,169400,277800,2,0,631,288,108400,141620,179589,13690
-833,136700,535700,2,0,794,355,399000,83130,437489,26912
-528,71400,518500,3,0,452,167,447100,19550,397581,12774
-440,61000,530200,3,0,393,125,469200,7979,409281,11234
-795,127400,560800,2,0,766,328,433400,71320,462589,26520
-410,58800,516200,3,0,371,113,457400,7180,395281,10459
-300,62400,522700,2,0,356,71,460300,10129,424489,11919
-318,48400,525000,3,0,309,78,476599,-4100,404081,8800
-188,44200,561000,2,0,265,39,516800,-11900,462789,9204
-257,55599,531700,2,0,321,58,476100,2429,433489,10845
-524,91600,549000,2,0,542,164,457400,36700,450789,18581
-329,67000,517200,2,0,379,81,450200,15280,418989,12632
-252,55599,522600,2,0,317,56,467000,3340,424389,10618
-445,62800,514000,3,0,394,128,451200,11399,393081,11108
-264,58000,512200,2,0,325,60,454200,6780,413989,10805
-1138,65600,516500,2,3,522,1299,450900,13950,418289,24695
-289,61700,511400,2,0,346,68,449700,10560,413189,11472
-419,59300,522600,3,0,378,116,463300,7040,401681,10718
-242,54300,519700,2,0,308,53,465400,2330,421489,10299
-2986,201700,402100,2,3,1310,7338,200400,161490,303889,55165
-303,62699,524900,2,0,358,72,462200,10209,426689,12039
-444,108400,339000,2,0,457,136,230600,74500,240789,11745
-319,64100,534900,2,0,372,78,470800,10610,436689,12596
-681,71100,541700,1,0,698,237,470600,16930,397111,12705
-1078,59900,546700,2,2,799,1244,486800,5230,448489,36938
-256,56300,519600,2,0,319,57,463300,4339,421389,10675
-1100,227900,348100,2,0,978,618,120200,193090,249889,25627
-244,54100,527100,2,0,310,54,473000,1389,428889,10441
-241,53900,523700,2,0,307,53,469799,1530,425489,10320
-282,61700,498600,2,0,339,66,436900,11840,400389,11116
-1034,165200,535500,2,0,959,519,370300,111649,437289,32508
-267,59100,504700,2,0,328,61,445600,8630,406489,10810
-603,115800,456200,2,0,598,209,340400,70180,357989,18654
-1060,62400,509300,2,3,491,1141,446900,11470,411089,23086
-490,92400,499500,2,0,509,148,407100,42450,401289,16685
-374,55599,503600,0,0,463,98,448000,5239,333423,8342
-277,59500,517700,2,0,337,64,458200,7730,419489,11231
-267,58800,507100,2,0,328,61,448300,8089,408889,10819
-282,60500,513500,2,0,340,65,453000,9149,415289,11306
-264,57400,520900,2,0,326,60,463500,5310,422689,10918
-444,80700,545600,2,0,475,126,464900,26140,447389,16246
-269,58500,515300,2,0,330,61,456800,6969,417089,10979
-260,56500,525500,2,0,323,59,469000,3950,427289,10863
-278,59800,515300,2,0,337,64,455500,8270,417089,11223
-227,60400,412700,2,0,290,51,352299,19130,314489,8547
-321,63300,550000,2,0,375,78,486700,8300,451789,12869
-242,55199,507800,2,0,308,54,452600,4419,409589,10174
-769,118900,594700,2,0,747,310,475800,59429,496489,26564
-572,63500,275700,2,3,310,336,212200,35930,177489,10143
-811,195000,284100,2,0,736,388,89100,166590,185889,16311
-250,54700,531200,2,0,315,56,476500,1579,432989,10658
-236,53099,524300,2,0,303,52,471200,669,426089,10181
-318,67100,497600,2,0,369,77,430500,17340,399389,12059
-493,55700,526100,1,0,536,141,470400,3090,381511,9562
-1200,219200,424000,2,0,1075,691,204800,176800,325789,32135
-497,56900,513200,1,0,539,143,456300,5580,368611,9438
-953,70300,406100,2,2,717,929,335800,29690,307889,29761
-1612,156000,520600,1,0,1493,1094,364600,103940,376011,26396
-448,83600,524000,2,0,477,129,440400,31200,425789,16018
-495,95100,484600,2,0,513,151,389500,46640,386389,16535
-1456,210200,590700,2,0,1314,960,380500,151130,492489,46584
-362,67000,573700,2,0,409,93,506700,9630,475489,14336
-519,48000,402900,2,1,494,272,354900,7710,304689,9155
-975,56700,521400,2,3,454,989,464700,4560,423189,21595
-953,172100,450200,2,0,881,455,278100,127080,351989,27259
-278,59400,520500,2,0,337,64,461100,7350,422289,11287
-216,62800,366400,2,0,278,49,303600,26160,268189,7579
-2591,195400,414500,2,1,2065,4784,219100,153950,316289,38688
-3872,133800,531300,1,3,1757,12101,397500,80670,386711,46567
-130,44800,404700,2,0,212,27,359900,4330,306489,6178
-368,54900,504400,0,0,458,96,449500,4460,334223,8256
-940,57300,503100,2,2,708,959,445800,6990,404889,31900
-309,63000,531300,2,0,363,74,468300,9869,433089,12278
-547,95000,546200,2,0,560,176,451200,40380,447989,19151
-264,57600,517299,2,0,326,60,459700,5870,419089,10862
-39,32000,348800,2,0,137,12,316799,-2880,250589,3608
-620,138600,351000,2,0,598,230,212399,103500,252789,15766
-343,71000,496900,2,0,390,87,425900,21309,398689,12738
-897,61200,513600,2,1,785,724,452400,9840,415389,15914
-1274,73500,514900,2,2,928,1656,441400,22010,416689,42111
-234,53400,515200,2,0,301,51,461800,1879,416989,10020
-2464,194800,393600,2,1,1965,4285,198800,155440,295389,36021
-258,56900,515800,2,0,321,58,458900,5320,417589,10692
-155,49200,400400,2,0,232,32,351200,9159,302189,6690
-226,51900,521400,2,0,295,49,469500,-240,423189,9883
-854,60300,497700,2,1,751,659,437400,10530,399489,15079
-297,60900,537300,2,0,354,70,476400,7170,439089,12033
-243,57000,484200,2,0,307,54,427200,8580,385989,9900
-686,116100,535100,2,0,674,256,419000,62590,436889,22825
-285,61300,510100,2,0,343,67,448800,10290,411889,11361
-360,81000,426100,2,0,398,94,345100,38390,327889,11951
