"City, State",Classification,Definition,DRG,Hospital Referral Region Description,Provider City,Provider Id,Provider Name,Provider State,Provider Street Address,Provider Zip Code,Average Covered Charges ,Average Total Payments ,Number of Records,Reimbursement Rate,Total Discharges ,Total Payment
"SAN FRANCISCO, CA",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,CA - San Francisco,SAN FRANCISCO,50152,SAINT FRANCIS MEMORIAL HOSPITAL,CA,900 HYDE ST,94109,"$56,284","$6,862",1,0.121922439,12,"82,348.00"
"SAN FRANCISCO, CA",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,CA - San Francisco,SAN FRANCISCO,50454,UCSF Medical Center,CA,"505 PARNASSUS AVE, BOX 0296",94143,"$37,948","$9,687",1,0.255273509,15,"145,305"
"SAN FRANCISCO, CA",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,CA - San Francisco,SAN FRANCISCO,50047,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP,CA,2333 BUCHANAN STREET,94115,"$45,694","$12,674",1,0.277360222,16,"202,780"
"GREENBRAE, CA",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,CA - San Francisco,GREENBRAE,50360,MARIN GENERAL HOSPITAL,CA,"250 BON AIR ROAD, PO BOX 8010",94904,"$58,523","$5,448",1,0.093086263,18,"98,058.00"
"SAN FRANCISCO, CA",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,CA - San Francisco,SAN FRANCISCO,50228,SAN FRANCISCO GENERAL HOSPITAL,CA,1001 POTRERO AVENUE,94110,"$50,383","$9,839",1,0.195293747,33,"324,703.00"
"MOUNTAIN VIEW, CA",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,CA - San Jose,MOUNTAIN VIEW,50308,EL CAMINO HOSPITAL,CA,2500 GRANT ROAD,94040,"$40,400","$5,203",1,0.128776783,23,"119,659.00"
"SAN LUIS OBISPO, CA",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,CA - San Luis Obispo,SAN LUIS OBISPO,50506,SIERRA VISTA REGIONAL MEDICAL CENTER,CA,1010 MURRAY ST,93405,"$65,478","$5,154",1,0.078713369,13,"67,002"
"STANFORD, CA",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,CA - San Mateo County,STANFORD,50441,Standford Hospital,CA,300 PASTEUR DRIVE,94305,"$58,577","$8,940",1,0.152619694,22,"196,681.00"
"BURLINGAME, CA",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,CA - San Mateo County,BURLINGAME,50007,PENINSULA MEDICAL CENTER,CA,1501 TROUSDALE DRIVE,94010,"$26,556","$5,384",1,0.202754663,99,"533,056.00"
"SANTA BARBARA, CA",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,CA - Santa Barbara,SANTA BARBARA,50396,SANTA BARBARA COTTAGE HOSPITAL,CA,400 WEST PUEBLO,93102,"$18,894","$5,121",1,0.271036099,134,"686,197.00"
"SANTA CRUZ, CA",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,CA - Santa Cruz,SANTA CRUZ,50242,DOMINICAN HOSPITAL,CA,1555 SOQUEL DRIVE,95065,"$46,034","$5,902",1,0.128218957,29,"171,170.00"
"SANTA ROSA, CA",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,CA - Santa Rosa,SANTA ROSA,50174,SANTA ROSA MEMORIAL HOSPITAL,CA,1165 MONTGOMERY DR,95405,"$39,581","$5,511",1,0.139220742,15,"82,658.00"
"VENTURA, CA",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,CA - Ventura,VENTURA,50394,COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA,CA,147 N BRENT ST,93003,"$55,463","$4,327",1,0.07801818,12,"51,925.00"
"THOUSAND OAKS, CA",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,CA - Ventura,THOUSAND OAKS,50549,LOS ROBLES HOSPITAL & MEDICAL CENTER,CA,215 W JANSS RD,91360,"$58,188","$7,585",1,0.130361183,14,"106,196.00"
"COLORADO SPRING, CO",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,CO - Colorado Springs,COLORADO SPRING,60022,MEMORIAL HOSPITAL CENTRAL,CO,1400 E BOULDER ST,80909,"$20,156","$4,040",1,0.200448764,22,"88,887.00"
"COLORADO SPRING, CO",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,CO - Colorado Springs,COLORADO SPRING,60031,CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES,CO,2222 N NEVADA AVE,80907,"$18,780","$4,055",1,0.215910557,26,"105,422.00"
"WHEAT RIDGE, CO",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,CO - Denver,WHEAT RIDGE,60009,EXEMPLA LUTHERAN MEDICAL CENTER,CO,8300 W 38TH AVE,80033,"$32,632","$4,319",1,0.132361311,14,"60,469.00"
"AURORA, CO",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,CO - Denver,AURORA,60024,UNIVERSITY OF COLORADO HOSPITAL ANSCHUTZ INPATIENT,CO,12605 EAST 16TH AVENUE,80045,"$29,080","$7,328",1,0.251991609,18,"131,904"
"DENVER, CO",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,CO - Denver,DENVER,60011,DENVER HEALTH MEDICAL CENTER,CO,777 BANNOCK ST,80204,"$19,731","$6,980",1,0.353777045,19,"132,625.00"
"AURORA, CO",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,CO - Denver,AURORA,60100,"MEDICAL CENTER OF AURORA, THE",CO,1501 S POTOMAC ST,80012,"$16,315","$4,546",1,0.2786209,43,"195,469.00"
"FORT COLLINS, CO",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,CO - Fort Collins,FORT COLLINS,60010,POUDRE VALLEY HOSPITAL,CO,1024 S LEMAY AVE,80524,"$17,402","$4,674",1,0.268573399,21,"98,148.00"
"GREELEY, CO",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,CO - Greeley,GREELEY,60001,NORTH COLORADO MEDICAL CENTER,CO,1801 16TH STREET,80631,"$17,614","$4,313",1,0.244860965,14,"60,381.00"
"PUEBLO, CO",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,CO - Pueblo,PUEBLO,60020,PARKVIEW MEDICAL CENTER INC,CO,400 W 16TH STREET,81003,"$16,053","$3,978",1,0.247795629,11,"43,756.00"
"BRIDGEPORT, CT",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,CT - Bridgeport,BRIDGEPORT,70010,BRIDGEPORT HOSPITAL,CT,267 GRANT STREET,6610,"$24,395","$9,028",1,0.370059894,18,"162,497.00"
"NORWALK, CT",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,CT - Bridgeport,NORWALK,70034,NORWALK HOSPITAL ASSOCIATION,CT,24 STEVENS STREET,6856,"$27,365","$5,866",1,0.214352749,22,"129,047.00"
"BRIDGEPORT, CT",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,CT - Bridgeport,BRIDGEPORT,70028,ST VINCENT'S MEDICAL CENTER,CT,2800 MAIN ST,6606,"$24,168","$5,384",1,0.222788468,24,"129,226.00"
"GREENWICH, CT",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,CT - Bridgeport,GREENWICH,70018,GREENWICH HOSPITAL ASSOCIATION,CT,5 PERRYRIDGE RD,6830,"$11,428","$4,754",1,0.415971172,66,"313,750.00"
"NORWICH, CT",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,CT - Hartford,NORWICH,70024,WILLIAM W BACKUS HOSPITAL,CT,326 WASHINGTON ST,6360,"$16,589","$4,427",1,0.266869459,13,"57,552.00"
"SHARON, CT",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,CT - Hartford,SHARON,70004,SHARON HOSPITAL,CT,"50 HOSPITAL HILL ROAD, PO BOX 789",6069,"$10,775","$5,907",1,0.548197803,13,"76,791"
"TORRINGTON, CT",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,CT - Hartford,TORRINGTON,70011,CHARLOTTE HUNGERFORD HOSPITAL,CT,540 LITCHFIELD ST,6790,"$9,191","$4,347",1,0.473003624,13,"56,514.00"
"FARMINGTON, CT",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,CT - Hartford,FARMINGTON,70036,JOHN DEMPSEY HOSPITAL,CT,263 FARMINGTON AVE,6032,"$15,234","$7,492",1,0.491779533,15,"112,379.00"
"HARTFORD, CT",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,CT - Hartford,HARTFORD,70025,HARTFORD HOSPITAL,CT,80 SEYMOUR STREET,6102,"$26,555","$6,478",1,0.243961803,19,"123,088.00"
"MIDDLETOWN, CT",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,CT - Hartford,MIDDLETOWN,70020,MIDDLESEX HOSPITAL,CT,28 CRESCENT ST,6457,"$30,018","$4,703",1,0.156654812,21,"98,753.00"
"HARTFORD, CT",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,CT - Hartford,HARTFORD,70002,ST FRANCIS HOSPITAL & MEDICAL CENTER,CT,114 WOODLAND STREET,6105,"$21,293","$5,912",1,0.277663176,39,"230,574.00"
"NEW BRITAIN, CT",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,CT - Hartford,NEW BRITAIN,70035,"HOSPITAL OF CENTRAL CONNECTICUT, THE",CT,100 GRAND STREET,6050,"$19,964","$5,358",1,0.268374792,53,"283,962.00"
"DERBY, CT",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,CT - New Haven,DERBY,70031,GRIFFIN HOSPITAL,CT,130 DIVISION ST,6418,"$18,333","$5,003",1,0.272901657,12,"60,037.00"
"WATERBURY, CT",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,CT - New Haven,WATERBURY,70016,SAINT MARYS HOSPITAL,CT,56 FRANKLIN ST,6706,"$13,012","$5,383",1,0.413681804,12,"64,596"
"WATERBURY, CT",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,CT - New Haven,WATERBURY,70005,WATERBURY HOSPITAL,CT,64 ROBBINS ST,6721,"$31,168","$5,266",1,0.168955576,21,"110,587.00"
"MERIDEN, CT",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,CT - New Haven,MERIDEN,70017,MIDSTATE MEDICAL CENTER,CT,435 LEWIS AVE,6450,"$11,771","$4,419",1,0.375399032,26,"114,892.00"
"NEW HAVEN, CT",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,CT - New Haven,NEW HAVEN,70001,HOSPITAL OF ST RAPHAEL,CT,1450 CHAPEL ST,6511,"$36,186","$7,189",1,0.198666556,27,"194,101.00"
"DANBURY, CT",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,CT - New Haven,DANBURY,70033,DANBURY HOSPITAL,CT,24 HOSPITAL AVE,6810,"$15,656","$5,362",1,0.342511566,28,"150,142.00"
"NEW HAVEN, CT",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,CT - New Haven,NEW HAVEN,70022,YALE-NEW HAVEN HOSPITAL,CT,20 YORK ST,6504,"$41,222","$9,515",1,0.230815817,57,"542,338.00"
"WASHINGTON, DC",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,DC - Washington,WASHINGTON,90001,GEORGE WASHINGTON UNIV HOSPITAL,DC,900 23RD ST NW,20037,"$53,472","$6,587",1,0.123180567,13,"85,627.00"
"WASHINGTON, DC",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,DC - Washington,WASHINGTON,90011,WASHINGTON HOSPITAL CENTER,DC,110 IRVING ST NW,20010,"$21,257","$5,913",1,0.278142433,17,"100,514.00"
"WASHINGTON, DC",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,DC - Washington,WASHINGTON,90003,HOWARD UNIVERSITY HOSPITAL,DC,2041 GEORGIA AVE NW,20060,"$18,728","$8,876",1,0.473935823,17,"150,886.00"
"WASHINGTON, DC",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,DC - Washington,WASHINGTON,90006,PROVIDENCE HOSPITAL,DC,1150 VARNUM ST NE,20017,"$5,934","$5,447",1,0.917974355,33,"179,766.00"
"DOVER, DE",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,DE - Wilmington,DOVER,80004,BAYHEALTH - KENT GENERAL HOSPITAL,DE,640 S STATE STREET,19901,"$15,086","$4,094",1,0.271392948,21,"85,980.00"
"NEWARK, DE",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,DE - Wilmington,NEWARK,80001,"CHRISTIANA CARE HEALTH SERVICES, INC.",DE,4755 OGLETOWN-STANTON ROAD,19718,"$13,856","$5,091",1,0.367452054,52,"264,747.00"
"MARIANNA, FL",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,AL - Dothan,MARIANNA,100142,JACKSON HOSPITAL,FL,4250 HOSPITAL DR,32446,"$4,990","$3,673",1,0.735939,19,"69,781.00"
"BRADENTON, FL",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,FL - Bradenton,BRADENTON,100213,BLAKE MEDICAL CENTER,FL,2020 59TH ST W,34209,"$26,666","$3,349",1,0.125577837,15,"50,229"
"BRADENTON, FL",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,FL - Bradenton,BRADENTON,100299,LAKEWOOD RANCH MEDICAL CENTER,FL,8330 LAKEWOOD RANCH BOULEVARD,34202,"$8,217","$3,508",1,0.426881517,29,"101,728.00"
"LARGO, FL",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,FL - Clearwater,LARGO,100248,LARGO MEDICAL CENTER,FL,201 14TH ST SW,33770,"$30,115","$4,700",1,0.156069268,12,"56,400"
"CLEARWATER, FL",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,FL - Clearwater,CLEARWATER,100127,MORTON PLANT HOSPITAL,FL,300 PINELLAS ST,33756,"$10,758","$3,656",1,0.339857209,46,"168,178.00"
"JUPITER, FL",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,FL - Fort Lauderdale,JUPITER,100253,JUPITER MEDICAL CENTER,FL,1210 S OLD DIXIE HWY,33458,"$23,875","$6,411",1,0.268507724,12,"76,928.00"
"FORT LAUDERDALE, FL",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,FL - Fort Lauderdale,FORT LAUDERDALE,100200,BROWARD HEALTH IMPERIAL POINT MEDICAL CENTER,FL,6401 N FEDERAL HWY,33308,"$12,399","$3,701",1,0.298480498,15,"55,512"
"FORT LAUDERDALE, FL",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,FL - Fort Lauderdale,FORT LAUDERDALE,100039,BROWARD HEALTH BROWARD GENERAL MEDICAL CENTER,FL,1600 S ANDREWS AVE,33316,"$19,651","$5,397",1,0.274653621,15,"80,958"
"POMPANO BEACH, FL",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,FL - Fort Lauderdale,POMPANO BEACH,100086,BROWARD HEALTH NORTH BROWARD MEDICAL CENTER,FL,201 E SAMPLE RD,33064,"$15,451","$3,954",1,0.255904931,18,"71,171.00"
"ATLANTIS, FL",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,FL - Fort Lauderdale,ATLANTIS,100080,JFK MEDICAL CENTER,FL,5301 S CONGRESS AVE,33462,"$24,980","$3,868",1,0.15484833,20,"77,363"
"PUNTA GORDA, FL",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,FL - Fort Myers,PUNTA GORDA,100047,CHARLOTTE REGIONAL MEDICAL CENTER,FL,809 E MARION AVE,33950,"$16,525","$3,467",1,0.209806502,12,"41,604"
"CAPE CORAL, FL",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,FL - Fort Myers,CAPE CORAL,100244,CAPE CORAL HOSPITAL,FL,636 DEL PRADO BLVD,33990,"$11,272","$3,435",1,0.304784003,13,"44,660.00"
"FORT MYERS, FL",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,FL - Fort Myers,FORT MYERS,100012,LEE MEMORIAL HOSPITAL,FL,2776 CLEVELAND AVE,33901,"$12,405","$3,689",1,0.297367367,31,"114,355.00"
"FORT MYERS, FL",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,FL - Fort Myers,FORT MYERS,100220,GULF COAST MEDICAL CENTER LEE MEM HEALTH SYSTEM,FL,13681 DOCTOR'S WAY,33912,"$15,655","$3,654",1,0.23337573,34,"124,221.00"
"NAPLES, FL",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,FL - Fort Myers,NAPLES,100018,NAPLES COMMUNITY HOSPITAL,FL,350 7TH ST N,34102,"$14,867","$3,631",1,0.244210693,80,"290,462"
"GAINESVILLE, FL",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,FL - Gainesville,GAINESVILLE,100113,SHANDS HOSPITAL AT THE UNIVERSITY OF FLORIDA,FL,1600 SW ARCHER RD,32610,"$15,817","$6,195",1,0.391667325,20,"123,902"
"JACKSONVILLE, FL",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,FL - Jacksonville,JACKSONVILLE,100040,ST VINCENT'S MEDICAL CENTER,FL,1 SHIRCLIFF WAY,32204,"$12,940","$3,552",1,0.27448076,12,"42,620.00"
"SAINT AUGUSTINE, FL",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,FL - Jacksonville,SAINT AUGUSTINE,100090,FLAGLER HOSPITAL,FL,400 HEALTH PARK BLVD,32086,"$15,901","$4,148",1,0.260843484,13,"53,920.00"
"JACKSONVILLE, FL",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,FL - Jacksonville,JACKSONVILLE,100179,MEMORIAL HOSPITAL JACKSONVILLE,FL,3625 UNIVERSITY BLVD S,32216,"$30,412","$3,598",1,0.118303237,16,"57,566"
"JACKSONVILLE, FL",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,FL - Jacksonville,JACKSONVILLE,100088,BAPTIST MEDICAL CENTER,FL,800 PRUDENTIAL DR,32207,"$34,261","$4,827",1,0.140887276,21,"101,366.00"
"JACKSONVILLE, FL",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,FL - Jacksonville,JACKSONVILLE,100001,SHANDS JACKSONVILLE MEDICAL CENTER,FL,655 W 8TH ST,32209,"$17,581","$5,784",1,0.328971903,32,"185,074"
"LAKELAND, FL",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,FL - Lakeland,LAKELAND,100157,LAKELAND REGIONAL MEDICAL CENTER,FL,1324 LAKELAND HILLS BLVD,33805,"$20,283","$3,778",1,0.186279162,32,"120,903"
"HIALEAH, FL",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,FL - Miami,HIALEAH,100187,PALMETTO GENERAL HOSPITAL,FL,2001 W 68TH ST,33016,"$32,951","$5,338",1,0.162000353,11,"58,718"
"MIAMI, FL",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,FL - Miami,MIAMI,100029,NORTH SHORE MEDICAL CENTER,FL,1100 NW 95TH ST,33150,"$27,309","$4,845",1,0.177417174,13,"62,987.00"
"MIAMI BEACH, FL",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,FL - Miami,MIAMI BEACH,100034,MOUNT SINAI MEDICAL CENTER,FL,4300 ALTON RD,33140,"$25,774","$5,079",1,0.197043892,19,"96,492.00"
"SOUTH MIAMI, FL",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,FL - Miami,SOUTH MIAMI,100181,LARKIN COMMUNITY HOSPITAL,FL,7031 SW 62ND AVE,33143,"$20,117","$5,867",1,0.29164586,22,"129,074"
"MIAMI, FL",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,FL - Miami,MIAMI,100022,Jackson Memorial Hospital,FL,1611 NW 12TH AVE,33136,"$19,612","$9,221",1,0.470161734,25,"230,525"
"HOLLYWOOD, FL",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,FL - Miami,HOLLYWOOD,100038,MEMORIAL REGIONAL HOSPITAL,FL,3501 JOHNSON ST,33021,"$17,463","$4,549",1,0.260499241,42,"191,059.00"
"PEMBROKE PINES, FL",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,FL - Miami,PEMBROKE PINES,100230,MEMORIAL HOSPITAL PEMBROKE,FL,7800 SHERIDAN ST,33024,"$10,381","$4,473",1,0.430861604,58,"259,411.00"
"AVENTURA, FL",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,FL - Miami,AVENTURA,100131,AVENTURA HOSPITAL AND MEDICAL CENTER,FL,20900 BISCAYNE BLVD,33180,"$17,627","$3,763",1,0.213492962,60,"225,794.00"
"SOUTH MIAMI, FL",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,FL - Miami,SOUTH MIAMI,100154,"SOUTH MIAMI HOSPITAL, INC",FL,6200 SW 73RD ST,33143,"$18,339","$4,391",1,0.23944378,65,"285,428"
"VERO BEACH, FL",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,FL - Orlando,VERO BEACH,100105,INDIAN RIVER MEDICAL CENTER,FL,1000 36TH ST,32960,"$11,372","$3,807",1,0.334764766,12,"45,682.00"
"WINTER HAVEN, FL",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,FL - Orlando,WINTER HAVEN,100052,WINTER HAVEN HOSPITAL,FL,200 AVE F NE,33881,"$20,068","$3,734",1,0.186087845,12,"44,812.00"
"OCOEE, FL",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,FL - Orlando,OCOEE,100030,HEALTH CENTRAL,FL,10000 W COLONIAL DR,34761,"$14,771","$3,741",1,0.253249526,13,"48,631.00"
"TITUSVILLE, FL",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,FL - Orlando,TITUSVILLE,100028,PARRISH MEDICAL CENTER,FL,951 N WASHINGTON AVE,32796,"$11,764","$3,439",1,0.29237942,13,"44,713.00"
"LEESBURG, FL",Alcohol and Drug Use,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897,FL - Orlando,LEESBURG,100084,LEESBURG REGIONAL MEDICAL CENTER,FL,600 E DIXIE AVE,34748,"$18,968","$3,507",1,0.184915721,14,"49,104.00"
