Country Name,Indicator Name,Year,Value
Middle East & North Africa (excluding high income),"Fertility rate, total (births per woman)",1962,6.94972075543
Middle East & North Africa (excluding high income),GDP growth (annual %),1962,
Middle East & North Africa (excluding high income),Imports of goods and services (% of GDP),1962,
Middle East & North Africa (excluding high income),"Industry, value added (% of GDP)",1962,
Middle East & North Africa (excluding high income),"Inflation, GDP deflator (annual %)",1962,
Middle East & North Africa (excluding high income),"Life expectancy at birth, total (years)",1962,47.8249881021
Middle East & North Africa (excluding high income),Population density (people per sq. km of land area),1962,11.9338175239
Middle East & North Africa (excluding high income),"Services, etc., value added (% of GDP)",1962,
Middle East & North Africa (IDA & IBRD countries),"Agriculture, value added (% of GDP)",1962,
Middle East & North Africa (IDA & IBRD countries),CO2 emissions (metric tons per capita),1962,0.850062509108
Middle East & North Africa (IDA & IBRD countries),Domestic credit provided by financial sector (% of GDP),1962,21.0961617263
Middle East & North Africa (IDA & IBRD countries),Electric power consumption (kWh per capita),1962,
Middle East & North Africa (IDA & IBRD countries),Energy use (kg of oil equivalent per capita),1962,
Middle East & North Africa (IDA & IBRD countries),Exports of goods and services (% of GDP),1962,
Middle East & North Africa (IDA & IBRD countries),"Fertility rate, total (births per woman)",1962,6.94972075543
Middle East & North Africa (IDA & IBRD countries),GDP growth (annual %),1962,
Middle East & North Africa (IDA & IBRD countries),Imports of goods and services (% of GDP),1962,
Middle East & North Africa (IDA & IBRD countries),"Industry, value added (% of GDP)",1962,
Middle East & North Africa (IDA & IBRD countries),"Inflation, GDP deflator (annual %)",1962,
Middle East & North Africa (IDA & IBRD countries),"Life expectancy at birth, total (years)",1962,47.8249881021
Middle East & North Africa (IDA & IBRD countries),Population density (people per sq. km of land area),1962,11.942134485499999
Middle East & North Africa (IDA & IBRD countries),"Services, etc., value added (% of GDP)",1962,
Middle income,"Agriculture, value added (% of GDP)",1962,35.5140143162
Middle income,CO2 emissions (metric tons per capita),1962,0.8975738437049999
Middle income,Domestic credit provided by financial sector (% of GDP),1962,
Middle income,Electric power consumption (kWh per capita),1962,
Middle income,Energy use (kg of oil equivalent per capita),1962,
Middle income,Exports of goods and services (% of GDP),1962,8.55133251004
Middle income,"Fertility rate, total (births per woman)",1962,5.68460852637
Middle income,GDP growth (annual %),1962,3.7658687333699996
Middle income,Imports of goods and services (% of GDP),1962,8.51537928772
Middle income,"Industry, value added (% of GDP)",1962,27.851907583000003
Middle income,"Inflation, GDP deflator (annual %)",1962,
Middle income,"Life expectancy at birth, total (years)",1962,48.8837077798
Middle income,Population density (people per sq. km of land area),1962,26.8858465643
Middle income,"Services, etc., value added (% of GDP)",1962,36.423792673099996
North America,"Agriculture, value added (% of GDP)",1962,
North America,CO2 emissions (metric tons per capita),1962,15.5680938077
North America,Domestic credit provided by financial sector (% of GDP),1962,101.193683547
North America,Electric power consumption (kWh per capita),1962,4556.77741382
North America,Energy use (kg of oil equivalent per capita),1962,5654.54454258
North America,Exports of goods and services (% of GDP),1962,5.98650854832
North America,"Fertility rate, total (births per woman)",1962,3.48124677805
North America,GDP growth (annual %),1962,6.19483964705
North America,Imports of goods and services (% of GDP),1962,5.37136485436
North America,"Industry, value added (% of GDP)",1962,
North America,"Inflation, GDP deflator (annual %)",1962,1.244634712
North America,"Life expectancy at birth, total (years)",1962,70.232706802
North America,Population density (people per sq. km of land area),1962,11.2422065556
North America,"Services, etc., value added (% of GDP)",1962,
Not classified,"Agriculture, value added (% of GDP)",1962,
Not classified,CO2 emissions (metric tons per capita),1962,
Not classified,Domestic credit provided by financial sector (% of GDP),1962,
Not classified,Electric power consumption (kWh per capita),1962,
Not classified,Energy use (kg of oil equivalent per capita),1962,
Not classified,Exports of goods and services (% of GDP),1962,
Not classified,"Fertility rate, total (births per woman)",1962,
Not classified,GDP growth (annual %),1962,
Not classified,Imports of goods and services (% of GDP),1962,
Not classified,"Industry, value added (% of GDP)",1962,
Not classified,"Inflation, GDP deflator (annual %)",1962,
Not classified,"Life expectancy at birth, total (years)",1962,
Not classified,Population density (people per sq. km of land area),1962,
Not classified,"Services, etc., value added (% of GDP)",1962,
OECD members,"Agriculture, value added (% of GDP)",1962,
OECD members,CO2 emissions (metric tons per capita),1962,7.530947650650001
OECD members,Domestic credit provided by financial sector (% of GDP),1962,81.5718822763
OECD members,Electric power consumption (kWh per capita),1962,2445.52338301
OECD members,Energy use (kg of oil equivalent per capita),1962,2810.85179639
OECD members,Exports of goods and services (% of GDP),1962,11.465662484200001
OECD members,"Fertility rate, total (births per woman)",1962,3.197668704
OECD members,GDP growth (annual %),1962,5.841474154759999
OECD members,Imports of goods and services (% of GDP),1962,11.7736995637
OECD members,"Industry, value added (% of GDP)",1962,
OECD members,"Inflation, GDP deflator (annual %)",1962,4.10945045992
OECD members,"Life expectancy at birth, total (years)",1962,67.7545658145
OECD members,Population density (people per sq. km of land area),1962,23.614741581399997
OECD members,"Services, etc., value added (% of GDP)",1962,
Other small states,"Agriculture, value added (% of GDP)",1962,
Other small states,CO2 emissions (metric tons per capita),1962,0.761356165205
Other small states,Domestic credit provided by financial sector (% of GDP),1962,32.032318791
Other small states,Electric power consumption (kWh per capita),1962,
Other small states,Energy use (kg of oil equivalent per capita),1962,
Other small states,Exports of goods and services (% of GDP),1962,
Other small states,"Fertility rate, total (births per woman)",1962,5.05759486791
Other small states,GDP growth (annual %),1962,
Other small states,Imports of goods and services (% of GDP),1962,
Other small states,"Industry, value added (% of GDP)",1962,
Other small states,"Inflation, GDP deflator (annual %)",1962,
Other small states,"Life expectancy at birth, total (years)",1962,52.2372667579
Other small states,Population density (people per sq. km of land area),1962,4.67365147894
Other small states,"Services, etc., value added (% of GDP)",1962,
Pacific island small states,"Agriculture, value added (% of GDP)",1962,
Pacific island small states,CO2 emissions (metric tons per capita),1962,0.466693916505
Pacific island small states,Domestic credit provided by financial sector (% of GDP),1962,11.2643442623
Pacific island small states,Electric power consumption (kWh per capita),1962,
Pacific island small states,Energy use (kg of oil equivalent per capita),1962,
Pacific island small states,Exports of goods and services (% of GDP),1962,
Pacific island small states,"Fertility rate, total (births per woman)",1962,6.56285435408
Pacific island small states,GDP growth (annual %),1962,
Pacific island small states,Imports of goods and services (% of GDP),1962,
Pacific island small states,"Industry, value added (% of GDP)",1962,
Pacific island small states,"Inflation, GDP deflator (annual %)",1962,
Pacific island small states,"Life expectancy at birth, total (years)",1962,54.60778331109999
Pacific island small states,Population density (people per sq. km of land area),1962,14.7028794146
Pacific island small states,"Services, etc., value added (% of GDP)",1962,
Post-demographic dividend,"Agriculture, value added (% of GDP)",1962,
Post-demographic dividend,CO2 emissions (metric tons per capita),1962,8.02438843688
Post-demographic dividend,Domestic credit provided by financial sector (% of GDP),1962,83.5025851412
Post-demographic dividend,Electric power consumption (kWh per capita),1962,2622.526261
Post-demographic dividend,Energy use (kg of oil equivalent per capita),1962,2964.13104324
Post-demographic dividend,Exports of goods and services (% of GDP),1962,12.6721519146
Post-demographic dividend,"Fertility rate, total (births per woman)",1962,2.86850204989
Post-demographic dividend,GDP growth (annual %),1962,5.87114934268
Post-demographic dividend,Imports of goods and services (% of GDP),1962,12.985093958599998
Post-demographic dividend,"Industry, value added (% of GDP)",1962,
Post-demographic dividend,"Inflation, GDP deflator (annual %)",1962,3.89466767619
Post-demographic dividend,"Life expectancy at birth, total (years)",1962,69.1443628566
Post-demographic dividend,Population density (people per sq. km of land area),1962,24.638995070300002
Post-demographic dividend,"Services, etc., value added (% of GDP)",1962,
Pre-demographic dividend,"Agriculture, value added (% of GDP)",1962,
Pre-demographic dividend,CO2 emissions (metric tons per capita),1962,0.166592997164
Pre-demographic dividend,Domestic credit provided by financial sector (% of GDP),1962,8.34383059237
Pre-demographic dividend,Electric power consumption (kWh per capita),1962,
Pre-demographic dividend,Energy use (kg of oil equivalent per capita),1962,
Pre-demographic dividend,Exports of goods and services (% of GDP),1962,
Pre-demographic dividend,"Fertility rate, total (births per woman)",1962,6.66813171325
Pre-demographic dividend,GDP growth (annual %),1962,
Pre-demographic dividend,Imports of goods and services (% of GDP),1962,
Pre-demographic dividend,"Industry, value added (% of GDP)",1962,
Pre-demographic dividend,"Inflation, GDP deflator (annual %)",1962,2.48595550992
Pre-demographic dividend,"Life expectancy at birth, total (years)",1962,39.7401724753
Pre-demographic dividend,Population density (people per sq. km of land area),1962,9.82469517368
Pre-demographic dividend,"Services, etc., value added (% of GDP)",1962,
Small states,"Agriculture, value added (% of GDP)",1962,
Small states,CO2 emissions (metric tons per capita),1962,1.4807077329
Small states,Domestic credit provided by financial sector (% of GDP),1962,18.4796191177
Small states,Electric power consumption (kWh per capita),1962,
Small states,Energy use (kg of oil equivalent per capita),1962,
Small states,Exports of goods and services (% of GDP),1962,
Small states,"Fertility rate, total (births per woman)",1962,5.27240774734
Small states,GDP growth (annual %),1962,
Small states,Imports of goods and services (% of GDP),1962,
Small states,"Industry, value added (% of GDP)",1962,
Small states,"Inflation, GDP deflator (annual %)",1962,
Small states,"Life expectancy at birth, total (years)",1962,55.586627174899995
Small states,Population density (people per sq. km of land area),1962,5.90812974143
