City,State,Population,lat,lon,year
Hutchinson,Kansas,41889,38.0608445,-97.9297743,2014
Fairfield,California,109320,38.2493581,-122.0399663,2014
Avondale,Arizona,78822,33.4355977,-112.3496021,2014
Euclid,Ohio,48139,41.5931049,-81.5267873,2014
Battle Creek,Michigan,51848,42.3211522,-85.1797142,2014
Bloomington,Minnesota,86319,44.840798,-93.2982799,2014
Rock Island,Illinois,38877,41.5094771,-90.5787476,2014
Beaverton,Oregon,93542,45.487062,-122.8037102,2014
Kenner,Louisiana,66975,29.9940924,-90.2417434,2014
Clovis,New Mexico,39508,34.4047987,-103.2052272,2014
Troy,New York,49974,42.7284117,-73.6917851,2014
Milpitas,California,69783,37.4323341,-121.8995741,2014
Des Plaines,Illinois,58918,42.0333623,-87.8833991,2014
Placentia,California,52206,33.8722371,-117.8703363,2014
Taunton,Massachusetts,56069,41.900101,-71.0897674,2014
Montclair,California,38027,34.0775104,-117.6897776,2014
Johnson City,Tennessee,65123,36.3134397,-82.3534727,2014
Savannah,Georgia,142772,32.0835407,-81.0998342,2014
Warren,Ohio,40768,41.2375569,-80.8184166,2014
Vancouver,Washington,167405,45.6387281,-122.6614861,2014
Sunrise,Florida,90116,26.1669711,-80.256595,2014
Muncie,Indiana,70316,40.1933767,-85.3863599,2014
Lehi,Utah,54382,40.3916172,-111.8507662,2014
San Francisco,California,837442,37.7749295,-122.4194155,2014
Fontana,California,203003,34.0922335,-117.435048,2014
Frisco,Texas,136791,33.1506744,-96.8236116,2014
Chino Hills,California,76572,33.9898188,-117.7325848,2014
Poway,California,49417,32.9628232,-117.0358646,2014
Huber Heights,Ohio,38142,39.843947,-84.1246608,2014
New Brunswick,New Jersey,55831,40.4862157,-74.4518188,2014
Norfolk,Virginia,246139,36.8507689,-76.2858726,2014
Hillsboro,Oregon,97368,45.5228939,-122.989827,2014
San Jacinto,California,45851,33.7839084,-116.958635,2014
Pensacola,Florida,52703,30.421309,-87.2169149,2014
Hamilton,Ohio,62258,39.3995008,-84.5613355,2014
Florence,South Carolina,37792,34.1954331,-79.7625625,2014
San Bernardino,California,213708,34.1083449,-117.2897652,2014
Peachtree Corners,Georgia,40059,33.9698929,-84.2214551,2014
Victorville,California,121096,34.5362184,-117.2927641,2014
Gary,Indiana,78450,41.5933696,-87.3464271,2014
Casa Grande,Arizona,50111,32.8795022,-111.7573521,2014
Morgan Hill,California,40836,37.1305012,-121.6543901,2014
Dubuque,Iowa,58253,42.5005583,-90.6645718,2014
Syracuse,New York,144669,43.0481221,-76.1474244,2014
Clarksville,Tennessee,142357,36.5297706,-87.3594528,2014
Lakeland,Florida,100710,28.0394654,-81.9498042,2014
Valley Stream,New York,37659,40.6642699,-73.7084645,2014
Dover,Delaware,37366,39.158168,-75.5243682,2014
Moorhead,Minnesota,39398,46.8737648,-96.7678039,2014
Culver City,California,39428,34.0211224,-118.3964665,2014
Palatine,Illinois,69350,42.1103041,-88.03424,2014
Seattle,Washington,652405,47.6062095,-122.3320708,2014
Covington,Kentucky,40956,39.0836712,-84.5085536,2014
Elk Grove,California,161007,38.4087993,-121.3716178,2014
Shreveport,Louisiana,200327,32.5251516,-93.7501789,2014
Ogden,Utah,84249,41.223,-111.9738304,2014
Harrisonburg,Virginia,51395,38.4495688,-78.8689155,2014
Inglewood,California,111542,33.9616801,-118.3531311,2014
Pasadena,California,139731,34.1477849,-118.1445155,2014
Lawrence,Massachusetts,77657,42.7070354,-71.1631137,2014
Lake Oswego,Oregon,37610,45.4206749,-122.6706498,2014
Petaluma,California,59440,38.232417,-122.6366524,2014
Springfield,Ohio,59357,39.9242266,-83.8088171,2014
Napa,California,79068,38.2975381,-122.286865,2014
Aurora,Colorado,345803,39.7294319,-104.8319195,2014
Duluth,Minnesota,86128,46.7866719,-92.1004852,2014
Roanoke,Virginia,98465,37.2709704,-79.9414266,2014
Bend,Oregon,81236,44.0581728,-121.3153096,2014
Apple Valley,California,70924,34.5008311,-117.1858759,2014
Waltham,Massachusetts,62227,42.3764852,-71.2356113,2014
Fort Myers,Florida,68190,26.640628,-81.8723084,2014
Tampa,Florida,352957,27.950575,-82.4571776,2014
Upland,California,75413,34.09751,-117.6483876,2014
Danville,Virginia,42907,36.5859718,-79.3950228,2014
Beloit,Wisconsin,36888,42.5083482,-89.0317765,2014
Plantation,Florida,90268,26.1275862,-80.2331036,2014
Colorado Springs,Colorado,439886,38.8338816,-104.8213634,2014
Modesto,California,204933,37.6390972,-120.9968782,2014
Grand Rapids,Michigan,192294,42.9633599,-85.6680863,2014
Oak Park,Illinois,52066,41.8850317,-87.7845025,2014
Sarasota,Florida,53326,27.3364347,-82.5306527,2014
Jurupa Valley,California,98030,33.9971974,-117.4854802,2014
Bellflower,California,77593,33.8816818,-118.1170117,2014
Boulder,Colorado,103166,40.0149856,-105.2705456,2014
Santa Fe,New Mexico,69976,35.6869752,-105.937799,2014
Coachella,California,43092,33.6803003,-116.173894,2014
Marlborough,Massachusetts,39414,42.3459271,-71.5522874,2014
Riverside,California,316619,33.9533487,-117.3961564,2014
Palmdale,California,157161,34.5794343,-118.1164613,2014
Novato,California,54194,38.1074198,-122.5697032,2014
Layton,Utah,70790,41.0602216,-111.9710529,2014
Bolingbrook,Illinois,73936,41.6986416,-88.0683955,2014
Mission Viejo,California,96346,33.6000232,-117.6719953,2014
Glenview,Illinois,45417,42.0697509,-87.7878408,2014
Lincoln,California,45237,38.891565,-121.2930079,2014
Folsom,California,73098,38.6779591,-121.1760583,2014
Prescott Valley,Arizona,39791,34.6100243,-112.315721,2014
Las Cruces,New Mexico,101324,32.3199396,-106.7636538,2014
Bozeman,Montana,39860,45.6769979,-111.0429339,2014
Schaumburg,Illinois,74907,42.0333607,-88.0834059,2014
Warren,Michigan,134873,42.5144566,-83.0146526,2014
St. Peters,Missouri,54842,38.7874699,-90.6298922,2014
Ames,Iowa,61792,42.034722,-93.62,2014
Surprise,Arizona,123546,33.6292337,-112.3679279,2014
Richardson,Texas,104475,32.9483335,-96.7298519,2014
Midland,Michigan,42181,43.6155825,-84.2472116,2014
San Marcos,Texas,54076,29.8832749,-97.9413941,2014
Wilkes-Barre,Pennsylvania,41108,41.2459149,-75.8813075,2014
Appleton,Wisconsin,73596,44.2619309,-88.4153847,2014
Shawnee,Kansas,64323,39.0228485,-94.7151865,2014
Mentor,Ohio,46979,41.6661573,-81.339552,2014
Livermore,California,85156,37.6818745,-121.7680088,2014
Charlotte,North Carolina,792862,35.2270869,-80.8431267,2014
Owensboro,Kentucky,58416,37.7719074,-87.1111676,2014
Jupiter,Florida,58298,26.9342246,-80.0942087,2014
Rohnert Park,California,41398,38.3396367,-122.7010984,2014
Chicago,Illinois,2718782,41.8781136,-87.6297982,2014
Billings,Montana,109059,45.7832856,-108.5006904,2014
Wauwatosa,Wisconsin,47134,43.0494572,-88.0075875,2014
Lombard,Illinois,43907,41.8800296,-88.0078435,2014
New Haven,Connecticut,130660,41.308274,-72.9278835,2014
York,Pennsylvania,43935,39.9625984,-76.727745,2014
Knoxville,Tennessee,183270,35.9606384,-83.9207392,2014
Elyria,Ohio,53956,41.3683798,-82.1076486,2014
Barnstable Town,Massachusetts,44641,41.7003208,-70.3002024,2014
Murray,Utah,48612,40.6668916,-111.8879909,2014
Alameda,California,76419,37.7652065,-122.2416355,2014
Manteca,California,71948,37.7974273,-121.2160526,2014
Maplewood,Minnesota,39765,44.9530215,-92.9952153,2014
Medford,Oregon,77677,42.3265152,-122.8755949,2014
Murfreesboro,Tennessee,117044,35.8456213,-86.39027,2014
Yuba City,California,65416,39.1404477,-121.6169108,2014
Shelton,Connecticut,40999,41.3164856,-73.0931641,2014
Cedar Falls,Iowa,40566,42.5348993,-92.4453161,2014
Germantown,Tennessee,39375,35.0867577,-89.8100858,2014
Scranton,Pennsylvania,75806,41.408969,-75.6624122,2014
Auburn,Alabama,58582,32.6098566,-85.4807825,2014
Manassas,Virginia,41705,38.7509488,-77.4752667,2014
Vacaville,California,94275,38.3565773,-121.9877444,2014
Santa Monica,California,92472,34.0194543,-118.4911912,2014
Suffolk,Virginia,85728,36.7282054,-76.5835621,2014
Rochester Hills,Michigan,72952,42.6583661,-83.1499322,2014
La Quinta,California,39331,33.6633573,-116.3100095,2014
Charleston,West Virginia,50821,38.3498195,-81.6326234,2014
Delano,California,52403,35.7688425,-119.2470536,2014
St. Cloud,Florida,40918,28.2489016,-81.2811801,2014
Charleston,South Carolina,127999,32.7764749,-79.9310512,2014
Kannapolis,North Carolina,44359,35.4873613,-80.6217341,2014
Corona,California,159503,33.8752935,-117.5664384,2014
Rocklin,California,59738,38.7907339,-121.2357828,2014
Lee's Summit,Missouri,93184,38.9108408,-94.3821724,2014
Palm Coast,Florida,78740,29.5844524,-81.2078699,2014
Sandy,Utah,90231,40.5649781,-111.8389726,2014
Bentonville,Arkansas,40167,36.3728538,-94.2088172,2014
Santa Clarita,California,179590,34.3916641,-118.542586,2014
Altamonte Springs,Florida,42150,28.6611089,-81.3656242,2014
New Braunfels,Texas,63279,29.7030024,-98.1244531,2014
Memphis,Tennessee,653450,35.1495343,-90.0489801,2014
Irving,Texas,228653,32.8140177,-96.9488945,2014
Alexandria,Virginia,148892,38.8048355,-77.0469214,2014
Hesperia,California,92147,34.4263886,-117.3008784,2014
Holyoke,Massachusetts,40249,42.2042586,-72.6162009,2014
Dunwoody,Georgia,47591,33.9462125,-84.3346473,2014
Skokie,Illinois,65176,42.0324025,-87.7416246,2014
Kearny,New Jersey,41664,40.7684342,-74.1454214,2014
Bethlehem,Pennsylvania,75018,40.6259316,-75.3704579,2014
St. Joseph,Missouri,77147,39.7674578,-94.846681,2014
Redondo Beach,California,67815,33.8491816,-118.3884078,2014
Houston,Texas,2195914,29.7604267,-95.3698028,2014
Temecula,California,106780,33.4936391,-117.1483648,2014
Ann Arbor,Michigan,117025,42.2808256,-83.7430378,2014
Beaumont,Texas,117796,30.080174,-94.1265562,2014
East Lansing,Michigan,48554,42.7369792,-84.4838654,2014
Santee,California,56105,32.8383828,-116.9739167,2014
Tamarac,Florida,63155,26.2128609,-80.2497707,2014
Bellevue,Nebraska,53663,41.1543623,-95.9145568,2014
Pembroke Pines,Florida,162329,26.007765,-80.2962555,2014
Springdale,Arkansas,75229,36.1867442,-94.1288141,2014
Oxnard,California,203007,34.1975048,-119.1770516,2014
Odessa,Texas,110720,31.8456816,-102.3676431,2014
Stillwater,Oklahoma,47186,36.1156071,-97.0583681,2014
Brockton,Massachusetts,94089,42.0834335,-71.0183787,2014
Bayonne,New Jersey,65028,40.6687141,-74.1143091,2014
Paramount,California,54980,33.8894598,-118.1597911,2014
Moline,Illinois,43116,41.5067003,-90.5151342,2014
Meridian,Mississippi,40921,32.3643098,-88.703656,2014
Cleveland,Tennessee,42774,35.1595182,-84.8766115,2014
Jersey City,New Jersey,257342,40.7281575,-74.0776417,2014
St. Paul,Minnesota,294873,44.9537029,-93.0899578,2014
Deltona,Florida,86290,28.9005446,-81.2636738,2014
Freeport,New York,43167,40.6576022,-73.5831835,2014
Iowa City,Iowa,71591,41.6611277,-91.5301683,2014
Anaheim,California,345012,33.8352932,-117.9145036,2014
Apple Valley,Minnesota,50201,44.7319094,-93.21772,2014
Great Falls,Montana,59351,47.4941836,-111.2833449,2014
West Valley City,Utah,133579,40.6916132,-112.0010501,2014
Hampton,Virginia,136699,37.0298687,-76.3452218,2014
Georgetown,Texas,54898,30.6332618,-97.6779842,2014
Orem,Utah,91648,40.2968979,-111.6946475,2014
Monrovia,California,37101,34.1442616,-118.0019482,2014
Keller,Texas,42907,32.9341893,-97.229298,2014
Goose Creek,South Carolina,39823,32.9810059,-80.0325867,2014
Little Rock,Arkansas,197357,34.7464809,-92.2895948,2014
Santa Ana,California,334227,33.7455731,-117.8678338,2014
White Plains,New York,57866,41.0339862,-73.7629097,2014
Idaho Falls,Idaho,58292,43.4916514,-112.0339645,2014
Bellevue,Washington,133992,47.610377,-122.2006786,2014
Roseville,California,127035,38.7521235,-121.2880059,2014
Perth Amboy,New Jersey,51982,40.5067723,-74.2654234,2014
Peabody,Massachusetts,52044,42.5278731,-70.9286609,2014
Grand Island,Nebraska,50550,40.9263957,-98.3420118,2014
Columbia,Missouri,115276,38.9517053,-92.3340724,2014
Racine,Wisconsin,78199,42.7261309,-87.7828523,2014
Carmel,Indiana,85927,39.978371,-86.1180435,2014
Portage,Michigan,47523,42.2011538,-85.5800022,2014
Middletown,Ohio,48630,39.5150576,-84.3982763,2014
Woodland,California,56590,38.6785157,-121.7732971,2014
Revere,Massachusetts,53756,42.4084302,-71.0119948,2014
Euless,Texas,53224,32.8370727,-97.0819541,2014
Arlington Heights,Illinois,75994,42.0883603,-87.9806265,2014
Hemet,California,81750,33.7475203,-116.9719684,2014
High Point,North Carolina,107741,35.9556923,-80.0053176,2014
Newark,Ohio,47777,40.0581205,-82.4012642,2014
Midwest City,Oklahoma,56756,35.4495065,-97.3967019,2014
San Marcos,California,89387,33.1433723,-117.1661449,2014
Port Orange,Florida,57203,29.1383165,-80.9956105,2014
Lakewood,California,81121,33.8536269,-118.1339563,2014
Westerville,Ohio,37530,40.1261743,-82.9290696,2014
Rockford,Illinois,150251,42.2711311,-89.0939952,2014
El Cajon,California,102211,32.7947731,-116.9625269,2014
St. Petersburg,Florida,249688,27.773056,-82.64,2014
Downers Grove,Illinois,49670,41.8089191,-88.0111746,2014
Milford,Connecticut,51644,41.2306979,-73.064036,2014
Albany,Oregon,51583,44.6365107,-123.1059282,2014
Las Vegas,Nevada,603488,36.1699412,-115.1398296,2014
Pasadena,Texas,152735,29.6910625,-95.2091006,2014
Port St. Lucie,Florida,171016,27.2730492,-80.3582261,2014
Cedar Rapids,Iowa,128429,41.9778795,-91.6656232,2014
Ormond Beach,Florida,38661,29.2858129,-81.0558894,2014
Quincy,Massachusetts,93494,42.2528772,-71.0022705,2014
Miramar,Florida,130288,25.9860762,-80.3035602,2014
El Paso,Texas,674433,31.7775757,-106.4424559,2014
Topeka,Kansas,127679,39.0558235,-95.6890185,2014
Rosemead,California,54561,34.0805651,-118.072846,2014
Keizer,Oregon,37064,44.9901194,-123.0262077,2014
Minnetonka,Minnesota,51368,44.9211836,-93.4687489,2014
Akron,Ohio,198100,41.0814447,-81.5190053,2014
Edinburg,Texas,80836,26.3017374,-98.1633432,2014
Rancho Cucamonga,California,171386,34.1063989,-117.5931084,2014
North Charleston,South Carolina,104054,32.8546197,-79.9748103,2014
Louisville,Kentucky,609893,38.2526647,-85.7584557,2014
Watsonville,California,52477,36.910231,-121.7568946,2014
Coconut Creek,Florida,56792,26.2517482,-80.1789351,2014
Bradenton,Florida,51763,27.4989278,-82.5748194,2014
Carlsbad,California,110972,33.1580933,-117.3505939,2014
Texas City,Texas,46081,29.383845,-94.9027002,2014
Redding,California,91119,40.5865396,-122.3916754,2014
Wyoming,Michigan,74100,42.9133602,-85.7053085,2014
Lorain,Ohio,63710,41.452819,-82.1823746,2014
Roy,Utah,37733,41.1616108,-112.0263313,2014
Fort Lauderdale,Florida,172389,26.1224386,-80.1373174,2014
Warner Robins,Georgia,72531,32.6130007,-83.624201,2014
Clearwater,Florida,109703,27.9658533,-82.8001026,2014
Cutler Bay,Florida,43328,25.5808323,-80.3468593,2014
Florence,Alabama,40059,34.79981,-87.677251,2014
Terre Haute,Indiana,61025,39.4667034,-87.4139092,2014
Temple,Texas,70190,31.0982344,-97.342782,2014
Beavercreek,Ohio,45712,39.7092262,-84.0632685,2014
Sioux Falls,South Dakota,164676,43.5445959,-96.7311034,2014
Columbus,Indiana,45775,39.2014404,-85.9213796,2014
Margate,Florida,55456,26.2445263,-80.206436,2014
Leominster,Massachusetts,41002,42.5250906,-71.759794,2014
Warwick,Rhode Island,81971,41.7001009,-71.4161671,2014
Bakersfield,California,363630,35.3732921,-119.0187125,2014
Miami,Florida,417650,25.7616798,-80.1917902,2014
Lake Charles,Louisiana,74024,30.2265949,-93.2173758,2014
Richland,Washington,52413,46.2856907,-119.2844621,2014
Hickory,North Carolina,40361,35.7344538,-81.3444573,2014
South San Francisco,California,66174,37.654656,-122.4077498,2014
Plymouth,Minnesota,73987,45.0105194,-93.4555093,2014
South Bend,Indiana,100886,41.6763545,-86.2519898,2014
Edmond,Oklahoma,87004,35.6528323,-97.4780954,2014
Des Moines,Iowa,207510,41.6005448,-93.6091064,2014
Bonita Springs,Florida,47547,26.339806,-81.7786972,2014
Draper,Utah,45285,40.5246711,-111.8638226,2014
Whittier,California,86635,33.9791793,-118.032844,2014
Livonia,Michigan,95208,42.36837,-83.3527097,2014
Milwaukee,Wisconsin,599164,43.0389025,-87.9064736,2014
Auburn,Washington,74860,47.3073228,-122.2284532,2014
Sumter,South Carolina,41190,33.9204354,-80.3414693,2014
Beverly,Massachusetts,40664,42.5584283,-70.880049,2014
Renton,Washington,97003,47.4828776,-122.2170661,2014
Centennial,Colorado,106114,39.5807452,-104.8771726,2014
Richmond,Virginia,214114,37.5407246,-77.4360481,2014
Anderson,Indiana,55670,40.1053196,-85.6802541,2014
Beaumont,California,40481,33.9294606,-116.977248,2014
Pflugerville,Texas,53752,30.4393696,-97.6200043,2014
Hoboken,New Jersey,52575,40.7439905,-74.0323626,2014
Lexington-Fayette,Kentucky,308428,38.0405837,-84.5037164,2014
Norwalk,California,106589,33.9022367,-118.081733,2014
Yuma,Arizona,91923,32.6926512,-114.6276916,2014
Highland,California,54291,34.1283442,-117.2086513,2014
Carol Stream,Illinois,40379,41.9125286,-88.1347927,2014
Joliet,Illinois,147806,41.525031,-88.0817251,2014
Rock Hill,South Carolina,69103,34.9248667,-81.0250784,2014
Rancho Cordova,California,67911,38.5890723,-121.302728,2014
Dearborn Heights,Michigan,56620,42.3369816,-83.2732627,2014
Honolulu,Hawaii,347884,21.3069444,-157.8583333,2014
Victoria,Texas,65098,28.8052674,-97.0035982,2014
Attleboro,Massachusetts,43886,41.9445441,-71.2856082,2014
Wylie,Texas,44575,33.0151201,-96.5388789,2014
Carrollton,Texas,126700,32.9756415,-96.8899636,2014
Plainfield,Illinois,41734,41.632223,-88.2120315,2014
Hoffman Estates,Illinois,52398,42.0629915,-88.1227199,2014
Methuen,Massachusetts,48514,42.7262016,-71.1908924,2014
North Port,Florida,59212,27.044224,-82.2359254,2014
Rockville,Maryland,64072,39.0839973,-77.1527578,2014
Burbank,California,104709,34.1808392,-118.3089661,2014
Fullerton,California,138981,33.8703596,-117.9242966,2014
Oshkosh,Wisconsin,66778,44.0247062,-88.5426136,2014
Huntsville,Texas,39795,30.7235263,-95.5507771,2014
Farmington Hills,Michigan,81295,42.4989936,-83.3677168,2014
Pico Rivera,California,63771,33.9830688,-118.096735,2014
Cerritos,California,49707,33.8583483,-118.0647871,2014
La Puente,California,40435,34.0200114,-117.9495083,2014
Grand Junction,Colorado,59778,39.0638705,-108.5506486,2014
Enid,Oklahoma,50725,36.3955891,-97.8783911,2014
San Jose,California,998537,37.3382082,-121.8863286,2014
Round Rock,Texas,109821,30.5082551,-97.678896,2014
Maple Grove,Minnesota,65415,45.0724642,-93.4557877,2014
Norman,Oklahoma,118197,35.2225668,-97.4394777,2014
Homestead,Florida,64079,25.4687224,-80.4775569,2014
Friendswood,Texas,37587,29.5293998,-95.2010447,2014
Irvine,California,236716,33.6839473,-117.7946942,2014
Pocatello,Idaho,54350,42.8713032,-112.4455344,2014
Pacifica,California,38606,37.6138253,-122.4869194,2014
Sheboygan,Wisconsin,48725,43.7508284,-87.71453,2014
Bossier City,Louisiana,66333,32.5159852,-93.7321228,2014
Cedar Park,Texas,61238,30.505198,-97.8202888,2014
Sandy Springs,Georgia,99770,33.9304352,-84.3733147,2014
Champaign,Illinois,83424,40.1164204,-88.2433829,2014
Clifton,New Jersey,85390,40.8584328,-74.1637553,2014
Moore,Oklahoma,58414,35.3395079,-97.4867028,2014
