u,v,w,x,y,z
26.968,-0.77419,-0.082124,134.3,17.5,12.571
26.036,8.339,-0.63828,70.188,17.5,13.714
26.036,7.9885,-0.15164,71.791,17.5,13.714
26.036,6.5864,-0.1053,73.393,17.5,13.714
26.036,5.5349,-0.070537,74.996,17.5,13.714
26.347,4.8339,-0.035777,76.599,17.5,13.714
26.657,4.1329,-0.012604,78.202,17.5,13.714
26.968,3.7824,-0.012604,79.805,17.5,13.714
26.657,3.4319,-0.047364,81.407,17.5,13.714
26.347,3.4319,-0.070537,83.01,17.5,13.714
25.104,3.4319,-0.082124,84.613,17.5,13.714
24.483,3.4319,-0.070537,86.216,17.5,13.714
23.241,3.4319,-0.093711,87.819,17.5,13.714
22.62,3.4319,-0.093711,89.421,17.5,13.714
22.309,3.0814,-0.11688,91.024,17.5,13.714
21.377,2.3804,-0.11688,92.627,17.5,13.714
20.756,1.3288,-0.047364,94.23,17.5,13.714
20.135,-1.1247,0.045329,95.833,17.5,13.714
19.203,-3.2277,0.11485,97.435,17.5,13.714
17.029,-1.4752,0.1612,99.038,17.5,13.714
13.923,0.62783,0.17278,100.64,17.5,13.714
11.439,4.4834,0.19596,102.24,17.5,13.714
12.06,6.5864,0.17278,103.85,17.5,13.714
16.408,5.1844,0.022156,105.45,17.5,13.714
16.719,6.5864,-0.082124,107.05,17.5,13.714
15.476,9.04,-0.24434,108.66,17.5,13.714
13.923,6.9369,-0.25592,110.26,17.5,13.714
12.681,-0.073181,-0.093711,111.86,17.5,13.714
12.992,-2.5267,-0.082124,113.46,17.5,13.714
14.545,-0.073181,-0.19799,115.07,17.5,13.714
13.923,3.4319,-0.25592,116.67,17.5,13.714
14.545,2.0299,-0.19799,118.27,17.5,13.714
14.545,-2.1762,-0.070537,119.87,17.5,13.714
14.855,-7.7843,0.11485,121.48,17.5,13.714
15.476,-15.495,0.34658,123.08,17.5,13.714
17.34,-22.506,0.56673,124.68,17.5,13.714
21.067,-19.0,0.46245,126.29,17.5,13.714
24.173,-2.5267,-0.093711,127.89,17.5,13.714
25.725,9.04,-0.54559,129.49,17.5,13.714
26.036,9.741,-0.64987,131.09,17.5,13.714
26.657,5.1844,-0.58035,132.7,17.5,13.714
27.278,0.62783,-0.1864,134.3,17.5,13.714
24.483,7.9885,-0.60352,70.188,17.5,14.857
24.173,7.6379,-0.14006,71.791,17.5,14.857
24.483,6.5864,-0.093711,73.393,17.5,14.857
24.483,5.1844,-0.058951,74.996,17.5,14.857
24.483,4.4834,-0.024191,76.599,17.5,14.857
24.794,3.7824,-0.012604,78.202,17.5,14.857
24.483,3.0814,-0.001017,79.805,17.5,14.857
24.173,2.7309,-0.035777,81.407,17.5,14.857
23.862,2.7309,-0.058951,83.01,17.5,14.857
22.93,2.7309,-0.070537,84.613,17.5,14.857
22.309,3.0814,-0.070537,86.216,17.5,14.857
21.377,3.7824,-0.093711,87.819,17.5,14.857
21.067,3.7824,-0.093711,89.421,17.5,14.857
20.446,3.4319,-0.11688,91.024,17.5,14.857
20.135,2.7309,-0.11688,92.627,17.5,14.857
19.203,1.3288,-0.047364,94.23,17.5,14.857
18.582,-1.4752,0.045329,95.833,17.5,14.857
18.582,-4.6298,0.11485,97.435,17.5,14.857
17.029,-3.9287,0.17278,99.038,17.5,14.857
14.545,-1.8257,0.19596,100.64,17.5,14.857
13.302,0.62783,0.2423,102.24,17.5,14.857
14.234,2.7309,0.20754,103.85,17.5,14.857
17.961,3.0814,0.045329,105.45,17.5,14.857
18.272,5.1844,-0.070537,107.05,17.5,14.857
17.029,9.3905,-0.23275,108.66,17.5,14.857
14.234,7.6379,-0.24434,110.26,17.5,14.857
12.06,-0.42369,-0.082124,111.86,17.5,14.857
11.128,-2.8772,-0.093711,113.46,17.5,14.857
12.371,0.27732,-0.19799,115.07,17.5,14.857
10.818,3.7824,-0.24434,116.67,17.5,14.857
12.06,1.6793,-0.19799,118.27,17.5,14.857
12.06,-2.5267,-0.070537,119.87,17.5,14.857
12.371,-9.1863,0.11485,121.48,17.5,14.857
12.371,-17.598,0.34658,123.08,17.5,14.857
13.302,-26.361,0.56673,124.68,17.5,14.857
16.719,-22.506,0.45086,126.29,17.5,14.857
19.203,-2.1762,-0.093711,127.89,17.5,14.857
20.756,12.545,-0.55718,129.49,17.5,14.857
21.377,13.947,-0.67305,131.09,17.5,14.857
22.309,9.3905,-0.60352,132.7,17.5,14.857
23.241,3.7824,-0.25592,134.3,17.5,14.857
21.377,7.2874,-0.56876,70.188,17.5,16.0
21.377,6.9369,-0.12847,71.791,17.5,16.0
21.377,6.2359,-0.093711,73.393,17.5,16.0
21.377,4.8339,-0.058951,74.996,17.5,16.0
21.377,3.7824,-0.024191,76.599,17.5,16.0
21.067,3.0814,-0.001017,78.202,17.5,16.0
20.446,2.3804,-0.001017,79.805,17.5,16.0
20.135,1.6793,-0.035777,81.407,17.5,16.0
19.203,1.3288,-0.058951,83.01,17.5,16.0
18.893,2.0299,-0.058951,84.613,17.5,16.0
18.582,2.7309,-0.058951,86.216,17.5,16.0
18.272,3.4319,-0.082124,87.819,17.5,16.0
17.961,4.1329,-0.082124,89.421,17.5,16.0
17.34,3.7824,-0.11688,91.024,17.5,16.0
17.029,3.0814,-0.11688,92.627,17.5,16.0
16.408,1.3288,-0.047364,94.23,17.5,16.0
16.097,-1.8257,0.033743,95.833,17.5,16.0
16.719,-6.0318,0.10326,97.435,17.5,16.0
16.408,-6.3823,0.18437,99.038,17.5,16.0
15.166,-5.6813,0.21913,100.64,17.5,16.0
15.166,-3.9287,0.27706,102.24,17.5,16.0
16.408,-1.4752,0.2423,103.85,17.5,16.0
19.203,0.62783,0.080089,105.45,17.5,16.0
19.203,3.4319,-0.058951,107.05,17.5,16.0
17.961,9.3905,-0.22116,108.66,17.5,16.0
13.302,7.9885,-0.23275,110.26,17.5,16.0
9.5753,-1.1247,-0.082124,111.86,17.5,16.0
8.333,-3.5782,-0.093711,113.46,17.5,16.0
8.333,-0.073181,-0.19799,115.07,17.5,16.0
6.4695,3.4319,-0.23275,116.67,17.5,16.0
7.4013,1.3288,-0.1864,118.27,17.5,16.0
8.0224,-3.5782,-0.070537,119.87,17.5,16.0
8.333,-10.588,0.11485,121.48,17.5,16.0
8.333,-20.403,0.335,123.08,17.5,16.0
8.333,-30.567,0.55514,124.68,17.5,16.0
11.128,-25.66,0.43928,126.29,17.5,16.0
12.992,-1.8257,-0.093711,127.89,17.5,16.0
14.545,16.401,-0.55718,129.49,17.5,16.0
15.166,19.205,-0.68463,131.09,17.5,16.0
16.408,13.947,-0.61511,132.7,17.5,16.0
17.961,7.9885,-0.30227,134.3,17.5,16.0
0.56851,0.97833,-0.001017,70.188,18.75,-0.002
0.56851,0.97833,-0.001017,71.791,18.75,-0.002
0.56851,0.97833,-0.001017,73.393,18.75,-0.002
0.87909,1.3288,-0.001017,74.996,18.75,-0.002
0.56851,1.3288,-0.001017,76.599,18.75,-0.002
0.56851,0.62783,-0.001017,78.202,18.75,-0.002
0.25794,0.62783,-0.001017,79.805,18.75,-0.002
0.25794,0.97833,-0.001017,81.407,18.75,-0.002
1.1897,0.97833,-0.001017,83.01,18.75,-0.002
2.1214,0.97833,-0.001017,84.613,18.75,-0.002
1.5003,0.62783,-0.001017,86.216,18.75,-0.002
0.87909,-0.073182,-0.001017,87.819,18.75,-0.002
0.56851,-0.42369,-0.001017,89.421,18.75,-0.002
-0.98438,-0.073182,-0.001017,91.024,18.75,-0.002
-0.6738,-0.42369,-0.001017,92.627,18.75,-0.002
0.25794,-0.77419,-0.001017,94.23,18.75,-0.002
0.25794,-0.42369,-0.001017,95.833,18.75,-0.002
-0.36322,-0.77419,-0.001017,97.435,18.75,-0.002
-0.98438,-1.4752,-0.001017,99.038,18.75,-0.002
-0.98438,-2.1762,-0.001017,100.64,18.75,-0.002
-1.6055,-1.4752,-0.001017,102.24,18.75,-0.002
-0.6738,0.27732,-0.001017,103.85,18.75,-0.002
0.25794,3.4319,-0.001017,105.45,18.75,-0.002
-2.5373,0.97833,-0.001017,107.05,18.75,-0.002
-1.295,-1.4752,-0.001017,108.66,18.75,-0.002
-0.36322,-2.1762,-0.001017,110.26,18.75,-0.002
-0.36322,-1.8257,-0.001017,111.86,18.75,-0.002
-0.6738,-3.2277,-0.001017,113.46,18.75,-0.002
-1.295,-2.5267,-0.001017,115.07,18.75,-0.002
-0.6738,-1.8257,-0.001017,116.67,18.75,-0.002
-0.6738,-1.8257,-0.001017,118.27,18.75,-0.002
-0.98438,-0.77419,-0.001017,119.87,18.75,-0.002
-0.98438,0.27732,-0.001017,121.48,18.75,-0.002
-1.295,0.97833,-0.001017,123.08,18.75,-0.002
-2.2267,1.3288,-0.001017,124.68,18.75,-0.002
-1.6055,0.62783,-0.001017,126.29,18.75,-0.002
-2.8479,1.3288,-0.001017,127.89,18.75,-0.002
-1.6055,0.97833,-0.001017,129.49,18.75,-0.002
-0.98438,1.3288,-0.001017,131.09,18.75,-0.002
-1.6055,2.0299,-0.001017,132.7,18.75,-0.002
-1.295,2.3804,-0.001017,134.3,18.75,-0.002
-2.8479,0.27732,-0.058951,70.188,18.75,1.141
-2.5373,0.27732,-0.012604,71.791,18.75,1.141
-2.5373,0.27732,-0.012604,73.393,18.75,1.141
-2.5373,0.27732,-0.012604,74.996,18.75,1.141
-2.5373,0.27732,-0.012604,76.599,18.75,1.141
-2.8479,-0.073181,-0.012604,78.202,18.75,1.141
-3.1584,-0.073181,-0.012604,79.805,18.75,1.141
-3.1584,-0.073181,-0.012604,81.407,18.75,1.141
-2.5373,0.27732,-0.024191,83.01,18.75,1.141
-2.2267,-0.073181,-0.012604,84.613,18.75,1.141
-2.2267,-0.77419,-0.001017,86.216,18.75,1.141
-2.5373,-1.4752,-0.001017,87.819,18.75,1.141
-2.5373,-1.8257,0.010569,89.421,18.75,1.141
-2.5373,-2.1762,-0.001017,91.024,18.75,1.141
-1.6055,-1.8257,-0.012604,92.627,18.75,1.141
-0.6738,-2.1762,-0.012604,94.23,18.75,1.141
0.56851,-2.1762,-0.001017,95.833,18.75,1.141
1.1897,-3.2277,-0.001017,97.435,18.75,1.141
0.56851,-2.5267,-0.001017,99.038,18.75,1.141
-0.36322,-2.5267,-0.001017,100.64,18.75,1.141
-1.6055,-1.8257,-0.001017,102.24,18.75,1.141
-0.6738,0.27732,-0.001017,103.85,18.75,1.141
0.25794,3.4319,-0.001017,105.45,18.75,1.141
-2.5373,0.97834,-0.001017,107.05,18.75,1.141
-3.1584,-1.1247,-0.024191,108.66,18.75,1.141
-2.8479,-1.1247,-0.024191,110.26,18.75,1.141
-2.5373,-1.1247,-0.012604,111.86,18.75,1.141
-2.5373,-1.8257,-0.001017,113.46,18.75,1.141
-2.8479,-2.1762,-0.012604,115.07,18.75,1.141
-1.6055,-2.5267,-0.001017,116.67,18.75,1.141
-2.2267,-1.8257,-0.001017,118.27,18.75,1.141
-2.8479,-1.8257,0.010569,119.87,18.75,1.141
-2.8479,-1.4752,0.010569,121.48,18.75,1.141
-2.5373,-1.4752,0.010569,123.08,18.75,1.141
-2.5373,-1.1247,0.010569,124.68,18.75,1.141
-3.1584,-1.1247,0.010569,126.29,18.75,1.141
-2.8479,0.27732,-0.001017,127.89,18.75,1.141
-1.6055,1.3288,-0.012604,129.49,18.75,1.141
-1.295,1.6793,-0.012604,131.09,18.75,1.141
-1.295,1.6793,-0.012604,132.7,18.75,1.141
-0.98438,0.97834,0.045329,134.3,18.75,1.141
-5.0219,-0.073181,-0.15164,70.188,18.75,2.284
-4.7113,-0.42369,-0.012604,71.791,18.75,2.284
-4.4008,-0.42369,-0.012604,73.393,18.75,2.284
-4.4008,-0.42369,-0.012604,74.996,18.75,2.284
-4.4008,-0.073181,-0.012604,76.599,18.75,2.284
-4.7113,-0.42369,-0.012604,78.202,18.75,2.284
-4.7113,-0.42369,-0.012604,79.805,18.75,2.284
-5.0219,-0.42369,-0.024191,81.407,18.75,2.284
-4.7113,-0.42369,-0.035777,83.01,18.75,2.284
-4.4008,-0.77419,-0.012604,84.613,18.75,2.284
-4.4008,-1.8257,0.010569,86.216,18.75,2.284
-3.7796,-2.5267,0.010569,87.819,18.75,2.284
-2.8479,-3.2277,0.022156,89.421,18.75,2.284
-1.295,-2.5267,0.010569,91.024,18.75,2.284
-0.6738,-2.5267,-0.024191,92.627,18.75,2.284
0.56851,-3.2277,-0.012604,94.23,18.75,2.284
2.7426,-4.9803,-0.012604,95.833,18.75,2.284
4.2955,-6.3823,-0.001017,97.435,18.75,2.284
3.6743,-4.6298,-0.001017,99.038,18.75,2.284
2.7426,-3.9287,-0.012604,100.64,18.75,2.284
1.1897,-1.8257,-0.012604,102.24,18.75,2.284
2.1214,1.3288,-0.024191,103.85,18.75,2.284
0.56851,4.4834,-0.012604,105.45,18.75,2.284
-3.469,3.0814,-0.012604,107.05,18.75,2.284
-5.3325,0.97834,-0.035777,108.66,18.75,2.284
-7.196,-0.073181,-0.024191,110.26,18.75,2.284
-7.5065,-0.77419,-0.012604,111.86,18.75,2.284
-8.1277,-1.8257,-0.001017,113.46,18.75,2.284
-8.1277,-2.5267,-0.012604,115.07,18.75,2.284
-6.5748,-2.5267,-0.012604,116.67,18.75,2.284
-5.6431,-3.2277,0.010569,118.27,18.75,2.284
-6.2642,-3.9287,0.010569,119.87,18.75,2.284
-5.6431,-4.6298,0.010569,121.48,18.75,2.284
-5.0219,-6.0318,0.022156,123.08,18.75,2.284
-4.7113,-6.7328,0.033743,124.68,18.75,2.284
-4.7113,-5.6813,0.022156,126.29,18.75,2.284
-3.469,-1.1247,-0.001017,127.89,18.75,2.284
-1.6055,1.6793,-0.012604,129.49,18.75,2.284
-0.6738,1.3288,-0.012604,131.09,18.75,2.284
0.25793,-0.77419,-0.012604,132.7,18.75,2.284
0.56851,-1.4752,0.12644,134.3,18.75,2.284
-2.5373,0.27732,-0.24434,70.188,18.75,3.427
-1.6055,0.27732,-0.012604,71.791,18.75,3.427
-1.295,0.62783,-0.012604,73.393,18.75,3.427
-0.98438,0.62783,-0.012604,74.996,18.75,3.427
-0.6738,0.97834,-0.012604,76.599,18.75,3.427
-0.6738,0.62783,-0.012604,78.202,18.75,3.427
-0.6738,0.62783,-0.024191,79.805,18.75,3.427
-0.98438,0.27732,-0.035777,81.407,18.75,3.427
-1.295,-0.073181,-0.035777,83.01,18.75,3.427
-1.295,-0.42369,-0.012604,84.613,18.75,3.427
-1.295,-0.77419,0.010569,86.216,18.75,3.427
-1.295,-1.4752,0.010569,87.819,18.75,3.427
-0.36322,-1.8257,0.022156,89.421,18.75,3.427
1.1897,-1.1247,0.010569,91.024,18.75,3.427
1.1897,-1.1247,-0.024191,92.627,18.75,3.427
1.1897,-1.4752,-0.024191,94.23,18.75,3.427
3.0531,-3.5782,-0.012604,95.833,18.75,3.427
3.6743,-4.9803,-0.001017,97.435,18.75,3.427
3.0531,-2.8772,-0.001017,99.038,18.75,3.427
2.1214,-2.1762,-0.012604,100.64,18.75,3.427
0.56851,-1.1247,-0.012604,102.24,18.75,3.427
0.56851,1.3288,-0.035777,103.85,18.75,3.427
-0.36322,4.4834,-0.024191,105.45,18.75,3.427
-5.0219,4.1329,-0.024191,107.05,18.75,3.427
-6.8854,1.3288,-0.047364,108.66,18.75,3.427
-8.1277,-0.073181,-0.035777,110.26,18.75,3.427
-9.0594,-1.4752,-0.012604,111.86,18.75,3.427
-9.37,-2.8772,-0.001017,113.46,18.75,3.427
-9.37,-4.2793,-0.012604,115.07,18.75,3.427
-8.4383,-4.2793,-0.012604,116.67,18.75,3.427
-7.196,-4.2793,0.010569,118.27,18.75,3.427
-6.8854,-5.3308,0.022156,119.87,18.75,3.427
-6.2642,-6.7328,0.022156,121.48,18.75,3.427
-5.0219,-8.4853,0.033743,123.08,18.75,3.427
-4.7113,-10.238,0.045329,124.68,18.75,3.427
-4.4008,-8.8358,0.033743,126.29,18.75,3.427
-3.1584,-4.2793,-0.001017,127.89,18.75,3.427
-0.98438,-0.42369,-0.024191,129.49,18.75,3.427
0.87909,-0.42369,-0.024191,131.09,18.75,3.427
2.432,-2.1762,-0.012604,132.7,18.75,3.427
3.0531,-3.5782,0.19596,134.3,18.75,3.427
0.25793,0.27732,-0.32544,70.188,18.75,4.57
0.87909,0.62783,-0.012604,71.791,18.75,4.57
1.1897,0.97834,-0.012604,73.393,18.75,4.57
1.5003,1.3288,-0.012604,74.996,18.75,4.57
2.1214,1.6793,-0.012604,76.599,18.75,4.57
2.1214,1.3288,-0.012604,78.202,18.75,4.57
2.1214,0.97834,-0.024191,79.805,18.75,4.57
1.5003,0.62783,-0.035777,81.407,18.75,4.57
0.87909,0.27732,-0.047364,83.01,18.75,4.57
0.25793,-0.073181,-0.012604,84.613,18.75,4.57
0.25793,-0.073181,0.010569,86.216,18.75,4.57
-0.36322,-0.42369,0.010569,87.819,18.75,4.57
1.1897,-0.42369,0.033743,89.421,18.75,4.57
3.0531,0.27732,0.010569,91.024,18.75,4.57
2.432,0.62783,-0.024191,92.627,18.75,4.57
1.5003,-0.073181,-0.024191,94.23,18.75,4.57
2.7426,-1.4752,-0.012604,95.833,18.75,4.57
2.7426,-2.5267,-0.001017,97.435,18.75,4.57
1.5003,-1.8257,-0.001017,99.038,18.75,4.57
1.1897,-1.1247,-0.012604,100.64,18.75,4.57
0.56851,0.27732,-0.012604,102.24,18.75,4.57
0.25793,0.97834,-0.035777,103.85,18.75,4.57
-0.36322,4.1329,-0.024191,105.45,18.75,4.57
-5.0219,4.8339,-0.012604,107.05,18.75,4.57
-7.196,2.3804,-0.047364,108.66,18.75,4.57
-8.1277,0.97834,-0.035777,110.26,18.75,4.57
-9.37,-1.4752,-0.012604,111.86,18.75,4.57
-9.6806,-3.2277,-0.001017,113.46,18.75,4.57
-9.37,-3.9287,-0.012604,115.07,18.75,4.57
-8.4383,-3.9287,-0.001017,116.67,18.75,4.57
-6.5748,-4.2792,0.022156,118.27,18.75,4.57
-5.6431,-5.6813,0.022156,119.87,18.75,4.57
-4.7113,-7.7843,0.022156,121.48,18.75,4.57
-3.1584,-10.939,0.033743,123.08,18.75,4.57
-2.2267,-14.093,0.045329,124.68,18.75,4.57
-0.98438,-13.392,0.033743,126.29,18.75,4.57
0.56851,-8.1348,-0.001017,127.89,18.75,4.57
2.1214,-3.9287,-0.024191,129.49,18.75,4.57
3.0531,-3.2277,-0.024191,131.09,18.75,4.57
4.2955,-4.6298,-0.024191,132.7,18.75,4.57
4.606,-5.6813,0.26548,134.3,18.75,4.57
3.3637,0.62783,-0.40655,70.188,18.75,5.713
3.6743,1.3288,-0.012604,71.791,18.75,5.713
3.6743,1.6793,-0.012604,73.393,18.75,5.713
4.2955,2.0299,-0.012604,74.996,18.75,5.713
4.606,2.3804,-0.012604,76.599,18.75,5.713
4.606,2.0299,-0.012604,78.202,18.75,5.713
4.606,1.6793,-0.024191,79.805,18.75,5.713
4.2955,0.97834,-0.035777,81.407,18.75,5.713
3.0531,0.62783,-0.047364,83.01,18.75,5.713
2.1214,0.27732,-0.012604,84.613,18.75,5.713
1.5003,0.27732,0.010569,86.216,18.75,5.713
1.5003,0.27732,0.010569,87.819,18.75,5.713
2.7426,0.27732,0.033743,89.421,18.75,5.713
4.9166,0.97834,0.010569,91.024,18.75,5.713
3.6743,1.3288,-0.024191,92.627,18.75,5.713
2.7426,0.97834,-0.024191,94.23,18.75,5.713
3.0531,-0.77419,-0.012604,95.833,18.75,5.713
2.432,-1.8257,-0.001017,97.435,18.75,5.713
1.5003,-1.1247,-0.001017,99.038,18.75,5.713
2.1214,-0.073181,-0.001017,100.64,18.75,5.713
1.1897,1.3288,-0.012604,102.24,18.75,5.713
1.1897,0.62783,-0.024191,103.85,18.75,5.713
1.1897,3.7824,-0.024191,105.45,18.75,5.713
-3.469,5.1844,-0.012604,107.05,18.75,5.713
-5.0219,2.7309,-0.035777,108.66,18.75,5.713
-5.0219,1.6793,-0.035777,110.26,18.75,5.713
-6.5748,-1.4752,-0.012604,111.86,18.75,5.713
-6.8854,-3.5782,-0.001017,113.46,18.75,5.713
-6.5748,-4.2793,-0.001017,115.07,18.75,5.713
-5.0219,-3.9287,-0.001017,116.67,18.75,5.713
-3.469,-3.9287,0.022156,118.27,18.75,5.713
-3.1584,-4.9803,0.022156,119.87,18.75,5.713
-2.5373,-7.4338,0.022156,121.48,18.75,5.713
-1.295,-10.939,0.033743,123.08,18.75,5.713
-0.36322,-14.444,0.056916,124.68,18.75,5.713
1.1897,-14.093,0.045329,126.29,18.75,5.713
3.0531,-8.8358,-0.001017,127.89,18.75,5.713
4.606,-4.6298,-0.024191,129.49,18.75,5.713
6.1589,-3.9287,-0.024191,131.09,18.75,5.713
6.7801,-5.6813,-0.024191,132.7,18.75,5.713
7.0907,-6.7328,0.32341,134.3,18.75,5.713
7.0907,1.3288,-0.46448,70.188,18.75,6.856
7.0907,2.0299,-0.012604,71.791,18.75,6.856
7.0907,2.7309,-0.012604,73.393,18.75,6.856
7.4013,3.0814,-0.012604,74.996,18.75,6.856
7.4013,3.0814,-0.012604,76.599,18.75,6.856
7.4013,2.7309,-0.012604,78.202,18.75,6.856
7.4013,2.3804,-0.024191,79.805,18.75,6.856
7.0907,1.6793,-0.035777,81.407,18.75,6.856
5.2272,1.3288,-0.047364,83.01,18.75,6.856
4.2955,0.97834,-0.012604,84.613,18.75,6.856
3.6743,0.97834,0.010569,86.216,18.75,6.856
3.3637,0.97834,0.010569,87.819,18.75,6.856
5.2272,0.97834,0.033743,89.421,18.75,6.856
7.4013,1.3288,0.010569,91.024,18.75,6.856
6.4695,1.6793,-0.024191,92.627,18.75,6.856
5.2272,1.6793,-0.024191,94.23,18.75,6.856
4.9166,0.27732,-0.012604,95.833,18.75,6.856
3.6743,-0.77419,0.010569,97.435,18.75,6.856
2.7426,-0.073181,-0.001017,99.038,18.75,6.856
3.6743,1.3288,-0.001017,100.64,18.75,6.856
3.3637,2.7309,-0.012604,102.24,18.75,6.856
3.0531,1.3288,-0.024191,103.85,18.75,6.856
3.6743,3.7824,-0.012604,105.45,18.75,6.856
-0.36322,5.5349,-0.001017,107.05,18.75,6.856
-1.6055,3.7824,-0.035777,108.66,18.75,6.856
-0.98438,2.0299,-0.035777,110.26,18.75,6.856
-2.8479,-1.8257,-0.012604,111.86,18.75,6.856
-3.1584,-4.6298,-0.001017,113.46,18.75,6.856
-2.8479,-4.9803,-0.001017,115.07,18.75,6.856
-1.295,-3.9287,-0.012604,116.67,18.75,6.856
0.25794,-3.5782,0.010569,118.27,18.75,6.856
0.25794,-4.6298,0.022156,119.87,18.75,6.856
0.56851,-7.0833,0.022156,121.48,18.75,6.856
1.1897,-10.588,0.033743,123.08,18.75,6.856
2.432,-14.444,0.056916,124.68,18.75,6.856
3.6743,-13.743,0.045329,126.29,18.75,6.856
6.1589,-8.1348,-0.001017,127.89,18.75,6.856
8.333,-3.5782,-0.024191,129.49,18.75,6.856
10.196,-2.5267,-0.024191,131.09,18.75,6.856
11.128,-4.6298,-0.012604,132.7,18.75,6.856
12.06,-6.0318,0.36976,134.3,18.75,6.856
11.128,2.7309,-0.52242,70.188,18.75,7.999
11.128,3.0814,-0.012604,71.791,18.75,7.999
10.818,3.4319,-0.012604,73.393,18.75,7.999
10.818,3.7824,-0.012604,74.996,18.75,7.999
10.818,3.4319,-0.012604,76.599,18.75,7.999
10.818,3.0814,-0.012604,78.202,18.75,7.999
10.818,2.7309,-0.024191,79.805,18.75,7.999
10.196,2.3804,-0.035777,81.407,18.75,7.999
8.333,2.0299,-0.047364,83.01,18.75,7.999
6.7801,1.6793,-0.012604,84.613,18.75,7.999
6.4695,1.6793,0.010569,86.216,18.75,7.999
6.4695,1.6793,0.010569,87.819,18.75,7.999
8.0224,1.3288,0.022156,89.421,18.75,7.999
10.507,1.6793,0.010569,91.024,18.75,7.999
9.5753,2.0299,-0.024191,92.627,18.75,7.999
8.333,2.0299,-0.024191,94.23,18.75,7.999
7.4013,1.3288,-0.012604,95.833,18.75,7.999
6.4695,0.62783,0.010569,97.435,18.75,7.999
5.2272,1.3288,-0.001017,99.038,18.75,7.999
6.4695,2.7309,-0.001017,100.64,18.75,7.999
6.1589,4.4834,-0.012604,102.24,18.75,7.999
5.5378,2.0299,-0.024191,103.85,18.75,7.999
7.0907,3.7824,-0.012604,105.45,18.75,7.999
3.3637,6.5864,-0.001017,107.05,18.75,7.999
2.432,4.4834,-0.035777,108.66,18.75,7.999
3.0531,2.3804,-0.024191,110.26,18.75,7.999
1.1897,-2.1762,-0.012604,111.86,18.75,7.999
0.87909,-5.3308,-0.001017,113.46,18.75,7.999
1.1897,-5.3308,-0.012604,115.07,18.75,7.999
2.7426,-4.2793,-0.012604,116.67,18.75,7.999
4.2955,-3.5782,0.010569,118.27,18.75,7.999
3.3637,-4.6298,0.022156,119.87,18.75,7.999
3.3637,-7.0833,0.022156,121.48,18.75,7.999
3.6743,-10.939,0.033743,123.08,18.75,7.999
4.606,-15.145,0.045329,124.68,18.75,7.999
6.1589,-13.743,0.033743,126.29,18.75,7.999
8.333,-7.4338,-0.001017,127.89,18.75,7.999
11.128,-2.1762,-0.024191,129.49,18.75,7.999
13.923,-1.8257,-0.024191,131.09,18.75,7.999
15.476,-3.5782,-0.024191,132.7,18.75,7.999
16.719,-5.3308,0.39293,134.3,18.75,7.999
15.476,3.7824,-0.55718,70.188,18.75,9.142
15.166,4.1329,-0.012604,71.791,18.75,9.142
14.855,4.1329,-0.012604,73.393,18.75,9.142
14.855,4.1329,-0.012604,74.996,18.75,9.142
14.545,3.7824,-0.012604,76.599,18.75,9.142
14.545,3.4319,-0.012604,78.202,18.75,9.142
14.234,3.0814,-0.024191,79.805,18.75,9.142
13.302,2.7309,-0.035777,81.407,18.75,9.142
11.439,2.3804,-0.047364,83.01,18.75,9.142
10.196,2.3804,-0.012604,84.613,18.75,9.142
9.2647,2.0299,0.010569,86.216,18.75,9.142
9.2647,2.0299,0.010569,87.819,18.75,9.142
11.128,1.6793,0.022156,89.421,18.75,9.142
13.923,2.0299,0.010569,91.024,18.75,9.142
13.302,2.3804,-0.024191,92.627,18.75,9.142
12.06,2.0299,-0.024191,94.23,18.75,9.142
11.128,1.6793,-0.012604,95.833,18.75,9.142
9.5753,1.3288,0.010569,97.435,18.75,9.142
8.333,2.3804,-0.001017,99.038,18.75,9.142
9.2647,4.1329,-0.001017,100.64,18.75,9.142
8.6436,6.2359,-0.012604,102.24,18.75,9.142
8.9541,3.0814,-0.024191,103.85,18.75,9.142
10.818,4.1329,-0.001017,105.45,18.75,9.142
8.0224,6.9369,-0.001017,107.05,18.75,9.142
6.7801,5.1844,-0.035777,108.66,18.75,9.142
7.4013,2.7309,-0.024191,110.26,18.75,9.142
5.5378,-2.5267,-0.001017,111.86,18.75,9.142
4.9166,-6.0318,-0.001017,113.46,18.75,9.142
5.2272,-5.6813,-0.012604,115.07,18.75,9.142
7.4013,-3.9287,-0.012604,116.67,18.75,9.142
8.6436,-3.5782,0.010569,118.27,18.75,9.142
7.4013,-4.9803,0.022156,119.87,18.75,9.142
7.0907,-7.4338,0.022156,121.48,18.75,9.142
7.0907,-12.341,0.033743,123.08,18.75,9.142
8.0224,-16.547,0.045329,124.68,18.75,9.142
8.6436,-15.145,0.033743,126.29,18.75,9.142
10.818,-7.7843,-0.012604,127.89,18.75,9.142
14.234,-1.8257,-0.024191,129.49,18.75,9.142
16.719,-1.4752,-0.024191,131.09,18.75,9.142
18.893,-3.5782,-0.024191,132.7,18.75,9.142
20.446,-5.3308,0.40452,134.3,18.75,9.142
19.824,4.8339,-0.55718,70.188,18.75,10.285
19.203,5.1844,-0.012604,71.791,18.75,10.285
18.893,4.8339,-0.012604,73.393,18.75,10.285
